OrganisationURI,OrganisationLabel,SiteReference,PreviouslyPartOf,SiteNameAddress,SiteplanURL,CoordinateReferenceSystem,GeoX,GeoY,Hectares,OwnershipStatus,Deliverable,PlanningStatus,PermissionType,PermissionDate,PlanningHistory,ProposedForPIP,MinNetDwellings,DevelopmentDescription,NonHousingDevelopment,Part2,NetDwellingsRangeFrom,NetDwellingsRangeTo,HazardousSubstances,SiteInformation,Notes,FirstAddedDate,LastUpdatedDate,PlanningAuthority,DataUpdate
http://opendatacommunities.org/id/london-borough-council/redbridge,London Borough of Redbridge,BRLBR0111,,"Woodford Green Post Office, Johnston Road",,WGS84,0.022700000000000001,51.609195999999997,0.089999999999999997,Not owned by a public authority,Yes,Permissioned,Full planning permis,2015-04-10,http://planning.redbridge.gov.uk/swiftlg/apas/run/wphappcriteria.display,,9,Housing,,,,,,https://www.redbridge.gov.uk/media/3988/lbr-2061-revised-appendix-1-development-opportunity-sites-august-2017.pdf,Approved Planning Application - 2717/15 - Local Plan allocation site number: 154,2019-07-12,2019-07-12,Redbridge,2018
http://opendatacommunities.org/id/london-borough-council/greenwich,Royal Borough Of Greenwich,RBG-46,,"“Charlton Liberal Club, 59 Charlton Church Lane Charlton“",www.royalgreenwich.gov.uk/brownfieldregister,OSGB36,541251,178268,0.050000000000000003,Unknown ownership,Yes,Permissioned,Full planning permis,2015-12-10,,,3,"“15/3102/F. Renovation of Liberal Club, erection of a ground floor rear extension, a first floor side & rear extension, together with the formation of a loft conversion including dormer window and rec","""Renovation of Liberal Club.""",,,,,,"""Started""",2017-12-22,2017-12-22,Greenwich,2018
http://opendatacommunities.org/id/london-borough-council/bromley,London Borough of Bromley,BLR26,N/A,"Upfield Hillbrow Road  BR1 4JL
",https://searchapplications.bromley.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=OFJDYBBTITB00,ETRS89,51.417174869999997,0.00020745599999999999,0.10000000000000001,Unknown ownership,Yes,Permissioned ,Full planning permis,2016-11-02,https://searchapplications.bromley.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=OFJDYBBTITB00,N/A,6,Proposed redevelopment of the site to provide 6no. two bedroom apartments & 1 bedroom unit,N/A,N/A,,,N/A,,,2017-12-31,N/A,Bromley,2018
http://opendatacommunities.org/id/london-borough-council/greenwich,Royal Borough Of Greenwich,RBG-18,,"“St Joseph's Community Hall, Pelton Rd Greenwich“",www.royalgreenwich.gov.uk/brownfieldregister,OSGB36,539346,178315,0.089999999999999997,Unknown ownership,Yes,Permissioned,Full planning permis,2014-04-11,,,8,"“14/0336/F. Demolition of existing single storey elements, construction of 1st floor extension, external alterations and conversion of St Josephs Community Hall to form 6 dwellings (4 x 2-brm maisonet",,,,,,,"“Started.""",2017-12-22,2017-12-22,Greenwich,2018
http://opendatacommunities.org/id/london-borough-council/southwark,Southwark Council,15-AP-3399,, 161 Denmark Hill  SE5 8EF,,OSGB3,532694.91000000003,175373.13,0.089999999999999997,Unknown ownership,yes,Permissioned,full planning permis,2016-08-30,,,10,Demolition of existing office building (B1a) and construction of a four-storey terrace comprising 10 dwellinghouses (9no. 3-bed houses and 1no. 4-bed house) together with on-site car parking spaces (i,,,0,0,,,,2017-12-20,2017-12-20,Southwark,2018
http://opendatacommunities.org/id/london-borough-council/hillingdon,London Borough of Hillingdon,38567/APP/2016/869,,"Jebsen House, 53-61 High Street, Ruislip, HA4 7BD",https://maps.london.gov.uk/brownfield-site-register,ETRS89,-0.42499100000000001,51.574941000000003,0.089999999999999997,Unkown ownership,yes,Permissioned,full planning permis,2016-05-27,http://www.hillingdon.gov.uk/article/31455/Planning-search-guide,,22,Change of use of 1st and 2nd floors from offices (Use Class B1) to provide 22 x studio units (Use Class C3) (Prior Approval),,,,,,,,2017-12-31,2017-12-31,Hillingdon,2018
http://opendatacommunities.org/id/london-borough-council/southwark,Southwark Council,16-AP-2844,, 130-136 Gordon Road  SE15 3RP,,OSGB3,534855.94999999995,175912.91,0.089999999999999997,Unknown ownership,yes,Permissioned,full planning permis,2016-09-16,,,1,"Construction of a 2-bedroom residential flat as an extension to the existing rear ward block at second floor
level. Associated external alterations and changes to the existing development scheme incl",,,0,0,,,,2017-12-20,2017-12-20,Southwark,2018
http://opendatacommunities.org/id/london-borough-council/redbridge,London Borough of Redbridge,BRLBR0168,,"83 Churchfields, South Woodford",,WGS84,0.028928558,51.597874009999998,0.089999999999999997,Not owned by a public authority,Yes,Permissioned,Full planning permis,2018-08-03,http://planning.redbridge.gov.uk/swiftlg/apas/run/wphappcriteria.display,,5,Housing,,,,,,https://www.redbridge.gov.uk,Approved Planning Application - 0083/17,2019-07-12,2019-07-12,Redbridge,2018
http://opendatacommunities.org/id/london-borough-council/barking-and-dagenham,Barking and Dagenham,LBBD23,,Ilchester Road Garages ,https://maps.london.gov.uk/brownfield-site-register,OSGB36,0.11583400000000001,51.548293000000001,0.089999999999999997,Owned by a public authority,,Permissioned,,,,,8,,,,,,,,,2017-12-31,2017-12-31,Barking and Dagenham,2018
http://opendatacommunities.org/id/london-borough-council/hillingdon,London Borough of Hillingdon,46616/APP/2017/1362,,"Building 4, Status Drive, Heathrow, UB3 5EY",https://maps.london.gov.uk/brownfield-site-register,ETRS89,-0.42920900000000001,51.481945000000003,0.089999999999999997,Unkown ownership,yes,Permissioned,planning permission ,2017-06-15,http://www.hillingdon.gov.uk/article/31455/Planning-search-guide,,45,Prior Approval Application for the change of use from Use Class B1(a) (Offices) to Use Class C3 (Residential) to provide 45 self-contained flats (38 x 1-bed and 7 x 2-bed units) with provision of recy,,,,,,,,2017-12-31,2017-12-31,Hillingdon,2018
http://opendatacommunities.org/id/london-borough-council/camden,London Borough of Camden,LBCBLR050,,34A-36 Kilburn High Road London NW6 5UA,https://opendata.camden.gov.uk/Environment/Camden-Brownfield-Register-Polygons/wi65-z696/data,WGS84,-0.19161600000000001,51.536957000000001,0.10000000000000001,Unkown ownership,Yes,Permissioned,full planning permis,2017-03-07,http://planningrecords.camden.gov.uk/Northgate/PlanningExplorer17/Generic/StdResults.aspx?PT=Planning%20Applications%20On-Line&SC=Application%20Number%20is%202014/2786/P%20and%20Date%20Validated%20is%,,5,Erection of an additional storey to provide 5 x additional residential units.,,,,,,,,2018-10-12,2018-10-12,Camden,2018
http://opendatacommunities.org/id/london-borough-council/haringey,Haringey Council,HGY/2015/1637,,139 Devonshire Hill Lane London N17 7NL London,http://www.planningservices.haringey.gov.uk/portal/servlets/ApplicationSearchServlet?PKID=282213,ETRS89,-0.090068999999999996,51.608044,0.089999999999999997,Not owned by a public authority,yes,Permissioned,full planning permis,2015-12-07,,,7,"Demolition of existing detached house and erection of a new development comprising one 4 bedroom house, four 2 bedroom flats, and two 1 bedroom flats, with car parking, landscaping, and refuse and cyc",,,,,,,,,,Haringey,2018
http://opendatacommunities.org/id/london-borough-council/haringey,Haringey Council,HGY/2007/0850,,"Percival Court, High Road London N17 8ER London",http://www.planningservices.haringey.gov.uk/portal/servlets/ApplicationSearchServlet?PKID=154035,ETRS89,-0.068939,51.606133,0.089999999999999997,Not owned by a public authority,yes,Permissioned,full planning permis,2007-07-10,,,3,Demolition of existing buildings and erection of 3 storey office block and 3 x 2 storey two bed houses.,Expected to deliver around 350sqm of office floorspace,,,,,,,,,Haringey,2018
http://opendatacommunities.org/id/london-borough-council/merton,London Borough of Merton,14/P4537,,"587 Kingston Road, Raynes Park, SW20 8SA",https://maps.london.gov.uk/brownfield-site-register,ETRS89,-0.223802057724829,51.410318641309303,0.089999999999999997,Not owned by a public authority,yes,Permissioned,full planning permis,2015-04-29,,,20,"Demolition of the existing two storey buildings [537 square metres of business use Class B1 floor space] and the construction of a part three, part four, part five storey replacement building providin",See development description.Search application in Merton Planning Explorer for full details.,,,,,,,2017-12-31,2017-12-31,Merton,2018
http://opendatacommunities.org/id/london-borough-council/haringey,Haringey Council,HGY/2016/1562,,Land to Rear of 3 New Road London N8 8TA,http://www.planningservices.haringey.gov.uk/portal/servlets/ApplicationSearchServlet?PKID=290075,ETRS89,-0.12537599999999999,51.581738000000001,0.089999999999999997,Not owned by a public authority,yes,Permissioned,full planning permis,2016-06-13,,,9,Demolition of the existing buildings and construction of 9 new residential homes (4 x houses and 5 x flats) and 446sq.m of office (Use Class B1a) floorspace in a building extending to between 2 and 4 ,446sq.m of office (Use Class B1a) floorspace,,,,,,,,,Haringey,2018
http://opendatacommunities.org/id/london-borough-council/greenwich,Royal Borough Of Greenwich,RBG-70,,“260-262 Green Lane Mottingham“,www.royalgreenwich.gov.uk/brownfieldregister,OSGB36,543501,172612,0.070000000000000007,Unknown ownership,Yes,Permissioned,Full planning permis,2017-02-24,,,10,"“16/0273/F. Demolition of existing houses and redevelopment to provide a 4-storey building of 12 residential flats (5 x 1-brm, 4 x 2-brm, 3 x 3-brm) with associated amenity space, landscaping, refuse ",,,,,,,"“Not started.""",2017-12-22,2017-12-22,Greenwich,2018
http://opendatacommunities.org/id/london-borough-council/redbridge,London Borough of Redbridge,BRLBR0043,,567-571 High Road,,WGS84,0.092115000000000002,51.563186000000002,0.089999999999999997,Unknown ownership,Yes,Permissioned,Full planning permis,2018-07-05,http://planning.redbridge.gov.uk/swiftlg/apas/run/wphappcriteria.display,,35,Housing,,,,,,https://www.redbridge.gov.uk/media/3988/lbr-2061-revised-appendix-1-development-opportunity-sites-august-2017.pdf,Approved Planning Application - 2364/15 - Local Plan allocation site number: 52,2019-07-12,2019-07-12,Redbridge,2018
http://opendatacommunities.org/id/london-borough-council/redbridge,London Borough of Redbridge,BRLBR0045,,"Former Lord Napier Pub, 521 Green Lane",,WGS84,0.10886999999999999,51.563245000000002,0.089999999999999997,Not owned by a public authority,Yes,Permissioned,Full planning permis,2017-05-08,http://planning.redbridge.gov.uk/swiftlg/apas/run/wphappcriteria.display,,31,Housing,,,,,,https://www.redbridge.gov.uk/media/3988/lbr-2061-revised-appendix-1-development-opportunity-sites-august-2017.pdf,Approved Planning Application - 2537/15 - Local Plan allocation site number: 54,2019-07-12,2019-07-12,Redbridge,2018
http://opendatacommunities.org/id/london-borough-council/harrow,Harrow Council,P/4480/15,,"College Road, 88 - 98, 1st to 3rd floors, Harrow",https://maps.london.gov.uk/brownfield-site-register,ETRS89,-0.33883734878042598,51.580360388985497,0.094043919200000006,Not in public ownership,Yes,Permissioned,planning permission ,2015-10-29,,,29,"Conversion of offices at first, second and third floors (Class B1a) to 29 self-contained flats (Class C3) (PRIOR APPROVAL)",,,,,,,,2017-11-28,2017-11-28,Harrow,2018
http://opendatacommunities.org/id/london-borough-council/bromley,London Borough of Bromley,BLR33,N/A,"3 Beckenham Road  BR3 4ES
",https://searchapplications.bromley.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=OD0NE3BTHXJ00,ETRS89,51.407029399999999,-0.032659556999999999,0.10000000000000001,Unknown ownership,Yes,Permissioned ,Full Planning Permis,2016-12-22,https://searchapplications.bromley.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=OD0NE3BTHXJ00,N/A,8,Proposal for the construction of a part one and two storey upper level extension to provide an additional two storeys comprising 6 two bedroom and 2 one bedroom flats.,Proposal for associated  parking refuse and recycling. ,N/A,,,N/A,,,2017-12-31,N/A,Bromley,2018
http://opendatacommunities.org/id/london-borough-council/kensington-and-chelsea,Royal Borough of Kensington and Chelsea,RBKC017, ,49 Bassett Road W10 6JR,https://lbhf.maps.arcgis.com/apps/webappviewer/index.html?id=931fa3b3294b4147a518648579b12d4a,"OSGB36
",523838,181422,0.080000000000000002,Not owned by a public authority,yes,Permissioned,full planning permis,2014-12-19,"https://www.rbkc.gov.uk/PP/14/07538
", ,8,Change of use to Class C3 residential use comprising 9 no. units and external alterations, , ,8,8, ,"https://www.rbkc.gov.uk/PP/14/07538
", ,2017-12-31,2017-12-31,Kensington and Chelsea,2018
http://opendatacommunities.org/id/london-borough-council/greenwich,Royal Borough Of Greenwich,RBG-85,,"“Glenmore Arms PH, 41 Edison Grove Plumstead“",www.royalgreenwich.gov.uk/brownfieldregister,OSGB36,545655,177016,0.050000000000000003,Unknown ownership,Yes,Permissioned,Full planning permis,2017-08-04,,,4,"“17/1805/F. Construction of a part 1/part 2-storey rear and side extension with loft conversion to facilitate the formation of 5 residential units (2 x studios, 2 x 1-brm, 1 x 2-brm) on first and seco",,,,,,,"“Not started.""",2017-12-22,2017-12-22,Greenwich,2018
http://opendatacommunities.org/id/london-borough-council/barking-and-dagenham,Barking and Dagenham,LBBD05,,The Britannia Ph,https://maps.london.gov.uk/brownfield-site-register,OSGB36,0.077335000000000001,51.542532999999999,0.089999999999999997,Not owned by a public authority,,Permissioned,,,,,6,,,,,,,,,2017-12-31,2017-12-31,Barking and Dagenham,2018
http://opendatacommunities.org/id/london-borough-council/greenwich,Royal Borough Of Greenwich,RBG-13,,"“Former Westcombe Park police station, 11 Combedale Rd Westcombe Park“",www.royalgreenwich.gov.uk/brownfieldregister,OSGB36,540200,178236,0.10000000000000001,Unknown ownership,Yes,Permissioned,Full planning permis,2012-09-03,,,9,“12/1668/F. Conversion of property to form 9 x 2-brm flats with associated car parking and landscaping.”,,,,,,,"“Started.""",2017-12-22,2017-12-22,Greenwich,2018
http://opendatacommunities.org/id/london-borough-council/southwark,Southwark Council,15-AP-5032,, 13 Sydenham Hill  SE26 6SH,,OSGB3,533930.85999999999,171606.69,0.089999999999999997,Unknown ownership,yes,Permissioned,full planning permis,2016-02-19,,,8,"Demolition of the existing dwellinghouse and the erection of a replacement building (part 3, part 4 storeys) containing 9 flats (8 x two bedroom and 1 x one bedroom units) together with the formation ",,,0,0,,,,2017-12-20,2017-12-20,Southwark,2018
http://opendatacommunities.org/id/london-borough-council/barking-and-dagenham,Barking and Dagenham,LBBD46,,Mellish Close Garages,https://maps.london.gov.uk/brownfield-site-register,OSGB36,0.097693000000000002,51.532376999999997,0.089999999999999997,Owned by a public authority,,Not permissioned,,,,,6,,,,,,,,,2017-12-31,2017-12-31,Barking and Dagenham,2018
http://opendatacommunities.org/id/london-borough-council/haringey,Haringey Council,HGY/2014/2162,,Rear of 600 Green Lanes London N8 0RY,http://www.planningservices.haringey.gov.uk/portal/servlets/ApplicationSearchServlet?PKID=275089,ETRS89,-0.099030000000000007,51.584747999999998,0.10000000000000001,Not owned by a public authority,yes,Permissioned,full planning permis,2014-10-31,,,9,"Erection of three and two storey block comprising 1 x 3 bed flat, 5 x 2 bed flats and 3 x 1 bed flats",,,,,,,,,,Haringey,2018
http://opendatacommunities.org/id/london-borough-council/camden,London Borough of Camden,LBCBLR093,,152-156 Kentish Town Road London NW1 9QB,https://opendata.camden.gov.uk/Environment/Camden-Brownfield-Register-Polygons/wi65-z696/data,WGS84,-0.141343,51.546582000000001,0.10000000000000001,Unkown ownership,Yes,Permissioned,full planning permis,2017-09-11,http://planningrecords.camden.gov.uk/Northgate/PlanningExplorer17/Generic/StdResults.aspx?PT=Planning%20Applications%20On-Line&SC=Application%20Number%20is%202016/1372/P%20and%20Date%20Validated%20is%,,8,Replacement of existing building with a four storey (plus basement) mixed use building comprising retail (A1 Use Class) at ground and basement level and office space (B1 Use Class) and Dental Practice,,,,,,,,2018-10-12,2018-10-12,Camden,2018
http://opendatacommunities.org/id/london-borough-council/bromley,London Borough of Bromley,BLR22,N/A,"H G Wells Centre St Marks Road  BR2 9HG
",https://searchapplications.bromley.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=MU5H71BT0GG00,ETRS89,51.399358399999997,0.01866522,0.080000000000000002,Unknown ownership,Yes,Permissioned ,Full Planning Permis,2015-08-13,https://searchapplications.bromley.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=MU5H71BT0GG00,N/A,52,Proposed demolition of existing building and erection  erection of a part 7 part 11 part 17 storey mixed use building including 52 residential flats. ,Part of a mixed use development comprising 256 sqm of community uses (use Class D1/D2) 1467 sqm office use (use Class B1) refuse and cycle stores plant room and 3 disabled car parking spaces.,N/A,,,N/A,,,2017-12-31,N/A,Bromley,2018
http://opendatacommunities.org/id/london-borough-council/barking-and-dagenham,Barking and Dagenham,LBBD24,,Fitzstephen Road Garages,https://maps.london.gov.uk/brownfield-site-register,OSGB36,0.121972,51.547525,0.10000000000000001,Owned by a public authority,,Permissioned,,,,,8,,,,,,,,,2017-12-31,2017-12-31,Barking and Dagenham,2018
http://opendatacommunities.org/id/london-borough-council/haringey,Haringey Council,HGY/2016/1159,,Garage Court Rear of 59-81 Alexandra Road London N10 2EY London,http://www.planningservices.haringey.gov.uk/portal/servlets/ApplicationSearchServlet?PKID=289376,ETRS89,-0.14243800000000001,51.607222999999998,0.10000000000000001,Not owned by a public authority,yes,Permissioned,full planning permis,2016-06-08,,,4,"Demolition of existing 14 garages and existing waste sotrage faciclites. Erection of 4 new Semi Detached dwelling homes. Replacement of waste storage facilities, improved landscaping and layout of car",,,,,,,,,,Haringey,2018
http://opendatacommunities.org/doc/london-borough-council/kingston,Kingston upon Thames,RBK0002,,"46-50 Coombe Road, New Malden",https://maps.london.gov.uk/brownfield-site-register,ETRS89,-0.25776900000000003,51.405428999999998,0.10000000000000001,Unknown ownership,yes,Permissioned,other,2015-01-07,https://maps.kingston.gov.uk/propertyServices/planning/Details?caseNo=14/15161/PNO,,23,"""Change of use from offices (B1) to residential use (C3) to provide 23 x apartments with associated car and cycle parking and refuse storage facilities""",,,,,,,"""Prior approval 14/15161/PNO for 23 net additional homes (C3) granted on 07/01/2015.""",2017-12-12,2017-12-12,Kingston,2018
http://opendatacommunities.org/id/london-borough-council/haringey,Haringey Council,HGY/2015/0610,,62-70 Coolhurst Road London N8 8EU,http://www.planningservices.haringey.gov.uk/portal/servlets/ApplicationSearchServlet?PKID=279835,ETRS89,-0.13177,51.579830000000001,0.10000000000000001,Not owned by a public authority,yes,Permissioned,full planning permis,2015-05-27,,,5,"Part demolition of the existing 3 storey terrace of 5 dwelling houses, and construction of extensions and other alterations to provide a new 4 storey terrace of 5 dwelling houses with roof terraces an",,,,,,,,,,Haringey,2018
http://opendatacommunities.org/id/london-borough-council/camden,London Borough of Camden,LBCBLR082,,"Clifford Pugh House, 5-7 Lancaster Grove, NW3 4HE",https://opendata.camden.gov.uk/Environment/Camden-Brownfield-Register-Polygons/wi65-z696/data,WGS84,-0.171371,51.546688000000003,0.10000000000000001,Unkown ownership,Yes,Permissioned,full planning permis,2018-03-06,http://planningrecords.camden.gov.uk/Northgate/PlanningExplorer17/Generic/StdResults.aspx?PT=Planning%20Applications%20On-Line&SC=Application%20Number%20is%202015/2366/P%20and%20Date%20Validated%20is%,,15,"Erection of six storey building (including basement and accommodation in roof space) to provide 15 flats (Class C3) (7x 1-bed, 1x 2-bed, 4x 2-bed and 3x 3-bed) with erection of glazed veranda, 2 gazeb",,,,,,,,2018-10-12,2018-10-12,Camden,2018
http://opendatacommunities.org/doc/london-borough-council/westminster,Westminster City Council,HS006,,"The Travis Perkins Building, 149-157 Harrow Road",https://lbhf.maps.arcgis.com/apps/View/index.html?appid=d0d51e7d013a4d1a953ecc1cff697d24&site=HS006,OSGB36,526528.80603448802,181646.697872038,0.098631228299999998,Unknown ownership,,Not permissioned,,,"
",,150,Proposals site in Westminster’s City Plan,,,0,0,,,5-15 House Supply,2017-11-30,2017-11-30,Westminster,2018
http://opendatacommunities.org/id/london-borough-council/bromley,London Borough of Bromley,BLR35,N/A,"Adj To 22 Southend Road  BR3 1SD
",https://searchapplications.bromley.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=NHWD6XBTJX000,ETRS89,51.412985949999999,-0.023761094,0.045999999999999999,Unknown ownership,Yes,Permissioned ,Full Planning Permis,2015-04-21,https://searchapplications.bromley.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=NHWD6XBTJX000,N/A,7,Proposal for a three storey extension to provide 7 flats. Revision to previously approved scheme allowed under reference 14/00540,N/A,N/A,,,N/A,,,2017-12-31,N/A,Bromley,2018
http://opendatacommunities.org/doc/london-borough-council/kingston,Kingston upon Thames,RBK0056,,"374 Ewell Road, Surbiton",https://maps.london.gov.uk/brownfield-site-register,ETRS89,-0.28743299999999999,51.382556999999998,0.10000000000000001,Unknown ownership,yes,Permissioned,full planning permis,2017-04-24,https://maps.kingston.gov.uk/propertyServices/planning/Details?caseNo=17/10073/FUL,,8,"""Erection of an additional storey to provide 7 x one-bedroom and 1 x two-bedroom residential units (C3) including associated alterations and 5 x additional parking spaces.""",,,,,,,"""Planning permission 17/10073/FUL for 8 net additional homes (C3) granted on 24/04/2017.""",2017-12-12,2017-12-12,Kingston,2018
http://opendatacommunities.org/id/london-borough-council/ealing,Ealing Council,16/00006/FUL,,"1A Priory Way, Southall",http://maps.ealing.gov.uk/map/Aurora.svc/run?script=%5cAurora%5cBrownfield_Register_Zoom.AuroraScript%24&nocache=2087154948&resize=always&x=511797.16&y=179086.09,OSGB36,511797.15999999997,179086.09,0.10000000000000001,Not owned by a public authority,yes,Permissioned,full planning permis,2017-03-31,https://pam.ealing.gov.uk/online-applications/applicationDetails.do?keyVal=O2FUVUJMFMM00&activeTab=summary,,10,"Redevelopment of site to provide a part three-part four storey building to accommodate ten residential units (3 x two bed flats, 5 x three bed flats, 1 x 3 bed maisonette and 1 x four bed maisonette)(","Redevelopment of site to provide a part three-part four storey building to accommodate a coach office/waiting area (use class sui-generis) at ground floor level, ten residential units (3 x two bed fla",,,,,,Extant permission is in place for 10 units.,2017-12-20,2017-12-20,Ealing,2018
http://opendatacommunities.org/id/london-borough-council/southwark,Southwark Council,PNAAP30,,151-161 Gordon Road,,OSGB3,534869,176049.76000000001,0.10000000000000001,Unknown ownership,,Not permissioned,,,,,6,,,,6,8,,,,2017-12-20,2017-12-20,Southwark,2018
http://opendatacommunities.org/id/london-borough-council/southwark,Southwark Council,17-AP-0862,, 32-36 Rye Lane  SE15 5BS,,OSGB3,534138.92000000004,176518.63,0.10000000000000001,Unknown ownership,yes,Permissioned,full planning permis,2017-06-01,,,8,"Construction of a 3-storey extension (fronting onto Highshore Road) above
the existing commercial units and service yard to provide 8 residential units
(6 x 2-bed flats and 2 x 3-bed flats); reconfi",,,0,0,,,,2017-12-20,2017-12-20,Southwark,2018
http://opendatacommunities.org/id/london-borough-council/southwark,Southwark Council,16-AP-1239,," 32-36 Rye Lane,  SE15 5BS",,OSGB3,534138.76000000001,176518.69,0.10000000000000001,Unknown ownership,yes,Permissioned,full planning permis,2017-01-23,,,7,"Details of Condition 3, external facing materials, pursuant to planning permission 16-AP-1239 for: Three-storey extension (fronting onto Highshore Road) above the existing commercial units and service",,,0,0,,,,2017-12-20,2017-12-20,Southwark,2018
http://opendatacommunities.org/id/london-borough-council/barking-and-dagenham,Barking and Dagenham,LBBD45,,58 to 62 Church Street,https://maps.london.gov.uk/brownfield-site-register,OSGB36,0.15922,51.539749999999998,0.10000000000000001,Owned by a public authority,,Not permissioned,,,,,6,,,,,,,,,2017-12-31,2017-12-31,Barking and Dagenham,2018
http://opendatacommunities.org/id/london-borough-council/greenwich,Royal Borough Of Greenwich,RBG-22,,“76 Eltham Rd Eltham“,www.royalgreenwich.gov.uk/brownfieldregister,OSGB36,540394,174757,0.070000000000000007,Unknown ownership,Yes,Permissioned,Full planning permis,2014-12-16,,,4,"“14/2778/F. Demolition of existing building and construction of a 4-storey block comprising 4 x 1-brm, 4 x 2-brm and 4 x 3-brm flats.”",,,,,,,"“Started""",2017-12-22,2017-12-22,Greenwich,2018
http://opendatacommunities.org/id/london-borough-council/southwark,Southwark Council,15-AP-1469,, 8 Frank Dixon Way  SE21 7BB,,OSGB3,533429.65000000002,173350.79000000001,0.10000000000000001,Unknown ownership,yes,Permissioned,full planning permis,2015-09-09,,,1,Erection of a new two storey dwellinghouse with accommodation to basement level and attic level,,,0,0,,,,2017-12-20,2017-12-20,Southwark,2018
http://opendatacommunities.org/id/london-borough-council/redbridge,London Borough of Redbridge,BRLBR0046,,463 High Road,,WGS84,0.087627999999999998,51.562114000000001,0.10000000000000001,Not owned by a public authority,Yes,Pending decision,,,http://planning.redbridge.gov.uk/swiftlg/apas/run/wphappcriteria.display,,25,Housing,,,,,,https://www.redbridge.gov.uk/media/3988/lbr-2061-revised-appendix-1-development-opportunity-sites-august-2017.pdf,Refused planning application - 2002/14 - Appeal to be heard in Autumn 2017 - Local Plan allocation site number: 55,2019-07-12,2019-07-12,Redbridge,2018
http://opendatacommunities.org/id/london-borough-council/redbridge,London Borough of Redbridge,BRLBR0036,,"7 Morland Road, Ilford",,WGS84,0.071104000000000001,51.561464000000001,0.10000000000000001,Not owned by a public authority,,Not permissioned,,,http://planning.redbridge.gov.uk/swiftlg/apas/run/wphappcriteria.display,,41,Housing,,,,,,https://www.redbridge.gov.uk/media/3988/lbr-2061-revised-appendix-1-development-opportunity-sites-august-2017.pdf,Located within Ilford Housing Zone - Local Plan allocation site number: 44,2019-07-12,2019-07-12,Redbridge,2018
http://opendatacommunities.org/id/london-borough-council/haringey,Haringey Council,HGY/2015/0028,,22A Broadlands Road London N6 4AG,http://www.planningservices.haringey.gov.uk/portal/servlets/ApplicationSearchServlet?PKID=278650,ETRS89,-0.15646399999999999,51.574831000000003,0.10000000000000001,Not owned by a public authority,yes,Permissioned,full planning permis,2015-07-31,,,2,"Demolition of 2-storey building (School's Car Club garages with flat above), brown brick side extension to No.24 (former boarding house) and rear extension to No.22 and replacement with a gabled 3 and",,,,,,,,,,Haringey,2018
http://opendatacommunities.org/id/london-borough-council/southwark,Southwark Council,15-AP-5175,, 32-36 Rye Lane  SE15 5BS,,OSGB3,534138.92000000004,176518.62,0.10000000000000001,Unknown ownership,yes,Permissioned,full planning permis,2016-10-28,,,2,"Erection of a fourth-floor extension to provide 2no. 3-bed flats; a side and rear extension between the first to
fourth floor levels; elevational alterations at first, second and third floor level; n",,,0,0,,,,2017-12-20,2017-12-20,Southwark,2018
http://opendatacommunities.org/doc/london-borough-council/kingston,Kingston upon Thames,RBK0058,,"18 Nelson Road, New Malden",https://maps.london.gov.uk/brownfield-site-register,ETRS89,-0.26303399999999999,51.395727999999998,0.10000000000000001,Unknown ownership,yes,Permissioned,full planning permis,2017-06-07,https://maps.kingston.gov.uk/propertyServices/planning/Details?caseNo=17/14403/FUL,,5,"""Demolition of existing house and garage. Erection of 2 x two/three-storey five-bedroom houses (C3).""",,,,,,,"""Planning permission 17/14403/FUL for 1 net additional home (C3) granted on 07/06/2017.

Site has capacity to deliver at least 5 net additional homes (C3).""",2017-12-12,2017-12-12,Kingston,2018
http://opendatacommunities.org/id/london-borough-council/islington,London Borough of Islington,P2015/3050/FUL,,"Charles Simmons House, 3 Margery Street",http://mapapp.islington.gov.uk/mapthatol/Login.aspx?user=public&utm_content=stcms2.islington.gov.uk,ETRS89,3976351.5610000002,-7830.1763000000001,0.10000000000000001,Unknown ownership,yes,Permissioned,full planning permis,2015-12-16,http://planning.islington.gov.uk/Northgate/PlanningExplorer/Generic/StdDetails.aspx?PT=Planning Applications On-Line&TYPE=PL/PlanningPK.xml&PARAM0=422113&XSLT=/Northgate/PlanningExplorer/SiteFiles/Ski,,9,"Demolition of a four-storey residential building (total of 16 residential units) and a two-storey community building (D1 Use Class) and 5 garages. Construction of a part four, five and six storey mixe",Provision of a community centre (D1 Use Class) and a flexible A1/A3/D1 unit.,,,,,,Site plan is available on Islington interactive mapping website. Specific site is identifiable via SiteReference and SiteNameAddress attribute data.,2017-11-24,2017-11-24,Islington,2018
