OrganisationURI,SiteReference,SiteNameAddress,GeoX,GeoY,SiteplanURL,Hectares,OwnershipStatus,HazardousSubstances,PlanningStatus,PermissionType,PermissionDate,PlanningHistory,NetDwellingsRangeFrom,NetDwellingsRangeTo,Deliverable,Notes,FirstAddedDate,LastUpdatedDate,EndDate
http://opendatacommunities.org/id/metropolitan-district-council/bradford,CC/102,"38-42 Peckover Street, Little Germany",-1.745307,53.794575,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=416863.2,433159.0,416886.536,433182.4509,27700",0.02,,,permissioned,full planning permission,2017-08-03,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=8905925LBC&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=I7A2YCDHV6000&activeTab=summary|https://planning.bradford.gov,0,0,yes,. Building with converison permission to 6 apartments,2018-11-01,2018-11-01,
http://opendatacommunities.org/id/metropolitan-district-council/bradford,CC/104,"Adelaide Street/Duncan Street, Little Horton",-1.752397,53.787791,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=416397.3,432398.4,416424.8,432429.95,27700",0.05,not owned by a public authority,,permissioned,full planning permission,2015-05-01,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=7903901FUL&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=9300842FUL&activeTab=summary|https://planning.bradford.gov.uk,0,0,yes,. Site with full permission for mixed use to include 14 apartments granted on appeal,2017-11-01,2018-11-01,
http://opendatacommunities.org/id/metropolitan-district-council/bradford,CR/014,"Bolton Woods Quarry, Bolton Woods",-1.75344,53.82077,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=415981.4905,435701.9762,416684.0796,436478.9962,27700",29.79,mixed ownership,,pending decision,,,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=JDEEPSDHQ1000&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=7603851FUL&activeTab=summary|https://planning.bradford.gov,0,0,yes,Site identified in the Shipley and Canal Road corridor AAP (ref NBWQ1) as suitable for residential development of 1000 homes.  An outline application is pending for700 units. Site with permission pending in outline,2017-11-01,2018-11-01,
http://opendatacommunities.org/id/metropolitan-district-council/bradford,CR/020,"Dockfield Road northside, Shipley",-1.771363,53.837292,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=415098.6,437876.1,415201.9,437956.6,27700",0.54,,,not permissioned,,,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=8903717FUL&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=IIDOCBDHU8000&activeTab=summary|https://planning.bradford.gov,45,45,,Site has expired permission and is now identified in the Shipley and Canal Road corridor AAP (ref DF4) with neigbouring DF5 as a site suittble for at least 90 units. The owners current intentions are not known.,2017-11-01,2018-11-01,
http://opendatacommunities.org/id/metropolitan-district-council/bradford,CR/024A,Land at Crag Rd,-1.771837,53.832601,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=414942.2529,437200.5714,415351.65,437596.1886,27700",5.02,not owned by a public authority,,not permissioned,,,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=7602007FUL&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=MIXMVGDHLT000&activeTab=summary|https://planning.bradford.gov,0,0,,Site identified in canal road AAP as site SE1 and suitable for residential led mixed use,2018-11-01,2018-11-01,
http://opendatacommunities.org/id/metropolitan-district-council/bradford,CR/025,"Dockfield Road, Shipley",-1.769653,53.836571,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=415204.18,437783.55,415309.8,437887.8,27700",0.69,not owned by a public authority,,not permissioned,,,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=7607559FUL&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=8403084COU&activeTab=summary|https://planning.bradford.gov.uk,32,61,,Building in manufacturing use with expired planning permission. The site is suitable for residential use but also for retention for employment use. The Shipley and canal road AAP (ref DF6) identifed this building for residential redevelopment based on it,2017-11-01,2018-11-01,
http://opendatacommunities.org/id/metropolitan-district-council/bradford,CR/030,"Atkinson Street, Shipley",-1.777207,53.834521,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=414751.44,437603.4913,414770.9262,437615.0953,27700",0.02,not owned by a public authority,,permissioned,full planning permission,2017-02-24,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=JXZDNODHC1000&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=PE5Y9LDH0LY00&activeTab=summary|https://planning.bradford.,0,0,yes,The site appears in the Shipley and Canal Road corridor AAP (ref STC5). Vacant building with planning permission for conversion to 6 apartments.,2017-11-01,2018-11-01,
http://opendatacommunities.org/id/metropolitan-district-council/bradford,CR/031,"Briggate, Shipley",-1.774451,53.835109,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=414911.8869,437658.3359,414995.7599,437693.3764,27700",0.13,,,not permissioned,,,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=K3QJ1SDH0A600&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=MCV76KDH06V00&activeTab=summary|https://planning.bradford.,20,20,,Cleared site. The owners present intentions are unknown. The site is identified in the Shipley and canal road AAP  with a target yield of 20 units,2017-11-01,2018-11-01,
http://opendatacommunities.org/id/metropolitan-district-council/bradford,CR/033,North Avenue. Manningham,-1.760832,53.8092,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=415792.3,434717.38,415900.0,434866.0,27700",0.8,not owned by a public authority,,not permissioned,,,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=9000320OUT&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=8206534FUL&activeTab=summary|https://planning.bradford.gov.uk,30,30,,The landowner states the site will be available for residential but is currently in use. The site is identified in the canal road AAP as ref NBW6 with a target yield of 30 units,2017-11-01,2018-11-01,
http://opendatacommunities.org/id/metropolitan-district-council/bradford,CR/034,"Frizinghall Road, Frizinghall",-1.769372,53.819716,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=415224.0004,435918.4,415342.75,436027.35,27700",0.76,not owned by a public authority,,permissioned,outline planning permission,2017-10-03,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=KPNC4BDH02100&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=JU0WG9DHFH000&activeTab=summary|https://planning.bradford.,0,0,yes,. Residential development of 42 dwellings comprising of 24 houses and 18 flats,2017-11-01,2018-11-01,
http://opendatacommunities.org/id/metropolitan-district-council/bradford,CR/036,"Victor Mills, Bolton hall Road, Bolton Woods",-1.759625,53.821727,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=415864.8,436124.2,415983.9749,436251.5498,27700",0.83,,,not permissioned,,,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=0203738FUL&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=7502559FUL&activeTab=summary|https://planning.bradford.gov.uk,35,35,,Site with expired planning permission. The site is identified in the Shipley and canal road corridor AAP as a site for residential use and a target yield of 35 units (ref NBW4),2017-11-01,2018-11-01,
http://opendatacommunities.org/id/metropolitan-district-council/bradford,CR/038,"Valley Road, Shipley",-1.77189,53.825223,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=415054.4719,436506.7508,415172.15,436645.15,27700",0.76,owned by a public authority,,permissioned,full planning permission,,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=LVKQOODH0B200&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=ORA19CDHKB700&activeTab=summary|https://planning.bradford.,0,0,yes,The site is identified in the AAP under ref NBW5 for 30 units min. Site with permission for 38 family homes,2017-11-01,2018-11-01,
http://opendatacommunities.org/id/metropolitan-district-council/bradford,CR/039,"Buildings in Market Square, Shipley",-1.777378,53.833339,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=414685.25,437404.55,414824.05,437544.5541,27700",1.15,mixed ownership,,not permissioned,,,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=ICZHIVDH12000&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=IJIS5SDHU8000&activeTab=summary|https://planning.bradford.,25,25,,Capacity exists to accommodate residential units in vacant floorspace above shops. The area is identified in the Shipley and canal road corridor  AAP as suitable for around 25 units.,2017-11-01,2018-11-01,
http://opendatacommunities.org/id/metropolitan-district-council/bradford,CR/040,"Market Street and Otley Road, Shipley",-1.77635,53.83242,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=414793.3,437308.2,414843.7973,437439.4,27700",0.49,owned by a public authority,,not permissioned,,,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=II2GGGDHU8000&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=9700928COU&activeTab=summary|https://planning.bradford.gov,50,50,,Site identified in the Shipley and Canal road corridor AAP as a site for redevelopment which could include residential development at a target of 50 units (ref STC4). Owner intentions not currently known,2017-11-01,2018-11-01,
http://opendatacommunities.org/id/metropolitan-district-council/bradford,CR/041,"Dock Lane, Shipley",-1.76739,53.837857,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=415375.7836,437957.9,415431.646,438004.0424,27700",0.15,not owned by a public authority,,not permissioned,,,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=IQNXBKDH12000&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=HPL5QNDH12000&activeTab=summary|https://planning.bradford.,15,15,yes,The site is identified in the canal road AAP for15 units ref DF8,2017-11-01,2018-11-01,
http://opendatacommunities.org/id/metropolitan-district-council/bradford,CR/046,"1-7 Leeds Road/Dock Lane, Shipley",-1.769306,53.83437,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=415256.15,437571.6,415298.9,437622.5573,27700",0.14,not owned by a public authority,,permissioned,other,,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=8903473LBC&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=9203011FUL&activeTab=summary|https://planning.bradford.gov.uk,0,0,yes,. Change of use from Office (B1a) to residential use (C3): 31 dwellings,2017-11-01,2018-11-01,
http://opendatacommunities.org/id/metropolitan-district-council/bradford,CR/047,Land between Leeds Road and Dock Lane,-1.769801,53.834703,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=415174.55,437571.6,415322.5862,437699.6904,27700",0.71,,,not permissioned,,,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=9203011FUL&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=9700861FUL&activeTab=summary|https://planning.bradford.gov.uk,60,60,yes,Site identified in the Shipley and canal road AAP (ref DF3) as  suitable for residential led mixed use. The number of units targeted as 60. An outline application for 60 units was withdrawn in October 2016. There is an expectation that a new application,2017-11-01,2018-11-01,
http://opendatacommunities.org/id/metropolitan-district-council/bradford,CR/048,"Station Road, Shipley",-1.774542,53.832964,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=414897.6,437403.615,414963.45,437480.4,27700",0.3,,,not permissioned,,,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=7907520REN&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=8706551COU&activeTab=summary|https://planning.bradford.gov.uk,50,50,yes,Land identifed by the canal road AAP as a residential site for around 50 units. An application for residential development was withdrawn in  2015 but the expectation is that a resubmission will be made,2017-11-01,2018-11-01,
http://opendatacommunities.org/id/metropolitan-district-council/bradford,CR/049,"Otley Road, Shipley",-1.77748,53.829221,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=414712.8063,436998.4502,414774.581,437040.205,27700",0.11,not owned by a public authority,,not permissioned,,,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=HIQR2ODHQ1000&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=7701725FUL&activeTab=summary|https://planning.bradford.gov,11,27,yes,Large period house formerly a nursing home. The building offers good potential for conversion to apartments but an application for 24 was refused on design,2017-11-01,2018-11-01,
http://opendatacommunities.org/id/metropolitan-district-council/bradford,CR/051,Livingstone Cres,-1.761458,53.819538,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=415787.7197,435933.605,415818.1,435955.3458,27700",0.04,not owned by a public authority,,permissioned,full planning permission,2018-04-10,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=NF8CH7DH02F00&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=NVFFG9DHLT000&activeTab=summary|https://planning.bradford.,0,0,yes,. Pub with planning permission for extension and conversion to 5 apartments.,2018-11-01,2018-11-01,
http://opendatacommunities.org/id/metropolitan-district-council/bradford,CU/001,"Halifax Road, Cullingworth",-1.902603,53.824652,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=406422.8,436375.4,406614.8299,436612.9,27700",1.86,not owned by a public authority,,permissioned,outline planning permission,2017-03-29,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=IKA0I0DHU8000&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=0201978OUT&activeTab=summary|https://planning.bradford.gov,0,0,yes,. Cleared site with outline permission for a residential development of up to 53 dwellings including associated open space and infrastructure,2017-11-01,2018-11-01,
http://opendatacommunities.org/id/metropolitan-district-council/bradford,CU/004,"Cullingworth Mill, Cullingworth",-1.897741,53.826384,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=406767.1,436586.67,406900.34,436762.1,27700",1.17,not owned by a public authority,,not permissioned,,,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=IHTAZFDHU8000&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=IPN6RXDHU8000&activeTab=summary|https://planning.bradford.,43,52,yes,Imposing mill buildings  which could be converted together with new build  to the rear. The landowners are working toward bringing the site forward,2017-11-01,2018-11-01,
http://opendatacommunities.org/id/metropolitan-district-council/bradford,DH/016,"Station Road, Denholme",-1.888437,53.800387,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=407355.75,433541.3,407546.75,434057.2,27700",4.38,not owned by a public authority,,permissioned,outline planning permission,2016-04-28,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=7701653FUL&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=7602653FUL&activeTab=summary|https://planning.bradford.gov.uk,0,0,yes,. Cleared site with outline permission for the construction of up to 80 dwellings,2017-11-01,2018-11-01,
http://opendatacommunities.org/id/metropolitan-district-council/bradford,HA/005,"Ebor Mills, Ebor Lane, Haworth",-1.945573,53.834892,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=403623.6,437566.5,403756.7,437715.3,27700",1.18,not owned by a public authority,,not permissioned,,,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=IZCYXCDHSA000&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=8806531LBC&activeTab=summary|https://planning.bradford.gov,43,53,yes,Mill buildings in partial use. There has been recent interest in bringing this site forward for residential conversion.,2017-11-01,2018-11-01,
http://opendatacommunities.org/id/metropolitan-district-council/bradford,HA/010,"Ivy Bank Lane, Haworth",-1.949719,53.827284,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=403360.0,436685.9,403454.2,436909.6,27700",1.16,not owned by a public authority,,not permissioned,,,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=7807578FUL&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=8606352EXT&activeTab=summary|https://planning.bradford.gov.uk,43,52,yes,Cleared land with expired permission for residential development. There has been recent interest and a new application is expected shortly,2017-11-01,2018-11-01,
http://opendatacommunities.org/id/metropolitan-district-council/bradford,HA/017,"Chapel Works, Station Road, Haworth",-1.946178,53.832733,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=403619.0,437366.7268,403659.4,437405.6,27700",0.07,not owned by a public authority,,not permissioned,,,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=LNLCT6DHC1000&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=P1B2PLDHIMH00&activeTab=summary|https://planning.bradford.,7,18,yes,Building with historic conversion permission where details were approved in July 2015 but the permission itself has now expired. No records that development has begun,2017-11-01,2018-11-01,
http://opendatacommunities.org/id/metropolitan-district-council/bradford,HA/033,"Warehouse, Clevedon Street, Haworth",-1.951874,53.828017,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=403247.4,436831.9,403282.2,436895.6,27700",0.11,not owned by a public authority,,permissioned,full planning permission,2015-10-21,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=7402902OUT&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=9902447COU&activeTab=summary|https://planning.bradford.gov.uk,0,0,yes,. Conversion of the Drill Hall to form 4 x 2-bedroom dwellings and the construction of 3 x 3-bedroom dwellings with associated parking and means of access,2017-11-01,2018-11-01,
http://opendatacommunities.org/id/metropolitan-district-council/bradford,KY/011,"Braithwaite Road, Keighley",-1.936557,53.870367,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=404196.15,441527.9,404341.55,441628.2,27700",1.06,owned by a public authority,,permissioned,full planning permission,2017-02-07,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=P7QNE3DH0CY00&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=0101045REG&activeTab=summary|https://planning.bradford.gov,0,0,yes,. Site with detailed permission for 36 houses and apartments,2017-11-01,2018-11-01,
http://opendatacommunities.org/id/metropolitan-district-council/bradford,KY/012,"Whinfield Drive, Keighley",-1.934079,53.870744,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=404315.9,441565.65,404541.65,441670.0,27700",1.24,owned by a public authority,,not permissioned,,,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=P7QNE3DH0CY00&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=0101045REG&activeTab=summary|https://planning.bradford.gov,46,56,,Cleared site but subject to permission could be developed at any time,2017-11-01,2018-11-01,
http://opendatacommunities.org/id/metropolitan-district-council/bradford,KY/027,"West Lane, Keighley",-1.915694,53.866622,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=405581.0,441109.6873,405706.9375,441204.6561,27700",0.93,,,not permissioned,,,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=I57NU5DHJ6000&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=9900805COU&activeTab=summary|https://planning.bradford.gov,34,42,yes,Cleared site with expired permission. The site will require new permission but is available for immediate development,2017-11-01,2018-11-01,
http://opendatacommunities.org/id/metropolitan-district-council/bradford,KY/031,Mitchell Street/Chatsworth Street/Beeches Road,-1.897571,53.86997,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=406719.2876,441395.7,406955.27,441668.0,27700",3.11,not owned by a public authority,,not permissioned,,,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=I0IW9WDHV2000&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=LCP141DH07C00&activeTab=summary|https://planning.bradford.,119,231,,Landowner was progressing proposals but bo application yet submitted,2018-11-01,2018-11-01,
http://opendatacommunities.org/id/metropolitan-district-council/bradford,KY/032,"Bradford Road, Keighley",-1.899956,53.868938,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=406609.35,441355.2,406733.6,441487.75,27700",1,,,not permissioned,,,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=7703379FUL&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=LCP141DH07C00&activeTab=summary|https://planning.bradford.gov,46,89,,Vacant Office block and car Park which has been vacant for a number of years.  The site would be suitable for a number of uses including residential development subject to design. There has been recent interest in the site,2017-11-01,2018-11-01,
http://opendatacommunities.org/id/metropolitan-district-council/bradford,KY/047,Carr Bank Riddlesden,-1.863755,53.875176,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=408982.5,442077.4,409107.31,442184.23,27700",0.52,owned by a public authority,,not permissioned,,,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=0202119VOC&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=9800409OUT&activeTab=summary|https://planning.bradford.gov.uk,14,19,yes,The owner intends bringing the site forward for new development in the near future,2017-11-01,2018-11-01,
http://opendatacommunities.org/id/metropolitan-district-council/bradford,KY/049,Bradford Road Riddlesden,-1.856063,53.866598,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=409520.9,441114.0498,409607.0,441208.5998,27700",0.41,,,not permissioned,,,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=LUCLVTDHC1000&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=LJBV8VDH0B200&activeTab=summary|https://planning.bradford.,11,15,yes,Former Church and grounds with expired permission for a care home. The site is available and could come forward for residential development subject to planning application. The site is for sale,2017-11-01,2018-11-01,
http://opendatacommunities.org/id/metropolitan-district-council/bradford,KY/064,"The Walk, Keighley",-1.906239,53.862417,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=406186.1,440500.0,406374.65,440865.4,27700",1.69,not owned by a public authority,,pending decision,,,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=MCHX0LDH04C00&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=8011400FUL&activeTab=summary|https://planning.bradford.gov,62,76,yes,"Under used buildings and land, mainly used for employment purposes including haulage and storage. An outline application is currently pending consideration",2017-11-01,2018-11-01,
http://opendatacommunities.org/id/metropolitan-district-council/bradford,KY/083,"Beck Street/Bridge Street, Keighley",-1.91033,53.864491,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=405938.0309,440883.4998,406043.8438,440964.0936,27700",0.57,,,not permissioned,,,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=7702766FUL&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=8603197DUMMY&activeTab=summary|https://planning.bradford.gov.,26,51,,Site with expired retail led permission which included some residential. The owners current intentions are not known but the site could come forward in the short term,2017-11-01,2018-11-01,
http://opendatacommunities.org/id/metropolitan-district-council/bradford,KY/090,Woodhouse Road,-1.907231,53.856259,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=406174.3,439981.0,406223.65,440036.5,27700",0.14,not owned by a public authority,,permissioned,outline planning permission,2017-12-29,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=7808280FUL&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=LY9CO5DH0DK00&activeTab=summary|https://planning.bradford.gov,0,0,yes,. Cleared site with permission for 10,2018-11-01,2018-11-01,
http://opendatacommunities.org/id/metropolitan-district-council/bradford,KY/095,"Woodville Road, Spring Gardens Lane, Keighley",-1.914072,53.873851,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=405688.5,441926.25,405817.8,442006.5,27700",0.77,,,not permissioned,,,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=9105561REG&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=KJJCQUDH06L00&activeTab=summary|https://planning.bradford.gov,28,34,,Residential nursing home with expired permission for change of use and extensions to provide 27 self contained retirement flats with shared facilities,2017-11-01,2018-11-01,
http://opendatacommunities.org/id/metropolitan-district-council/bradford,KY/096,"Elmwood Terrace, Bracken Bank, Keighley",-1.92812,53.852662,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=404803.2,439580.3,404850.35,439629.8,27700",0.11,not owned by a public authority,,permissioned,full planning permission,2017-04-01,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=KYLPRWDHC1000&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=NV2TDLDHLT000&activeTab=summary|https://planning.bradford.,0,0,yes,. Cleared site with full permission for terrace of 6 3 bedroomed homes,2017-11-01,2018-11-01,
http://opendatacommunities.org/id/metropolitan-district-council/bradford,KY/099,"James Street East, Keighley",-1.904387,53.861145,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=406344.35,440510.1911,406422.8902,440585.2498,27700",0.22,,,not permissioned,,,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=J1VMDZDHJ2000&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=9701134FUL&activeTab=summary|https://planning.bradford.gov,9,11,,Part of the site had permission in 2007 . Owners intentions are presently unknown,2017-11-01,2018-11-01,
