OrganisationURI,OrganisationLabel,SiteReference (also SHLAA Reference),PreviouslyPartOf,SiteNameAddress,SiteplanURL,CoordinateReferenceSystem,GeoX,GeoY,Hectares,Ward Name,Ownership Information,Deliverable,Planning Status,Permission Type,Permission History,Min Net Dwellings,Development Description,FirstAddedDate,GF / PDL,Are there known ownership or tenancy issues?,Last UpdatedDate
http://opendatacommunities.org/doc/geography/administration/ua/E06000007,Warrington Borough Council,2189.0,,"Bridgewater House and Depot, Off Sandy Lane, Stockton Heath, WA4 2AY",Polygon viewable on interactive map (see Legend on map). Search address to find,OSGB36,361593.0,385857.58,0.43,Stockton Heath,Owned by a Public Authority,No,Not Permissioned,,,12,Not applicable,2017-06-01,,,2018-12-01
http://opendatacommunities.org/doc/geography/administration/ua/E06000007,Warrington Borough Council,2191.0,,"Capesthorne Road Council Depot, Capesthorne Road, Orford, WA2 0JE",Polygon viewable on interactive map (see Legend on map). Search address to find,OSGB36,362030.35,390655.85,0.12,Poplars & Hulme,Owned by a Public Authority,No,Not Permissioned,,,6,Not applicable,2017-06-01,,,2018-12-01
http://opendatacommunities.org/doc/geography/administration/ua/E06000007,Warrington Borough Council,2193.0,,"Houghton Hall, Greenwood Crescent, Orford, WA2 0DT",Polygon viewable on interactive map (see Legend on map). Search address to find,OSGB36,362005.89,390993.11,0.49,Poplars & Hulme,Owned by a Public Authority,Yes,Permissioned,Full Planning,2013/22678,21,See most recent planning history at warrington.gov.uk,2017-06-01,,,2017-06-01
http://opendatacommunities.org/doc/geography/administration/ua/E06000007,Warrington Borough Council,2198.0,,"Land at Harrison Square, Boulting Avenue, Warrington, WA5 0HQ",Polygon viewable on interactive map (see Legend on map). Search address to find,OSGB36,359818.74,390483.1,0.89,Bewsey & Whitecross,Owned by a Public Authority,Yes,Permissioned,Full Planning,2015/26262,24,See most recent planning history at warrington.gov.uk,2017-06-01,,,2017-06-01
http://opendatacommunities.org/doc/geography/administration/ua/E06000007,Warrington Borough Council,2261.0,,"Rear of former Hewden Tool Hire, Laburnum Lane, Gt Sankey, WA5 3LE",Polygon viewable on interactive map (see Legend on map). Search address to find,OSGB36,355589.75,388616.43,0.42,Penketh & Cuerdley,Not owned by a Public Authority,No,Not Permissioned,,,11,Not applicable,2017-06-01,,,2018-12-01
http://opendatacommunities.org/doc/geography/administration/ua/E06000007,Warrington Borough Council,2274.0,,"Latchford Car and Van Sales, 741 Knutsford Road, Latchford, WA4 1JY",Polygon viewable on interactive map (see Legend on map). Search address to find,OSGB36,362746.18,387161.38,0.04,Latchford East,Not owned by a Public Authority,Yes,Permissioned,Outline Planning,2015/25554,5,See most recent planning history at warrington.gov.uk,2017-06-01,,,2017-06-01
http://opendatacommunities.org/doc/geography/administration/ua/E06000007,Warrington Borough Council,2460.0,,"Boulting Electrical Systems, Chapel Road, Penketh, WA5 2PR",Polygon viewable on interactive map (see Legend on map). Search address to find,OSGB36,356131.52,387243.24,0.48,Penketh & Cuerdley,Not owned by a Public Authority,No,Not Permissioned,,,8,Not applicable,2017-06-01,,,2017-06-01
http://opendatacommunities.org/doc/geography/administration/ua/E06000007,Warrington Borough Council,2463.0,,"Midland Way / Priestley Street Garage, Warrington, WA1 1UE",Polygon viewable on interactive map (see Legend on map). Search address to find,OSGB36,360007.1,388560.89,0.39,Bewsey & Whitecross,Not owned by a Public Authority,No,Not Permissioned,,,25,Not applicable,2017-06-01,,,2017-06-01
http://opendatacommunities.org/doc/geography/administration/ua/E06000007,Warrington Borough Council,2464.0,,"Crosfield Street ALDI, Crosfield Street, Warrington, WA1 1UD",Polygon viewable on interactive map (see Legend on map). Search address to find,OSGB36,359998.43,388205.33,0.65,Bewsey & Whitecross,Not owned by a Public Authority,No,Not Permissioned,,,46,Not applicable,2017-06-01,,,2017-06-01
http://opendatacommunities.org/doc/geography/administration/ua/E06000007,Warrington Borough Council,2465.0,,"Crosfield Street Petrol Filling Station, Crosfield Street, Warrington, WA1 1UD",Polygon viewable on interactive map (see Legend on map). Search address to find,OSGB36,360012.66,388325.28,0.17,Bewsey & Whitecross,Not owned by a Public Authority,No,Not Permissioned,,,19,Not applicable,2017-06-01,,,2017-06-01
http://opendatacommunities.org/doc/geography/administration/ua/E06000007,Warrington Borough Council,2468.0,,"Warrington Car Wash and Car Sales, Winwick Street/Buckley Street, Warrington, WA2 7PA",Polygon viewable on interactive map (see Legend on map). Search address to find,OSGB36,360564.39,388769.43,0.19,Bewsey & Whitecross,Not owned by a Public Authority,No,Not Permissioned,,,15,Not applicable,2017-06-01,,,2017-06-01
http://opendatacommunities.org/doc/geography/administration/ua/E06000007,Warrington Borough Council,2469.0,,"Portland Trade Park, Tanners Lane/Erwood Street, Warrington, WA2 7NS",Polygon viewable on interactive map (see Legend on map). Search address to find,OSGB36,360476.1,388727.85,0.58,Bewsey & Whitecross,Not owned by a Public Authority,No,Not Permissioned,,,35,Not applicable,2017-06-01,,,2017-06-01
http://opendatacommunities.org/doc/geography/administration/ua/E06000007,Warrington Borough Council,2471.0,,"Pinners Brow Retail Park, Pinners Brow, Warrington, WA2 7XA",Polygon viewable on interactive map (see Legend on map). Search address to find,OSGB36,360726.4,388790.42,1.98,Bewsey & Whitecross,Not owned by a Public Authority,No,Not Permissioned,,,74,Not applicable,2017-06-01,,,2017-06-01
http://opendatacommunities.org/doc/geography/administration/ua/E06000007,Warrington Borough Council,2472.0,,"Former Cabinet Works and Vicinity, Cairo Street / Barbauld Street, Warrington, WA1 1EH",Polygon viewable on interactive map (see Legend on map). Search address to find,OSGB36,360559.05,388094.95,0.28,Bewsey & Whitecross,Owned by a Public Authority,No,Not Permissioned,,,15,Not applicable,2017-06-01,,,2017-06-01
http://opendatacommunities.org/doc/geography/administration/ua/E06000007,Warrington Borough Council,2473.0,,"Former TJ Hughes Building, Sankey Street, Warrington, WA1 1XG",Polygon viewable on interactive map (see Legend on map). Search address to find,OSGB36,360495.9,388128.5,0.22,Bewsey & Whitecross,Not owned by a Public Authority,No,Not Permissioned,,,15,Not applicable,2017-06-01,,,2018-12-01
http://opendatacommunities.org/doc/geography/administration/ua/E06000007,Warrington Borough Council,2474.0,,"Site of former Andrew Harris furniture, Dial Street, Warrington, WA1 2PA",Polygon viewable on interactive map (see Legend on map). Search address to find,OSGB36,361053.45,388352.27,0.42,Bewsey & Whitecross,Not owned by a Public Authority,No,Not Permissioned,,,49,Not applicable,2017-06-01,,,2018-12-01
http://opendatacommunities.org/doc/geography/administration/ua/E06000007,Warrington Borough Council,2475.0,,"Corner of Church Street / Victoria Street, Warrington, WA1 2TF",Polygon viewable on interactive map (see Legend on map). Search address to find,OSGB36,361130.1,388297.07,0.13,Fairfield & Howley,Not owned by a Public Authority,No,Not Permissioned,,,17,Not applicable,2017-06-01,,,2018-12-01
http://opendatacommunities.org/doc/geography/administration/ua/E06000007,Warrington Borough Council,2476.0,,"Orchard Street Works, Orchard Street, WA1 2TE",Polygon viewable on interactive map (see Legend on map). Search address to find,OSGB36,361223.35,388359.04,0.17,Fairfield & Howley,Not owned by a Public Authority,No,Not Permissioned,,,22,Not applicable,2017-06-01,,,2018-12-01
http://opendatacommunities.org/doc/geography/administration/ua/E06000007,Warrington Borough Council,2477.0,,"Land at Crossley Street, Warrington, WA1 2PD",Polygon viewable on interactive map (see Legend on map). Search address to find,OSGB36,361128.25,388497.2,0.25,Fairfield & Howley,Not owned by a Public Authority,No,Not Permissioned,,,33,Not applicable,2017-06-01,,,2017-06-01
http://opendatacommunities.org/doc/geography/administration/ua/E06000007,Warrington Borough Council,2478.0,,"General Street Metal Works, General Street, Warrington, WA1 2TE",Polygon viewable on interactive map (see Legend on map). Search address to find,OSGB36,361219.54,388433.37,0.34,Fairfield & Howley,Not owned by a Public Authority,No,Not Permissioned,,,44,Not applicable,2017-06-01,,,2018-12-01
http://opendatacommunities.org/doc/geography/administration/ua/E06000007,Warrington Borough Council,2480.0,,"Former K&N Works, Lythgoes Lane, Warrington, WA2 7XE",Polygon viewable on interactive map (see Legend on map). Search address to find,OSGB36,360865.53,388700.87,0.32,Bewsey & Whitecross,Not owned by a Public Authority,No,Not Permissioned,,,38,Not applicable,2017-06-01,,,2017-06-01
http://opendatacommunities.org/doc/geography/administration/ua/E06000007,Warrington Borough Council,2481.0,,"Land enclosed by Hopwood Street, School Brow and Crossley Street, Warrington, WA1 2TA",Polygon viewable on interactive map (see Legend on map). Search address to find,OSGB36,361201.63,388507.52,0.93,Fairfield & Howley,Not owned by a Public Authority,No,Not Permissioned,,,42,Not applicable,2017-06-01,,,2018-12-01
http://opendatacommunities.org/doc/geography/administration/ua/E06000007,Warrington Borough Council,2482.0,,Wharf Industrial Estate,Polygon viewable on interactive map (see Legend on map). Search address to find,OSGB36,361419.55,387804.55,4.86,Fairfield & Howley,Owned by a Public Authority,No,Not Permissioned,,,129,Not applicable,2018-12-01,,,2018-12-01
http://opendatacommunities.org/doc/geography/administration/ua/E06000007,Warrington Borough Council,2548.0,,"Land at the junction of Stocks Lane and Warrington Road, Penketh, WA5 2RT",Polygon viewable on interactive map (see Legend on map). Search address to find,OSGB36,355965.36,387583.02,0.07,Penketh & Cuerdley,Not owned by a Public Authority,Yes,Pending decision,Full Planning,2017/31724,6,See most recent planning history at warrington.gov.uk,2018-12-01,,,2018-12-01
http://opendatacommunities.org/doc/geography/administration/ua/E06000007,Warrington Borough Council,2581.0,,Former Willowpool Nurseries site,Polygon viewable on interactive map (see Legend on map). Search address to find,OSGB36,370331.24,386250.63,2.01,Lymm South,Not owned by a Public Authority,Yes,Permissioned,Full Planning,2015/26642,14,See most recent planning history at warrington.gov.uk,2018-12-01,,,2018-12-01
http://opendatacommunities.org/doc/geography/administration/ua/E06000007,Warrington Borough Council,2633.0,,"Former Orford Farm, School Road, Orford, WA2 9BW",Polygon viewable on interactive map (see Legend on map). Search address to find,OSGB36,361510.8,390440.85,0.53,Orford,Not owned by a Public Authority,Yes,Permissioned,Expired,2014/24291,33,See most recent planning history at warrington.gov.uk,2017-06-01,,,2017-06-01
http://opendatacommunities.org/doc/geography/administration/ua/E06000007,Warrington Borough Council,2658.0,,"Hawthorne Business Park, Hawthorne Street, Warrington, WA5 0BT",Polygon viewable on interactive map (see Legend on map). Search address to find,OSGB36,360077.27,389573.53,1.19,Bewsey & Whitecross,Not owned by a Public Authority,Yes,Permissioned,Full Planning,2016/29157,46,See most recent planning history at warrington.gov.uk,2017-06-01,,,2017-06-01
http://opendatacommunities.org/doc/geography/administration/ua/E06000007,Warrington Borough Council,2672.0,,"Land south of Wilson Patten Street (inc former Mr Smiths), Warrington, WA1 1HN",Polygon viewable on interactive map (see Legend on map). Search address to find,OSGB36,360506.29,387800.96,3.4,Bewsey & Whitecross,Not owned by a Public Authority,No,Not Permissioned,,,300,Not applicable,2017-06-01,,,2017-06-01
http://opendatacommunities.org/doc/geography/administration/ua/E06000007,Warrington Borough Council,2673.0,,"New Town House, Buttermarket Street, Warrington, WA1 2NH",Polygon viewable on interactive map (see Legend on map). Search address to find,OSGB36,360806.56,388301.97,0.82,Bewsey & Whitecross,Owned by a Public Authority,No,Not Permissioned,,,203,Not applicable,2017-06-01,,,2017-06-01
http://opendatacommunities.org/doc/geography/administration/ua/E06000007,Warrington Borough Council,2678.0,,"20 Dallam Lane, Warrington, WA2 7NG",Polygon viewable on interactive map (see Legend on map). Search address to find,OSGB36,360475.72,388569.97,0.27,Bewsey & Whitecross,Not owned by a Public Authority,No,Not Permissioned,,,9,Not applicable,2017-06-01,,,2017-06-01
http://opendatacommunities.org/doc/geography/administration/ua/E06000007,Warrington Borough Council,2679.0,,"25-29 Winwick Street, Warrington, WA2 7TT",Polygon viewable on interactive map (see Legend on map). Search address to find,OSGB36,360655.7,388575.9,0.08,Bewsey & Whitecross,Not owned by a Public Authority,No,Not Permissioned,,,9,Not applicable,2017-06-01,,,2017-06-01
http://opendatacommunities.org/doc/geography/administration/ua/E06000007,Warrington Borough Council,2680.0,,"37-41 Winwick Street, Warrington, WA2 7TT",Polygon viewable on interactive map (see Legend on map). Search address to find,OSGB36,360650.83,388607.25,0.07,Bewsey & Whitecross,Not owned by a Public Authority,No,Not Permissioned,,,7,Not applicable,2017-06-01,,,2017-06-01
http://opendatacommunities.org/doc/geography/administration/ua/E06000007,Warrington Borough Council,2681.0,,"Land bounded by Haydock Street, Ashton Street and John Street, Warrington, WA2 7UW",Polygon viewable on interactive map (see Legend on map). Search address to find,OSGB36,360695.68,388695.76,0.38,Bewsey & Whitecross,Not owned by a Public Authority,No,Not Permissioned,,,38,Not applicable,2017-06-01,,,2017-06-01
http://opendatacommunities.org/doc/geography/administration/ua/E06000007,Warrington Borough Council,2682.0,,"Land bounded by Winwick Road, Orford Lane and Bluecoat Street, Warrington, WA2 7AZ",Polygon viewable on interactive map (see Legend on map). Search address to find,OSGB36,360692.47,388963.1,1.61,Orford,Not owned by a Public Authority,No,Not Permissioned,,,80,Not applicable,2017-06-01,,,2017-06-01
http://opendatacommunities.org/doc/geography/administration/ua/E06000007,Warrington Borough Council,2684.0,,"The Harrison Centre, Boulting Avenue, Dallam, WA5 0HG",Polygon viewable on interactive map (see Legend on map). Search address to find,OSGB36,359665.0,390552.36,1.14,Bewsey & Whitecross,Owned by a Public Authority,Yes,Permissioned,Full Planning,2016/28746,21,See most recent planning history at warrington.gov.uk,2017-06-01,,,2017-06-01
http://opendatacommunities.org/doc/geography/administration/ua/E06000007,Warrington Borough Council,2691.0,,"Holcroft Grange, Jackson Avenue, Culcheth, WA3 4DZ",Polygon viewable on interactive map (see Legend on map). Search address to find,OSGB36,365375.18,395138.95,0.47,"Culcheth, Glazebury & Croft",Owned by a Public Authority,No,Not Permissioned,,,15,Not applicable,2017-06-01,,,2017-06-01
http://opendatacommunities.org/doc/geography/administration/ua/E06000007,Warrington Borough Council,2692.0,,"Former Fox Wood School, Chatfield Drive, Birchwood, WA3 6QW",Polygon viewable on interactive map (see Legend on map). Search address to find,OSGB36,365135.1,391398.8,1.32,Birchwood,Owned by a Public Authority,Yes,Not Permissioned,,,23,Not applicable,2017-06-01,,,2017-06-01
http://opendatacommunities.org/doc/geography/administration/ua/E06000007,Warrington Borough Council,2697.0,,"Land adjacent St Heath Fire Station, Ackers Road, Stockton Heath, WA4 2 JB",Polygon viewable on interactive map (see Legend on map). Search address to find,OSGB36,362484.56,386672.11,0.18,Grappenhall,Owned by a Public Authority,No,Not Permissioned,,,5,Not applicable,2017-06-01,,,2017-06-01
http://opendatacommunities.org/doc/geography/administration/ua/E06000007,Warrington Borough Council,2700.0,,"Former Elm Tree Inn and Bridge Inn, Phipps Lane, Burtonwood, WA5 4HX",Polygon viewable on interactive map (see Legend on map). Search address to find,OSGB36,356395.66,392933.47,0.4,Burtonwood & Winwick,Not owned by a Public Authority,Yes,Permissioned,Outline Planning,2015/27007,18,See most recent planning history at warrington.gov.uk,2018-12-01,,,2018-12-01
http://opendatacommunities.org/doc/geography/administration/ua/E06000007,Warrington Borough Council,2704.0,,"Land at Boarded Barn Farm, Birchbrook Road, Lymm, WA13 9RZ",Polygon viewable on interactive map (see Legend on map). Search address to find,OSGB36,369945.42,388460.92,1.02,Lymm North & Thelwall,Not owned by a Public Authority,No,Not Permissioned,,,6,Not applicable,2017-06-01,2017-06-02,2017-06-03,2017-06-01
http://opendatacommunities.org/doc/geography/administration/ua/E06000007,Warrington Borough Council,2711.0,,"Land North of Farmers Arms, Rushgreen Road, Lymm, WA13 9RD",Polygon viewable on interactive map (see Legend on map). Search address to find,OSGB36,369751.67,388101.07,0.31,Lymm North & Thelwall,Not owned by a Public Authority,Yes,Permissioned,Full Planning,2015/26780,10,See most recent planning history at warrington.gov.uk,2017-06-01,,,2017-06-01
http://opendatacommunities.org/doc/geography/administration/ua/E06000007,Warrington Borough Council,2712.0,,"93 Wellington Street, Warrington, WA1 2DA",Polygon viewable on interactive map (see Legend on map). Search address to find,OSGB36,361283.6,388078.24,0.09,Fairfield & Howley,Not owned by a Public Authority,Yes,Permissioned,Outline Planning,2017/30059,10,See most recent planning history at warrington.gov.uk,2017-06-01,,,2017-06-01
http://opendatacommunities.org/doc/geography/administration/ua/E06000007,Warrington Borough Council,2719.0,,"The Royal British Legion, 99 Greystone Road, Penketh, Warrington, WA5 2ER",Polygon viewable on interactive map (see Legend on map). Search address to find,OSGB36,356589.21,387998.9,0.34,Penketh & Cuerdley,Owned by a Public Authority,No,Not Permissioned,,,26,Not applicable,2017-06-01,,,2017-06-01
http://opendatacommunities.org/doc/geography/administration/ua/E06000007,Warrington Borough Council,2720.0,,"Radley Cottage, Radley Lane, Houghton Green, Warrington, WA2 0SZ",Polygon viewable on interactive map (see Legend on map). Search address to find,OSGB36,361873.04,391458.7,0.83,Poplars & Hulme,Not owned by a Public Authority,No,Not Permissioned,,2016/28830,42,Not applicable,2017-06-01,,,2017-06-01
http://opendatacommunities.org/doc/geography/administration/ua/E06000007,Warrington Borough Council,2822.0,,"Top Farm, Higher Lane, Lymm, Warrington, WA13 0RW",Polygon viewable on interactive map (see Legend on map). Search address to find,OSGB36,370435.62,385938.3,0.17,Lymm South,Not owned by a Public Authority,Yes,Permissioned,Full Planning,2015/25207,2,See most recent planning history at warrington.gov.uk,2017-06-01,,,2017-06-01
http://opendatacommunities.org/doc/geography/administration/ua/E06000007,Warrington Borough Council,2859.0,,"Cop Holt Farm, Newton Road, Winwick, Warrington, WA2 8SH",Polygon viewable on interactive map (see Legend on map). Search address to find,OSGB36,359575.0,393687.71,0.31,Burtonwood & Winwick,Not owned by a Public Authority,Yes,Permissioned,Full Planning,2015/26713,0,See most recent planning history at warrington.gov.uk,2018-12-01,,,2018-12-01
http://opendatacommunities.org/doc/geography/administration/ua/E06000007,Warrington Borough Council,2879.0,,"Units 1 & 2, Barsbank Lane, Lymm, Warrington, WA13 0ER",Polygon viewable on interactive map (see Legend on map). Search address to find,OSGB36,367293.9,387229.92,0.3,Lymm South,Not owned by a Public Authority,Yes,Permissioned,Outline Planning,2015/26712,7,See most recent planning history at warrington.gov.uk,2017-06-01,,,2017-06-01
http://opendatacommunities.org/doc/geography/administration/ua/E06000007,Warrington Borough Council,2905.0,,"20 Beatrice Street, Beatrice Street, WA4 1DR",Polygon viewable on interactive map (see Legend on map). Search address to find,OSGB36,361755.57,387443.92,0.42,Latchford West,Not owned by a Public Authority,Yes,Permissioned,Outline Planning,2016/27350,18,See most recent planning history at warrington.gov.uk,2017-06-01,,,2017-06-01
http://opendatacommunities.org/doc/geography/administration/ua/E06000007,Warrington Borough Council,2906.0,,"Warrington Baptist Church, 107 Sankey Street, WA1 1NN",Polygon viewable on interactive map (see Legend on map). Search address to find,OSGB36,360133.41,388115.77,0.12,Bewsey & Whitecross,Not owned by a Public Authority,Yes,Permissioned,Full Planning,2018/32301,18,See most recent planning history at warrington.gov.uk,2017-06-01,,,2018-12-01
http://opendatacommunities.org/doc/geography/administration/ua/E06000007,Warrington Borough Council,2907.0,,"Former station goods yard, Off Green Lane, Padgate, WA1 4HU",Polygon viewable on interactive map (see Legend on map). Search address to find,OSGB36,363153.84,389998.54,0.82,Poulton North,Not owned by a Public Authority,Yes,Permissioned,Full Planning,2016/29398,31,See most recent planning history at warrington.gov.uk,2017-06-01,,,2018-12-01
http://opendatacommunities.org/doc/geography/administration/ua/E06000007,Warrington Borough Council,2908.0,,"Former Bayleaf PH, Harpers Road, Fearnhead, WA2 0PB",Polygon viewable on interactive map (see Legend on map). Search address to find,OSGB36,363373.7,390327.42,1.01,Poulton North,Not owned by a Public Authority,Yes,Permissioned,Full Planning,"2016/27896
2017/31033",93,See most recent planning history at warrington.gov.uk,2017-06-01,,,2017-06-01
http://opendatacommunities.org/doc/geography/administration/ua/E06000007,Warrington Borough Council,3006.0,,"The Old Stables, Marsh Lane, Cuerdley, WA5 2UN",Polygon viewable on interactive map (see Legend on map). Search address to find,OSGB36,355319.49,386590.92,0.3,Penketh & Cuerdley,Not owned by a Public Authority,Yes,Permissioned,Full Planning,2016/27379,2,See most recent planning history at warrington.gov.uk,2017-06-01,,,2017-06-01
http://opendatacommunities.org/doc/geography/administration/ua/E06000007,Warrington Borough Council,3013.0,,"Thelwall Heyes, Cliff Lane, Grappenhall, Warrington, WA4 2TS",Polygon viewable on interactive map (see Legend on map). Search address to find,OSGB36,364659.83,386683.11,0.3,Lymm North & Thelwall,Not owned by a Public Authority,Yes,Permissioned,Full Planning,2016/28135,1,See most recent planning history at warrington.gov.uk,2018-12-01,,,2018-12-01
http://opendatacommunities.org/doc/geography/administration/ua/E06000007,Warrington Borough Council,3023.0,,"63 Mersey Street, Warrington, WA1 2BG",Polygon viewable on interactive map (see Legend on map). Search address to find,OSGB36,360937.91,388012.49,0.15,Fairfield & Howley,Not owned by a Public Authority,Yes,Permissioned,Prior Approval,2018/32177,17,See most recent planning history at warrington.gov.uk,2018-12-01,,,2018-12-01
http://opendatacommunities.org/doc/geography/administration/ua/E06000007,Warrington Borough Council,3034.0,,"Old Barn, Agden Lane Farm, Agden Lane, Lymm, Warrington, WA13 0UQ",Polygon viewable on interactive map (see Legend on map). Search address to find,OSGB36,371384.15,386458.66,0.06,Lymm South,Not owned by a Public Authority,Yes,Permissioned,Full Planning,2016/28830,2,See most recent planning history at warrington.gov.uk,2017-06-01,,,2017-06-01
http://opendatacommunities.org/doc/geography/administration/ua/E06000007,Warrington Borough Council,3037.0,,"271 Thelwall Lane, Latchford, WA4 1NF",Polygon viewable on interactive map (see Legend on map). Search address to find,OSGB36,363219.03,387295.83,0.09,Latchford East,Not owned by a Public Authority,Yes,Permissioned,Full Planning,2016/28031,5,See most recent planning history at warrington.gov.uk,2018-12-01,,,2018-12-01
http://opendatacommunities.org/doc/geography/administration/ua/E06000007,Warrington Borough Council,3043.0,,"12 Dam Lane, Croft, WA3 7HF",Polygon viewable on interactive map (see Legend on map). Search address to find,OSGB36,362955.76,393091.71,0.26,"Culcheth, Glazebury & Croft",Not owned by a Public Authority,Yes,Permissioned,Full Planning,2016/29150,0,See most recent planning history at warrington.gov.uk,2018-12-01,,,2018-12-01
http://opendatacommunities.org/doc/geography/administration/ua/E06000007,Warrington Borough Council,3049.0,,"Raddon Court, Lower Wash Lane, Manor Industrial Estate, Cheshire, Warrington, WA4 1PL",Polygon viewable on interactive map (see Legend on map). Search address to find,OSGB36,362356.23,387461.8,0.18,Latchford East,Not owned by a Public Authority,Yes,Permissioned,Full Planning,2016/27881,24,See most recent planning history at warrington.gov.uk,2018-12-01,,,2018-12-01
http://opendatacommunities.org/doc/geography/administration/ua/E06000007,Warrington Borough Council,3150.0,,"Land at Stanley Street, Stanley Street, Warrington, WA1 1EZ",Polygon viewable on interactive map (see Legend on map). Search address to find,OSGB36,360548.71,387887.1,0.06,Bewsey & Whitecross,Not owned by a Public Authority,No,Not Permissioned,,,8,Not applicable,2017-06-01,,,2018-12-01
http://opendatacommunities.org/doc/geography/administration/ua/E06000007,Warrington Borough Council,3153.0,,"The Tannery, Cherry Lane, Lymm, WA13 0ST",Polygon viewable on interactive map (see Legend on map). Search address to find,OSGB36,367311.0,386223.84,0.59,Lymm South,Not owned by a Public Authority,Yes,Permissioned,Full Planning,2014/24977,1,See most recent planning history at warrington.gov.uk,2018-12-01,,,2018-12-01
http://opendatacommunities.org/doc/geography/administration/ua/E06000007,Warrington Borough Council,3171.0,,"Cotebrook Nursing Home, Oughtrington Lane, Lymm, Warrington, WA13 0QY",Polygon viewable on interactive map (see Legend on map). Search address to find,OSGB36,369377.25,386981.05,1.47,Lymm South,Not owned by a Public Authority,Yes,Permissioned,Full Planning,2017/30375,6,See most recent planning history at warrington.gov.uk,2018-12-01,,,2018-12-01
http://opendatacommunities.org/doc/geography/administration/ua/E06000007,Warrington Borough Council,3177.0,,"57 Camsley Lane, Lymm, WA13 9BY",Polygon viewable on interactive map (see Legend on map). Search address to find,OSGB36,366233.82,387261.37,1.5,Lymm North & Thelwall,Not owned by a Public Authority,No,Not Permissioned,,,11,Not applicable,2018-12-01,,,2018-12-01
http://opendatacommunities.org/doc/geography/administration/ua/E06000007,Warrington Borough Council,3200.0,,"Club Wired, Mersey Street, Warrington, WA1 2BP",Polygon viewable on interactive map (see Legend on map). Search address to find,OSGB36,361013.44,388212.86,0.03,Bewsey & Whitecross,Not owned by a Public Authority,Yes,Permissioned,Full Planning,2016/27808,10,See most recent planning history at warrington.gov.uk,2018-12-01,,,2018-12-01
http://opendatacommunities.org/doc/geography/administration/ua/E06000007,Warrington Borough Council,3201.0,,"53 Hob Hey Lane, Culcheth, Warrington, WA3 4NP",Polygon viewable on interactive map (see Legend on map). Search address to find,OSGB36,364880.9,395425.46,0.33,"Culcheth, Glazebury & Croft",Not owned by a Public Authority,Yes,Permissioned,Full Planning,2016/28056,2,See most recent planning history at warrington.gov.uk,2018-12-01,,,2018-12-01
http://opendatacommunities.org/doc/geography/administration/ua/E06000007,Warrington Borough Council,3207.0,,"Former Public Convenience, Bluecoat Street/Winwick Road, Warrington, WA2 7PF",Polygon viewable on interactive map (see Legend on map). Search address to find,OSGB36,360617.52,389049.67,0.05,Orford,Not owned by a Public Authority,Yes,Permissioned,Full Planning,2016/29495,7,See most recent planning history at warrington.gov.uk,2018-12-01,,,2018-12-01
http://opendatacommunities.org/doc/geography/administration/ua/E06000007,Warrington Borough Council,3210.0,,"Cherry Nurseries, Kay Lane, Lymm, Warrington, WA13 0TN",Polygon viewable on interactive map (see Legend on map). Search address to find,OSGB36,369862.77,385759.14,0.23,Lymm South,Not owned by a Public Authority,Yes,Permissioned,Full Planning,2017/29996,0,See most recent planning history at warrington.gov.uk,2018-12-01,,,2018-12-01
http://opendatacommunities.org/doc/geography/administration/ua/E06000007,Warrington Borough Council,3220.0,,"20 Winmarleigh Street, Warrington",Polygon viewable on interactive map (see Legend on map). Search address to find,OSGB36,360269.67,387866.07,0.03,Bewsey & Whitecross,Not owned by a Public Authority,Yes,Permissioned,Full Planning,2017/30719,8,See most recent planning history at warrington.gov.uk,2018-12-01,,,2018-12-01
http://opendatacommunities.org/doc/geography/administration/ua/E06000007,Warrington Borough Council,3229.0,,"365 Warrington Road, Culcheth, Warrington, WA3 5JQ",Polygon viewable on interactive map (see Legend on map). Search address to find,OSGB36,367178.49,395839.18,1.09,"Culcheth, Glazebury & Croft",Not owned by a Public Authority,Yes,Permissioned,Full Planning,2017/31426,15,See most recent planning history at warrington.gov.uk,2018-12-01,,,2018-12-01
http://opendatacommunities.org/doc/geography/administration/ua/E06000007,Warrington Borough Council,3234.0,,"24 Burtonwood Road, Warrington, WA5 3AJ",Polygon viewable on interactive map (see Legend on map). Search address to find,OSGB36,358011.09,388944.57,0.22,Chapelford & Old Hall,Not owned by a Public Authority,Yes,Permissioned,Full Planning,2017/31675,7,See most recent planning history at warrington.gov.uk,2018-12-01,,,2018-12-01
http://opendatacommunities.org/doc/geography/administration/ua/E06000007,Warrington Borough Council,3249.0,,"Lymm Hall, Rectory Lane, Lymm, Warrington",Polygon viewable on interactive map (see Legend on map). Search address to find,OSGB36,368383.55,386952.05,0.65,Lymm South,Not owned by a Public Authority,Yes,Permissioned,Full Planning,2017/30306,5,See most recent planning history at warrington.gov.uk,2018-12-01,,,2018-12-01
http://opendatacommunities.org/doc/geography/administration/ua/E06000007,Warrington Borough Council,3259.0,,"Units 2, 3a & 4a-d, Riverside Industrial Estate, Station Road, Penketh, Warrington, WA5 2UL",Polygon viewable on interactive map (see Legend on map). Search address to find,OSGB36,356005.1,386450.9,0.21,Penketh & Cuerdley,Not owned by a Public Authority,Yes,Permissioned,Full Planning,2018/31927,6,See most recent planning history at warrington.gov.uk,2018-12-01,2018-12-02,2018-12-03,2018-12-01
