ORGANISATIONURI,ORGANISATIONLABEL,SITEREFERENCE,PREVIOUSLYPARTOF,SITENAMEADDRESS,SITEPLANURL,COORDINATEREFERENCESYSTEM,GEOX,GEOY,HECTARES,OWNERSHIPSTATUS,DELIVERABLE,PLANNINGSTATUS,PERMISSIONTYPE,PERMISSIONDATE,PLANNINGHISTORY,PROPOSEDFORPIP,MINNETDWELLINGS,DEVELOPMENTDESCRIPTION,NONHOUSINGDEVELOPMENT,PART2,NETDWELLINGSRANGEFROM,NETDWELLINGSRANGETO,HAZARDOUSSUBSTANCES,SITEINFORMATION,NOTES,FIRSTADDEDDATE,LASTUPDATEDDATE,MORE_INFORMATION
http://opendatacommunities.org/id/metropolitan-district-council/calderdale,Calderdale Metropolitan District Council,BLR060,,"""Park United Reformed Church, Francis Street, Halifax""",https://maps.calderdale.gov.uk/map/Aurora.svc/run?script=%5CAurora%5CScripts%5CBrownfield%20Land%20Register%202018.AuroraScript%24&nocache=b3a8172e-c974-a20b-e60c-877a0098b807&resize=always&inspect_query=BLR2017&inspect_value=BLR060,ETRS89,-1.874627268,53.72195511,0.02,not owned by a public authority,yes,permissioned,full planning permission,2017-04-13,,,5,Conversion of parts of former Sunday School to provide five apartments and retention of existing training facility (part retrospective),"Provision of residential but also retention of training facility. 5 residential units, and 600sqm D1 use.",,,,,,,2018-12-31,2018-12-31,https://www.calderdale.gov.uk/v2/residents/environment-planning-and-building/planning/planning-policy/evidence-base/homes#Brownfield
http://opendatacommunities.org/id/metropolitan-district-council/calderdale,Calderdale Metropolitan District Council,BLR061,,"""Car Park, James Street, Elland""",https://maps.calderdale.gov.uk/map/Aurora.svc/run?script=%5CAurora%5CScripts%5CBrownfield%20Land%20Register%202018.AuroraScript%24&nocache=b3a8172e-c974-a20b-e60c-877a0098b807&resize=always&inspect_query=BLR2017&inspect_value=BLR061,ETRS89,-1.835026634,53.68266643,0.08,not owned by a public authority,yes,permissioned,full planning permission,2016-12-22,,,5,Proposed development of five town houses,,,,,,,,2018-12-31,2018-12-31,https://www.calderdale.gov.uk/v2/residents/environment-planning-and-building/planning/planning-policy/evidence-base/homes#Brownfield
http://opendatacommunities.org/id/metropolitan-district-council/calderdale,Calderdale Metropolitan District Council,BLR062,,"""Riverside, Harley House, Mill Fold Way, Ripponden, Sowerby Bridge""",https://maps.calderdale.gov.uk/map/Aurora.svc/run?script=%5CAurora%5CScripts%5CBrownfield%20Land%20Register%202018.AuroraScript%24&nocache=b3a8172e-c974-a20b-e60c-877a0098b807&resize=always&inspect_query=BLR2017&inspect_value=BLR062,ETRS89,-1.942202014,53.67222496,0.21,not owned by a public authority,yes,permissioned,full planning permission,2017-11-27,,,10,"Demolition of building to facilitate construction of seven houses and a ""Studio"" office building",,,,,,,Revised application 17/01161/FUL. Revised application 17/00531/FUL to replace office studio with 3 dwellings. Site capacity 10 units.,2018-12-31,2018-12-31,https://www.calderdale.gov.uk/v2/residents/environment-planning-and-building/planning/planning-policy/evidence-base/homes#Brownfield
http://opendatacommunities.org/id/metropolitan-district-council/calderdale,Calderdale Metropolitan District Council,BLR063,,"""Units 1 To 4 Gauxholme Industrial Estate, Bacup Road, Todmorden""",https://maps.calderdale.gov.uk/map/Aurora.svc/run?script=%5CAurora%5CScripts%5CBrownfield%20Land%20Register%202018.AuroraScript%24&nocache=b3a8172e-c974-a20b-e60c-877a0098b807&resize=always&inspect_query=BLR2017&inspect_value=BLR063,ETRS89,-2.107257861,53.70575762,0.12,unknown ownership,yes,permissioned,full planning permission,2016-04-20,,,5,5 No dwellings,,,,,,,Amendment to 15/01079/FUL,2018-12-31,2018-12-31,https://www.calderdale.gov.uk/v2/residents/environment-planning-and-building/planning/planning-policy/evidence-base/homes#Brownfield
http://opendatacommunities.org/id/metropolitan-district-council/calderdale,Calderdale Metropolitan District Council,BLR064,,"""Coley Nurseries, Denholme Gate Road, Hipperholme, Halifax""",https://maps.calderdale.gov.uk/map/Aurora.svc/run?script=%5CAurora%5CScripts%5CBrownfield%20Land%20Register%202018.AuroraScript%24&nocache=b3a8172e-c974-a20b-e60c-877a0098b807&resize=always&inspect_query=BLR2017&inspect_value=BLR064,ETRS89,-1.815226786,53.73794588,2.23,not owned by a public authority,yes,permissioned,full planning permission,2016-10-28,,,12,"Demolition of existing buildings and construction of 12 dwellings, means of access, laying out of open space, surface water attenuation and other associated works.",,,,,,,,2018-12-31,2018-12-31,https://www.calderdale.gov.uk/v2/residents/environment-planning-and-building/planning/planning-policy/evidence-base/homes#Brownfield
http://opendatacommunities.org/id/metropolitan-district-council/calderdale,Calderdale Metropolitan District Council,BLR066,,"""Site of Adamroyd Mill, Victoria Road, Todmorden""",https://maps.calderdale.gov.uk/map/Aurora.svc/run?script=%5CAurora%5CScripts%5CBrownfield%20Land%20Register%202018.AuroraScript%24&nocache=b3a8172e-c974-a20b-e60c-877a0098b807&resize=always&inspect_query=BLR2017&inspect_value=BLR066,ETRS89,-2.100249219,53.71830579,0.57,unknown ownership,yes,permissioned,full planning permission,2014-02-11,,,45,Demolition of redundant mill & replacement with forty five dwellings,,,,,,,,2018-12-31,2018-12-31,https://www.calderdale.gov.uk/v2/residents/environment-planning-and-building/planning/planning-policy/evidence-base/homes#Brownfield
http://opendatacommunities.org/id/metropolitan-district-council/calderdale,Calderdale Metropolitan District Council,BLR067,,"""The Bramble Inn, Field Lane, Rastrick, Brighouse""",https://maps.calderdale.gov.uk/map/Aurora.svc/run?script=%5CAurora%5CScripts%5CBrownfield%20Land%20Register%202018.AuroraScript%24&nocache=b3a8172e-c974-a20b-e60c-877a0098b807&resize=always&inspect_query=BLR2017&inspect_value=BLR067,ETRS89,-1.794803418,53.69194182,0.3,not owned by a public authority,yes,,,,,,12,,,,,,,,Site proposed as a New Housing Site in the 2018 Local Plan Publication Draft. Site ref: LP0846.,2018-12-31,2018-12-31,https://www.calderdale.gov.uk/v2/residents/environment-planning-and-building/planning/planning-policy/evidence-base/homes#Brownfield
http://opendatacommunities.org/id/metropolitan-district-council/calderdale,Calderdale Metropolitan District Council,BLR068,,"""Adjacent White Windows Rest Home, Fore Lane, Sowerby Bridge""",https://maps.calderdale.gov.uk/map/Aurora.svc/run?script=%5CAurora%5CScripts%5CBrownfield%20Land%20Register%202018.AuroraScript%24&nocache=b3a8172e-c974-a20b-e60c-877a0098b807&resize=always&inspect_query=BLR2017&inspect_value=BLR068,ETRS89,-1.920954913,53.70628549,0.43,not owned by a public authority,yes,permissioned,full planning permission,2014-07-04,,,11,Residential development of eleven dwellings with new road access including forming opening in wall,,,,,,,,2018-12-31,2018-12-31,https://www.calderdale.gov.uk/v2/residents/environment-planning-and-building/planning/planning-policy/evidence-base/homes#Brownfield
http://opendatacommunities.org/id/metropolitan-district-council/calderdale,Calderdale Metropolitan District Council,BLR069,,"""Alma Mill, Alma Street, Walsden, Todmorden""",https://maps.calderdale.gov.uk/map/Aurora.svc/run?script=%5CAurora%5CScripts%5CBrownfield%20Land%20Register%202018.AuroraScript%24&nocache=b3a8172e-c974-a20b-e60c-877a0098b807&resize=always&inspect_query=BLR2017&inspect_value=BLR069,ETRS89,-2.10321763,53.69657551,0.33,unknown ownership,yes,permissioned,full planning permission,2016-04-29,,,14,Residential development of 14 dwellings,,,,,,,,2018-12-31,2018-12-31,https://www.calderdale.gov.uk/v2/residents/environment-planning-and-building/planning/planning-policy/evidence-base/homes#Brownfield
http://opendatacommunities.org/id/metropolitan-district-council/calderdale,Calderdale Metropolitan District Council,BLR070,,"""Site of, 74 Heathy Lane, Holmfield, Halifax""",https://maps.calderdale.gov.uk/map/Aurora.svc/run?script=%5CAurora%5CScripts%5CBrownfield%20Land%20Register%202018.AuroraScript%24&nocache=b3a8172e-c974-a20b-e60c-877a0098b807&resize=always&inspect_query=BLR2017&inspect_value=BLR070,ETRS89,-1.880726184,53.75342253,0.35,unknown ownership,,permissioned,full planning permission,2012-04-19,,,12,Construction of twelve new dwellings,,,,,,,,2018-12-31,2018-12-31,https://www.calderdale.gov.uk/v2/residents/environment-planning-and-building/planning/planning-policy/evidence-base/homes#Brownfield
http://opendatacommunities.org/id/metropolitan-district-council/calderdale,Calderdale Metropolitan District Council,BLR071,,"""Former Canal Mills Site, Wakefield Road, Sowerby Bridge""",https://maps.calderdale.gov.uk/map/Aurora.svc/run?script=%5CAurora%5CScripts%5CBrownfield%20Land%20Register%202018.AuroraScript%24&nocache=b3a8172e-c974-a20b-e60c-877a0098b807&resize=always&inspect_query=BLR2017&inspect_value=BLR071,ETRS89,-1.891374607,53.70982602,0.2,unknown ownership,yes,permissioned,full planning permission,2018-04-18,,,12,Proposed development of 12 dwellings,,,,,,,,2018-12-31,2018-12-31,https://www.calderdale.gov.uk/v2/residents/environment-planning-and-building/planning/planning-policy/evidence-base/homes#Brownfield
http://opendatacommunities.org/id/metropolitan-district-council/calderdale,Calderdale Metropolitan District Council,BLR072,,"""Borough Band Club, Wharf Street, Brighouse""",https://maps.calderdale.gov.uk/map/Aurora.svc/run?script=%5CAurora%5CScripts%5CBrownfield%20Land%20Register%202018.AuroraScript%24&nocache=b3a8172e-c974-a20b-e60c-877a0098b807&resize=always&inspect_query=BLR2017&inspect_value=BLR072,ETRS89,-1.777421776,53.69999937,0.23,unknown ownership,,permissioned,full planning permission,2007-07-30,,,60,Sixty flats,,,,,,,,2018-12-31,2018-12-31,https://www.calderdale.gov.uk/v2/residents/environment-planning-and-building/planning/planning-policy/evidence-base/homes#Brownfield
http://opendatacommunities.org/id/metropolitan-district-council/calderdale,Calderdale Metropolitan District Council,BLR073,,"""Clough Mills, Halifax Road, Shelf, Halifax""",https://maps.calderdale.gov.uk/map/Aurora.svc/run?script=%5CAurora%5CScripts%5CBrownfield%20Land%20Register%202018.AuroraScript%24&nocache=b3a8172e-c974-a20b-e60c-877a0098b807&resize=always&inspect_query=BLR2017&inspect_value=BLR073,ETRS89,-1.822500112,53.74824789,0.33,unknown ownership,,permissioned,outline planning permission,2006-12-05,,,20,Mixed use development including residential,"Mixed use development comprising 1850sqm warehousing, 3740sqm offices, 1073sqm residential uses. Planning application extant as warehousing element has been implemented.",,,,,,,2018-12-31,2018-12-31,https://www.calderdale.gov.uk/v2/residents/environment-planning-and-building/planning/planning-policy/evidence-base/homes#Brownfield
http://opendatacommunities.org/id/metropolitan-district-council/calderdale,Calderdale Metropolitan District Council,BLR074,,"""Derdale Mill, Derdale Street, Todmorden""",https://maps.calderdale.gov.uk/map/Aurora.svc/run?script=%5CAurora%5CScripts%5CBrownfield%20Land%20Register%202018.AuroraScript%24&nocache=b3a8172e-c974-a20b-e60c-877a0098b807&resize=always&inspect_query=BLR2017&inspect_value=BLR074,ETRS89,-2.087289844,53.71412871,0.84,unknown ownership,yes,permissioned,full planning permission,2006-01-06,,,34,"Mixed development of nine industrial units, twenty two town houses and twelve apartments including demolition of existing building",Mixed development comprising 9 industiral units and 34 residential units.,,,,,,,2018-12-31,2018-12-31,https://www.calderdale.gov.uk/v2/residents/environment-planning-and-building/planning/planning-policy/evidence-base/homes#Brownfield
http://opendatacommunities.org/id/metropolitan-district-council/calderdale,Calderdale Metropolitan District Council,BLR075,,"""Land rear of Clifton Mills, Bradford Road, Baliff Bridge, Brighouse""",https://maps.calderdale.gov.uk/map/Aurora.svc/run?script=%5CAurora%5CScripts%5CBrownfield%20Land%20Register%202018.AuroraScript%24&nocache=b3a8172e-c974-a20b-e60c-877a0098b807&resize=always&inspect_query=BLR2017&inspect_value=BLR075,ETRS89,-1.777496633,53.71996116,0.25,owned by a public authority,yes,permissioned,full planning permission,2018-02-23,,,10,Ten affordable houses with associated parking and landscaping,,,,,,,,2018-12-31,2018-12-31,https://www.calderdale.gov.uk/v2/residents/environment-planning-and-building/planning/planning-policy/evidence-base/homes#Brownfield
http://opendatacommunities.org/id/metropolitan-district-council/calderdale,Calderdale Metropolitan District Council,BLR076,,"""Hartwell Ford Garage, Skircoat Road, Halifax""",https://maps.calderdale.gov.uk/map/Aurora.svc/run?script=%5CAurora%5CScripts%5CBrownfield%20Land%20Register%202018.AuroraScript%24&nocache=b3a8172e-c974-a20b-e60c-877a0098b807&resize=always&inspect_query=BLR2017&inspect_value=BLR076,ETRS89,-1.861639466,53.7167669,0.28,not owned by a public authority,yes,,,,,,11,,,,,,,,Site proposed as a New Housing Site in the 2018 Local Plan Publication Draft. Site ref: LP0478.,2018-12-31,2018-12-31,https://www.calderdale.gov.uk/v2/residents/environment-planning-and-building/planning/planning-policy/evidence-base/homes#Brownfield
http://opendatacommunities.org/id/metropolitan-district-council/calderdale,Calderdale Metropolitan District Council,BLR077,,"""Former Salford Works, Bramston Street, Rastrick, Brighouse""",https://maps.calderdale.gov.uk/map/Aurora.svc/run?script=%5CAurora%5CScripts%5CBrownfield%20Land%20Register%202018.AuroraScript%24&nocache=b3a8172e-c974-a20b-e60c-877a0098b807&resize=always&inspect_query=BLR2017&inspect_value=BLR077,ETRS89,-1.78391208,53.6984815,0.48,mixed ownership,yes,permissioned,full planning permission,2018-02-02,,,65,Purpose built extra care facility of 65 apartments with associated communal spaces and car parking,,,,,,,,2018-12-31,2018-12-31,https://www.calderdale.gov.uk/v2/residents/environment-planning-and-building/planning/planning-policy/evidence-base/homes#Brownfield
http://opendatacommunities.org/id/metropolitan-district-council/calderdale,Calderdale Metropolitan District Council,BLR078,,"""Land adjacent Methodist Church, Chapel Lane, Sowerby Bridge""",https://maps.calderdale.gov.uk/map/Aurora.svc/run?script=%5CAurora%5CScripts%5CBrownfield%20Land%20Register%202018.AuroraScript%24&nocache=b3a8172e-c974-a20b-e60c-877a0098b807&resize=always&inspect_query=BLR2017&inspect_value=BLR078,ETRS89,-1.901640404,53.71024766,0.16,unknown ownership,,permissioned,full planning permission,2007-02-02,,,15,15 apartments,,,,,,,,2018-12-31,2018-12-31,https://www.calderdale.gov.uk/v2/residents/environment-planning-and-building/planning/planning-policy/evidence-base/homes#Brownfield
http://opendatacommunities.org/id/metropolitan-district-council/calderdale,Calderdale Metropolitan District Council,BLR079,,"""Holly Bank Works, Rochdale Road, Greetland, Halifax""",https://maps.calderdale.gov.uk/map/Aurora.svc/run?script=%5CAurora%5CScripts%5CBrownfield%20Land%20Register%202018.AuroraScript%24&nocache=b3a8172e-c974-a20b-e60c-877a0098b807&resize=always&inspect_query=BLR2017&inspect_value=BLR079,ETRS89,-1.859807081,53.68893025,0.55,unknown ownership,,permissioned,full planning permission,2007-01-04,,,23,23 dwellings,,,,,,,,2018-12-31,2018-12-31,https://www.calderdale.gov.uk/v2/residents/environment-planning-and-building/planning/planning-policy/evidence-base/homes#Brownfield
http://opendatacommunities.org/id/metropolitan-district-council/calderdale,Calderdale Metropolitan District Council,BLR080,,"""Martins Mill, Pellon Lane, Halifax""",https://maps.calderdale.gov.uk/map/Aurora.svc/run?script=%5CAurora%5CScripts%5CBrownfield%20Land%20Register%202018.AuroraScript%24&nocache=b3a8172e-c974-a20b-e60c-877a0098b807&resize=always&inspect_query=BLR2017&inspect_value=BLR080,ETRS89,-1.868494206,53.72589514,0.15,not owned by a public authority,yes,permissioned,full planning permission,2018-02-28,,,60,Conversion of mill to 60 apartments with basement parking,,,,,,,,2018-12-31,2018-12-31,https://www.calderdale.gov.uk/v2/residents/environment-planning-and-building/planning/planning-policy/evidence-base/homes#Brownfield
http://opendatacommunities.org/id/metropolitan-district-council/calderdale,Calderdale Metropolitan District Council,BLR081,,"""Land adjacent, 34 Crossley Hill, Halifax""",https://maps.calderdale.gov.uk/map/Aurora.svc/run?script=%5CAurora%5CScripts%5CBrownfield%20Land%20Register%202018.AuroraScript%24&nocache=b3a8172e-c974-a20b-e60c-877a0098b807&resize=always&inspect_query=BLR2017&inspect_value=BLR081,ETRS89,-1.8532071,53.7056667,0.11,unknown ownership,yes,permissioned,full planning permission,2018-01-11,,,5,Demolition of garages to facilitate residential development of five dwellings,,,,,,,,2018-12-31,2018-12-31,https://www.calderdale.gov.uk/v2/residents/environment-planning-and-building/planning/planning-policy/evidence-base/homes#Brownfield
http://opendatacommunities.org/id/metropolitan-district-council/calderdale,Calderdale Metropolitan District Council,BLR082,,"""Site of Heathy House Residential Home, Heathy Lane, Holmfield, Halifax""",https://maps.calderdale.gov.uk/map/Aurora.svc/run?script=%5CAurora%5CScripts%5CBrownfield%20Land%20Register%202018.AuroraScript%24&nocache=b3a8172e-c974-a20b-e60c-877a0098b807&resize=always&inspect_query=BLR2017&inspect_value=BLR082,ETRS89,-1.875168061,53.75288027,0.35,not owned by a public authority,yes,permissioned,full planning permission,2017-01-13,,,17,"Demolition of existing vacant care home to facilitate the construction of a building containing 6 physical disability and 6 learning disability specialised supported living apartments (Use Class C3), together with a second building to provide 4 apartmen",,,,,,,,2018-12-31,2018-12-31,https://www.calderdale.gov.uk/v2/residents/environment-planning-and-building/planning/planning-policy/evidence-base/homes#Brownfield
http://opendatacommunities.org/id/metropolitan-district-council/calderdale,Calderdale Metropolitan District Council,BLR083,,"""First floor, 22 Bethel Street, Brighouse""",https://maps.calderdale.gov.uk/map/Aurora.svc/run?script=%5CAurora%5CScripts%5CBrownfield%20Land%20Register%202018.AuroraScript%24&nocache=b3a8172e-c974-a20b-e60c-877a0098b807&resize=always&inspect_query=BLR2017&inspect_value=BLR083,ETRS89,-1.780917265,53.70123178,0.02,not owned by a public authority,yes,permissioned,full planning permission,2017-01-27,,,6,Proposed change of use from A1/A2 use to C3 residential use to create 6 studio apartments to first floor space with widening of windows,,,,,,,,2018-12-31,2018-12-31,https://www.calderdale.gov.uk/v2/residents/environment-planning-and-building/planning/planning-policy/evidence-base/homes#Brownfield
http://opendatacommunities.org/id/metropolitan-district-council/calderdale,Calderdale Metropolitan District Council,BLR084,,"""Land adjacent, St Georges Terrace, Lee Mount, Halifax""",https://maps.calderdale.gov.uk/map/Aurora.svc/run?script=%5CAurora%5CScripts%5CBrownfield%20Land%20Register%202018.AuroraScript%24&nocache=b3a8172e-c974-a20b-e60c-877a0098b807&resize=always&inspect_query=BLR2017&inspect_value=BLR084,ETRS89,-1.871900323,53.73227932,0.04,mixed ownership,yes,permissioned,full planning permission,2017-07-05,,,6,Construction of 6 no apartments,,,,,,,,2018-12-31,2018-12-31,https://www.calderdale.gov.uk/v2/residents/environment-planning-and-building/planning/planning-policy/evidence-base/homes#Brownfield
http://opendatacommunities.org/id/metropolitan-district-council/calderdale,Calderdale Metropolitan District Council,BLR085,,"""Land off, Walker Lane, Sowerby Bridge""",https://maps.calderdale.gov.uk/map/Aurora.svc/run?script=%5CAurora%5CScripts%5CBrownfield%20Land%20Register%202018.AuroraScript%24&nocache=b3a8172e-c974-a20b-e60c-877a0098b807&resize=always&inspect_query=BLR2017&inspect_value=BLR085,ETRS89,-1.898946688,53.71086246,0.08,not owned by a public authority,yes,permissioned,full planning permission,2017-04-13,,,15,Construction of 15 apartments,,,,,,,,2018-12-31,2018-12-31,https://www.calderdale.gov.uk/v2/residents/environment-planning-and-building/planning/planning-policy/evidence-base/homes#Brownfield
http://opendatacommunities.org/id/metropolitan-district-council/calderdale,Calderdale Metropolitan District Council,BLR086,,"""St Aidans Works, Bacup Road, Todmorden""",https://maps.calderdale.gov.uk/map/Aurora.svc/run?script=%5CAurora%5CScripts%5CBrownfield%20Land%20Register%202018.AuroraScript%24&nocache=b3a8172e-c974-a20b-e60c-877a0098b807&resize=always&inspect_query=BLR2017&inspect_value=BLR086,ETRS89,-2.113226465,53.70515277,0.19,unknown ownership,,permissioned,full planning permission,2005-05-04,,,10,Conversion to ten flats,,,,,,,,2018-12-31,2018-12-31,https://www.calderdale.gov.uk/v2/residents/environment-planning-and-building/planning/planning-policy/evidence-base/homes#Brownfield
http://opendatacommunities.org/id/metropolitan-district-council/calderdale,Calderdale Metropolitan District Council,BLR087,,"""Rear of Portsmouth Mill, Burnley Road, Todmorden""",https://maps.calderdale.gov.uk/map/Aurora.svc/run?script=%5CAurora%5CScripts%5CBrownfield%20Land%20Register%202018.AuroraScript%24&nocache=b3a8172e-c974-a20b-e60c-877a0098b807&resize=always&inspect_query=BLR2017&inspect_value=BLR087,ETRS89,-2.157000908,53.73336124,0.44,not owned by a public authority,yes,permissioned,full planning permission,2015-01-22,,,22,Conversion of mill to 10 apartments and 12 new build dwellings,,,,,,,Removal of condition application approved February 2018,2018-12-31,2018-12-31,https://www.calderdale.gov.uk/v2/residents/environment-planning-and-building/planning/planning-policy/evidence-base/homes#Brownfield
http://opendatacommunities.org/id/metropolitan-district-council/calderdale,Calderdale Metropolitan District Council,BLR088,,"""Land at Furness Avenue, Illingworth, Halifax, HX2 8""",https://maps.calderdale.gov.uk/map/Aurora.svc/run?script=%5CAurora%5CScripts%5CBrownfield%20Land%20Register%202018.AuroraScript%24&nocache=b3a8172e-c974-a20b-e60c-877a0098b807&resize=always&inspect_query=BLR2017&inspect_value=BLR088,ETRS89,-1.894712483,53.74893465,3.45,owned by a public authority,yes,,,,,,104,,,,,,,,Site proposed as a New Housing Site in the 2018 Local Plan Publication Draft. Site ref: LP0523.,2018-12-31,2018-12-31,https://www.calderdale.gov.uk/v2/residents/environment-planning-and-building/planning/planning-policy/evidence-base/homes#Brownfield
http://opendatacommunities.org/id/metropolitan-district-council/calderdale,Calderdale Metropolitan District Council,BLR089,BLR009,"""Jubilee Works, Jubilee Street North, Ovenden, Halifax""",https://maps.calderdale.gov.uk/map/Aurora.svc/run?script=%5CAurora%5CScripts%5CBrownfield%20Land%20Register%202018.AuroraScript%24&nocache=b3a8172e-c974-a20b-e60c-877a0098b807&resize=always&inspect_query=BLR2017&inspect_value=BLR089,ETRS89,-1.879363634,53.74336289,0.09,not owned by a public authority,yes,permissioned,full planning permission,2018-05-17,,,5,Residential development for five terraced houses,,,,,,,,2017-12-20,2018-12-31,https://www.calderdale.gov.uk/v2/residents/environment-planning-and-building/planning/planning-policy/evidence-base/homes#Brownfield
