OrganisationURI,OrganisationLabel,SiteReference,AlternativeReference,PreviouslyPartOf,SiteNameAddress,SiteplanURL,CoordinateReferenceSystem,GeoX,GeoY,Hectares,OwnershipStatus,Deliverable,PlanningStatus,PermissionType,PermissionDate,PlanningHistory,ProposedForPIP,MinNetDwellings,DevelopmentDescription,NonHousingDevelopment,Part2,NetDwellingsRangeFrom,NetDwellingsRangeTo,HazardousSubstances,SiteInformation,Notes,FirstAddedDate,LastUpdatedDate
http://opendatacommunities.org/doc/metropolitan-district-council/coventry,Coventry City Council,StM45,,,"Student Union and Priory Halls, Priory Street",http://www.coventry.gov.uk/downloads/file/19663/lp53_shlaa_2016_report_and_appendices,OSGB36,279140,433693,0.879,unknown ownership,yes,not permissioned,,,,,84,Educational buildings with off road car park and public open space.,,,,,,,,,
http://opendatacommunities.org/doc/metropolitan-district-council/coventry,Coventry City Council,StM57a+b,,,Land West of Bishop Street,http://www.coventry.gov.uk/downloads/file/19663/lp53_shlaa_2016_report_and_appendices,OSGB36,279325,433338,0.25,mixed ownership,yes,not permissioned,,,,,37,Previously developed public open space and vacant land.,,,,,,,,,
http://opendatacommunities.org/doc/metropolitan-district-council/coventry,Coventry City Council,StM58,,,Land North of Lamb street and West of Bishop street,http://www.coventry.gov.uk/downloads/file/19663/lp53_shlaa_2016_report_and_appendices,OSGB36,279435,433267,0.81,mixed ownership,yes,not permissioned,,,,,77,"Commercial and community buildings.  Development will need to satisfy employment land protection policies of the coventry local plan 2016, and mitigate noise and air quality concerns relating to the Ring Road.",,,,,,,,,
http://opendatacommunities.org/doc/metropolitan-district-council/coventry,Coventry City Council,StM60,,,"Chestnut School, 8 Park Road",http://www.coventry.gov.uk/downloads/file/19663/lp53_shlaa_2016_report_and_appendices,OSGB36,278314,433356,0.15,unknown ownership,yes,not permissioned,,,,,6,"Site is currently in use as an educational facility, however this is scheduled to move to purpose built provision.",,,,,,,,,
http://opendatacommunities.org/doc/metropolitan-district-council/coventry,Coventry City Council,StM62,FUL/2013/0849,,land at St Mary's Landsdown Street,http://www.coventry.gov.uk/downloads/file/19663/lp53_shlaa_2016_report_and_appendices,OSGB36,279129,434608,0.33,mixed ownership,yes,not permissioned,full planning permission,2013-07-26,http://planning.coventry.gov.uk/portal/servlets/ApplicationSearchServlet?PKID=747227,,15,Former school playing field considered available. Development will need to mitigate noise and air quality concerns relating to the highway.,,,,,,,,,
http://opendatacommunities.org/doc/metropolitan-district-council/coventry,Coventry City Council,StM66,,,Land between Trinity Street and New Buildings,http://www.coventry.gov.uk/downloads/file/19663/lp53_shlaa_2016_report_and_appendices,OSGB36,279192,433500,0.26,mixed ownership,yes,not permissioned,,,,,49,Commercial and retail. Development will need to mitigate noise and air quality concerns relating to the highway.,,,,,,,,,
http://opendatacommunities.org/doc/metropolitan-district-council/coventry,Coventry City Council,StM68,,,car repairs and works site Harper Road,http://www.coventry.gov.uk/downloads/file/19663/lp53_shlaa_2016_report_and_appendices,OSGB36,278588,434307,0.52,unknown ownership,yes,not permissioned,,,,,12,Commercial buildings considered to be a viable redevelopment option. ,,,,,,,,,
http://opendatacommunities.org/doc/metropolitan-district-council/coventry,Coventry City Council,StM70,,,Land at Junction of Harper Road and Humber Avenue,http://www.coventry.gov.uk/downloads/file/19663/lp53_shlaa_2016_report_and_appendices,OSGB36,278496,434318,0.2,unknown ownership,yes,not permissioned,,,,,5,Commercial buildings considered to be a viable redevelopment option. ,,,,,,,,,
http://opendatacommunities.org/doc/metropolitan-district-council/coventry,Coventry City Council,S3,,,Land between Rugby Stadium and Railway Line,http://www.coventry.gov.uk/downloads/file/19663/lp53_shlaa_2016_report_and_appendices,OSGB36,278821,432405,1.72,owned by a public authority,yes,not permissioned,,,,,85,Vacant land with car park to the North ,,,,,,,,,
http://opendatacommunities.org/doc/metropolitan-district-council/coventry,Coventry City Council,S11,REN/2011/2025,,658 Allesley Old Road,http://www.coventry.gov.uk/downloads/file/19663/lp53_shlaa_2016_report_and_appendices,OSGB36,280329,430427,0.05,unknown ownership,yes,not permissioned,full planning permission,2011-01-05,http://planning.coventry.gov.uk/portal/servlets/ApplicationSearchServlet?PKID=726364,,5,commercial property as part of wider car sales and storage ,,,,,,,,,
http://opendatacommunities.org/doc/metropolitan-district-council/coventry,Coventry City Council,S12,,,1-10 Mill Street,http://www.coventry.gov.uk/downloads/file/19663/lp53_shlaa_2016_report_and_appendices,OSGB36,279477,432948,0.08,unknown ownership,yes,not permissioned,,,,,9,Commercial building with off road parking ,,,,,,,,,
http://opendatacommunities.org/doc/metropolitan-district-council/coventry,Coventry City Council,US3,,,27-31 Avon Street,http://www.coventry.gov.uk/downloads/file/19663/lp53_shlaa_2016_report_and_appendices,OSGB36,279903,435314,0.14,unknown ownership,yes,not permissioned,,,,,7,Storage yard.,,,,,,,,,
http://opendatacommunities.org/doc/metropolitan-district-council/coventry,Coventry City Council,US4,OUT/2018/0300,,Land rear of 1 Wycliffe Road West ,http://www.coventry.gov.uk/downloads/file/19663/lp53_shlaa_2016_report_and_appendices,OSGB36,279970,436110,0.15,unknown ownership,yes,not permissioned,,,http://planning.coventry.gov.uk/portal/servlets/ApplicationSearchServlet?PKID=794481,,9,Cleared Land considered to be a viable redevelopment option that is available and unconstrained.,,,,,,,,,
http://opendatacommunities.org/doc/metropolitan-district-council/coventry,Coventry City Council,US6,,,"Existing Topps Tiles site, Junction of Bell green Road and Nuffield Road",http://www.coventry.gov.uk/downloads/file/19663/lp53_shlaa_2016_report_and_appendices,OSGB36,281560,435213,0.15,unknown ownership,yes,not permissioned,,,,,7,commercial premises with a flat above and car parking to the rear considered to be a viable redevelopment option that is unconstrained.,,,,,,,,,
http://opendatacommunities.org/doc/metropolitan-district-council/coventry,Coventry City Council,Who1,,,40-44 Shakleton Road,http://www.coventry.gov.uk/downloads/file/19663/lp53_shlaa_2016_report_and_appendices,OSGB36,278913,432189,0.13,unknown ownership,yes,not permissioned,,,,,6,Site contains existing industrial units. Development will need to mitigate the proximity to the railway line and satisfy employment land protection policies of the coventry local plan 2016.,,,,,,,,,
http://opendatacommunities.org/doc/metropolitan-district-council/coventry,Coventry City Council,Who2,,,"Vehicle Rentals, Hearsall Lane",http://www.coventry.gov.uk/downloads/file/19663/lp53_shlaa_2016_report_and_appendices,OSGB36,278809,431907,0.11,unknown ownership,yes,not permissioned,,,,,8,"Large area of hard standing and small commercial premises used for car hire services considered to be a viable redevelopment option that is available.  Development will need to satisfy employment land protection policies of the coventry local plan 2016, and be mindful of the conservation area.",,,,,,,,,
http://opendatacommunities.org/doc/metropolitan-district-council/coventry,Coventry City Council,Who6,,,"Pub car park and garden, Craven Street (adjacent to public house rear of 45 Craven Street)",http://www.coventry.gov.uk/downloads/file/19663/lp53_shlaa_2016_report_and_appendices,OSGB36,278880,431969,0.06,unknown ownership,yes,not permissioned,,,,,5,Area of scrub land considered to be a viable redevelopment option that is available.  Development will need to be mindful of the conservation area.,,,,,,,,,
http://opendatacommunities.org/doc/metropolitan-district-council/coventry,Coventry City Council,Who13,,,"Argyle House, Collingwood Road",http://www.coventry.gov.uk/downloads/file/19663/lp53_shlaa_2016_report_and_appendices,OSGB36,278600,432287,0.2,unknown ownership,yes,not permissioned,,,,,9,Site contains existing industrial units. Development will need to mitigate noise concerns from the railway line and satisfy employment land protection policies of the coventry local plan 2016.,,,,,,,,,
http://opendatacommunities.org/doc/metropolitan-district-council/coventry,Coventry City Council,Who19,,,"Eric Williams House, Brookside Avenue",http://www.coventry.gov.uk/downloads/file/19663/lp53_shlaa_2016_report_and_appendices,OSGB36,279403,430489,0.47,owned by a public authority,yes,not permissioned,,,,,22,Low density care facility. Site contains a number of separated blocks dispersed across the site.,,,,,,,,,
http://opendatacommunities.org/doc/metropolitan-district-council/coventry,Coventry City Council,Wo27,,,"Bestways, Banner Lane",http://www.coventry.gov.uk/downloads/file/19663/lp53_shlaa_2016_report_and_appendices,OSGB36,279619,427290,3.99,unknown ownership,yes,not permissioned,,,,,144,Established cash and carry style distribution site with surrounding hard standing and fencing.,,,,,,,,,
http://opendatacommunities.org/doc/metropolitan-district-council/coventry,Coventry City Council,Wo29,,,"Former garage site, 950 Broad Lane",http://www.coventry.gov.uk/downloads/file/19663/lp53_shlaa_2016_report_and_appendices,OSGB36,279639,427510,0.18,unknown ownership,yes,not permissioned,,,,,8,Small garage site and area of associated hard standing situated within a predominately residential area considered to be a viable redevelopment option that is available. Development will need to mitigate flood risk.,,,,,,,,,
http://opendatacommunities.org/doc/metropolitan-district-council/coventry,Coventry City Council,Wy18,OUT/2017/1606,,"Dartmouth School, Tiverton Road",http://www.coventry.gov.uk/downloads/file/19663/lp53_shlaa_2016_report_and_appendices,OSGB36,280479,436680,1.02,owned by a public authority,yes,not permissioned,outline planning permission,2017-09-22,http://planning.coventry.gov.uk/portal/servlets/ApplicationSearchServlet?PKID=790501,,39,Current education facility which is expected to be vacated in the coming year. Development will need to satisfy community facilities protection polices of the coventry local plan 2016.,,,,,,,,,
http://opendatacommunities.org/doc/metropolitan-district-council/coventry,Coventry City Council,Wy20,,,"Axholme House, Axholme Road",http://www.coventry.gov.uk/downloads/file/19663/lp53_shlaa_2016_report_and_appendices,OSGB36,279749,437260,0.2,owned by a public authority,yes,not permissioned,,,,,9,Existing building used for residential care provision. Development will need to satisfy community facilities protection polices of the coventry local plan 2016,,,,,,,,,
http://opendatacommunities.org/doc/metropolitan-district-council/coventry,Coventry City Council,FUL/2015/2571,,,19-35 Warwick Street,http://planning.coventry.gov.uk/portal/servlets/ApplicationSearchServlet,OSGB36,278043,431811,0.128,unknown ownership,yes,permissioned,full planning permission,2015-09-30,http://planning.coventry.gov.uk/portal/servlets/ApplicationSearchServlet?PKID=775447,,15,Development of 15 apartments,,,,,,,,,
http://opendatacommunities.org/doc/metropolitan-district-council/coventry,Coventry City Council,OUT/2015/2154,,,36-54 Station Street West,http://planning.coventry.gov.uk/portal/servlets/ApplicationSearchServlet,OSGB36,281454,434079,0.14,unknown ownership,yes,permissioned,outline planning permission,2016-01-04,http://planning.coventry.gov.uk/portal/servlets/ApplicationSearchServlet?PKID=773470,,28,28 apartments within 3 blocks 2.5-3.5 storeys high. Proposal includes clearance of the existing buildings on site,,,,,,,,,
http://opendatacommunities.org/doc/metropolitan-district-council/coventry,Coventry City Council,OUT/2015/4180,,,Eburne Primary School Deedmore Road,http://planning.coventry.gov.uk/portal/servlets/ApplicationSearchServlet,OSGB36,282553,436930,1.62,unknown ownership,yes,permissioned,outline planning permission,2016-03-14,http://planning.coventry.gov.uk/portal/servlets/ApplicationSearchServlet?PKID=780343,,52,Outline application for residential development of up to 52 dwellings,,,,,,,,,
http://opendatacommunities.org/doc/metropolitan-district-council/coventry,Coventry City Council,FUL/2014/4079,,,Land east of the Chestnut Pub Lismore Croft,http://planning.coventry.gov.uk/portal/servlets/ApplicationSearchServlet,OSGB36,281212,438640,0.4,unknown ownership,yes,permissioned,full planning permission,2015-03-18,http://planning.coventry.gov.uk/portal/servlets/ApplicationSearchServlet?PKID=763407,,19,Erection of 17 No. flats of 1 bedroom and 2 No. flats of 2 bedrooms,,,,,,,,,
http://opendatacommunities.org/doc/metropolitan-district-council/coventry,Coventry City Council,FUL/2014/4231,,,1a Sydnall Road,http://planning.coventry.gov.uk/portal/servlets/ApplicationSearchServlet,OSGB36,283932,434873,0.08,unknown ownership,yes,permissioned,full planning permission,2015-03-05,http://planning.coventry.gov.uk/portal/servlets/ApplicationSearchServlet?PKID=763934,,9,Demolition of existing commercial launderette and erection of 9 flats,,,,,,,,,
http://opendatacommunities.org/doc/metropolitan-district-council/coventry,Coventry City Council,OUT/2011/0036,,,Friargate Regeneration Scheme,http://planning.coventry.gov.uk/portal/servlets/ApplicationSearchServlet,OSGB36,278281,433260,13.5,unknown ownership,yes,permissioned,outline planning permission,2011-07-27,http://planning.coventry.gov.uk/portal/servlets/ApplicationSearchServlet?PKID=712953,,400,Likely apartment lead scheme at high density. Scheme to be linked into the redevelopment of the train station area. Approximately 400 dwellings based on floor space assumptions from the Master plan.,"Redevelopment scheme involving the demolition of existing buildings (except Coventry Railway Station and Railway Multi Storey Car Park) and erection of buildings in mixed use scheme predominantly office-led (use class B1) and including shops (use class A1), financial and professional services (use class A2), restaurants and cafes (use class A3), drinking establishments (use class A4), hot food takeaways (use class A5), hotels (use class C1), residential institutions (use class C2), residential (use class C3), non-residential institutions (use class D1), assembly and leisure (use class D2), student housing, vehicular showrooms. ",,,,,,,,
http://opendatacommunities.org/doc/metropolitan-district-council/coventry,Coventry City Council,OUT/2016/2033,,,Evening Telegraph Site - Land East of Upper Well Street and south of Lamb Street,http://planning.coventry.gov.uk/portal/servlets/ApplicationSearchServlet,OSGB36,279356,433294,1.02,unknown ownership,yes,permissioned,outline planning permission,2017-03-31,http://planning.coventry.gov.uk/portal/servlets/ApplicationSearchServlet?PKID=785283,,61,Site is situated in a highly sustainable location on the edge of the city centre adjacent to key regeneration proposals. Redevelopment of the site offers an opportunity to increase the vitality of the city centre and provide a suitable residential environment. Permission is for 145 apartments over 2 parts of the site and 84 student cluster flats. - Aggregated as 61 dwellings.,,,,,,,,,
http://opendatacommunities.org/doc/metropolitan-district-council/coventry,Coventry City Council,FUL/2015/3345,,,Ultraseal Godiva Place Lower Ford Street,http://planning.coventry.gov.uk/portal/servlets/ApplicationSearchServlet,OSGB36,279029,434166,1.02,unknown ownership,yes,permissioned,full planning permission,2016-01-18,http://planning.coventry.gov.uk/portal/servlets/ApplicationSearchServlet?PKID=778106,,175,purpose built student accommodation comprising 769 bed spaces across 99 studios and 76 cluster flats - conditions being discharged and site work starting,,,,,,,,,
http://opendatacommunities.org/doc/metropolitan-district-council/coventry,Coventry City Council,REN/2013/0804,R/2010/0455,,5 to 7 Lower Holyhead Road,http://planning.coventry.gov.uk/portal/servlets/ApplicationSearchServlet,OSGB36,279083,432923,0.07,unknown ownership,yes,permissioned,other,2013-06-27,http://planning.coventry.gov.uk/portal/servlets/ApplicationSearchServlet?PKID=747028,,47,Demolition of existing warehousing and retail and provision of new purpose built student studio apartments.,,,,,,,,,
http://opendatacommunities.org/doc/metropolitan-district-council/coventry,Coventry City Council,FUL/2015/3318,,,368 Swan Lane,http://planning.coventry.gov.uk/portal/servlets/ApplicationSearchServlet,OSGB36,280263,434915,0.6534,unknown ownership,yes,permissioned,full planning permission,2016-01-06,http://planning.coventry.gov.uk/portal/servlets/ApplicationSearchServlet?PKID=778003,,24,Development of 24 houses.,,,,,,,,,
http://opendatacommunities.org/doc/metropolitan-district-council/coventry,Coventry City Council,FUL/2014/3503,,,168-172 Shakespeare Street,http://planning.coventry.gov.uk/portal/servlets/ApplicationSearchServlet,OSGB36,279921,435584,0.04,unknown ownership,yes,permissioned,full planning permission,2014-12-10,http://planning.coventry.gov.uk/portal/servlets/ApplicationSearchServlet?PKID=761492,,5,Demolition of 170-172 Shakespeare Street; erection of extensions to existing flats at 168 Shakespeare Street creating one additional flat and two enlarged flats; erection of four retirement bungalows - net gain of 5 new homes.,,,,,,,,,
http://opendatacommunities.org/doc/metropolitan-district-council/coventry,Coventry City Council,OUT/2015/0664,,,Former Canley sports and social club,http://planning.coventry.gov.uk/portal/servlets/ApplicationSearchServlet,OSGB36,277580,428687,1.7,unknown ownership,yes,permissioned,outline planning permission,2015-08-10,http://planning.coventry.gov.uk/portal/servlets/ApplicationSearchServlet?PKID=766816,,44,Demolition of former sports and social club and erection of 44 new homes.,,,,,,,,,
http://opendatacommunities.org/doc/metropolitan-district-council/coventry,Coventry City Council,OUT/2014/2840,,,Bruker UK Ltd Banner Lane,http://planning.coventry.gov.uk/portal/servlets/ApplicationSearchServlet,OSGB36,278669,427415,1.0,unknown ownership,yes,permissioned,outline planning permission,2014-11-28,http://planning.coventry.gov.uk/portal/servlets/ApplicationSearchServlet?PKID=759426,,17,"Residential Development,17no. 2-storey dwellings.",,,,,,,,,
http://opendatacommunities.org/doc/metropolitan-district-council/coventry,Coventry City Council,FUL/2016/1619,,,232 Charter Avenue,http://planning.coventry.gov.uk/portal/servlets/ApplicationSearchServlet,OSGB36,277237,429530,0.022,unknown ownership,yes,permissioned,full planning permission,2016-09-20,http://planning.coventry.gov.uk/portal/servlets/ApplicationSearchServlet?PKID=784239,,1,Rear extension to form 7 bed HIMO.,,,,,,,,,
http://opendatacommunities.org/doc/metropolitan-district-council/coventry,Coventry City Council,FUL/2016/1302,FUL/2016/0207,,"Cornerfield Cottage, Shultern Lane",http://planning.coventry.gov.uk/portal/servlets/ApplicationSearchServlet,OSGB36,276818,430479,0.095,unknown ownership,yes,permissioned,full planning permission,2016-10-06,http://planning.coventry.gov.uk/portal/servlets/ApplicationSearchServlet?PKID=783546,,29,Demolition and construction of new building for student accomodation.,,,,,,,,,
http://opendatacommunities.org/doc/metropolitan-district-council/coventry,Coventry City Council,FUL/2017/2239,FUL/2016/2087,,"The Old Dairy Crest Site, Harper Road",http://planning.coventry.gov.uk/portal/servlets/ApplicationSearchServlet,OSGB36,278660,434284,0.3,unknown ownership,yes,permissioned,full planning permission,2018-02-23,http://planning.coventry.gov.uk/portal/servlets/ApplicationSearchServlet?PKID=791813,,50,Demolition of existing Dairy Crest Distribution Depot with the erection of a three to six-storey student residential building containing 50 cluster flats totalling 266 student bedrooms.,,,,,,,,,
http://opendatacommunities.org/doc/metropolitan-district-council/coventry,Coventry City Council,FUL/2016/0924,,,Bannerbrook Local Centre Banner Lane,http://planning.coventry.gov.uk/portal/servlets/ApplicationSearchServlet,OSGB36,279268,427424,0.1063,unknown ownership,yes,permissioned,full planning permission,2016-08-05,http://planning.coventry.gov.uk/portal/servlets/ApplicationSearchServlet?PKID=782803,,8,Erection of commercial unit (D1) with residential units above.,,,,,,,,,
http://opendatacommunities.org/doc/metropolitan-district-council/coventry,Coventry City Council,FUL/2016/2257,,,66 Kenilworth Road,http://planning.coventry.gov.uk/portal/servlets/ApplicationSearchServlet,OSGB36,275845,431218,0.5246,unknown ownership,yes,permissioned,full planning permission,2016-11-02,http://planning.coventry.gov.uk/portal/servlets/ApplicationSearchServlet?PKID=785785,,1,Demolition and erection of new dwelling.,,,,,,,,,
http://opendatacommunities.org/doc/metropolitan-district-council/coventry,Coventry City Council,FUL/2016/2589,,,27-28 Queens Road,http://planning.coventry.gov.uk/portal/servlets/ApplicationSearchServlet,OSGB36,278596,432764,0.0752,unknown ownership,yes,permissioned,other,2017-08-07,http://planning.coventry.gov.uk/portal/servlets/ApplicationSearchServlet?PKID=786544,,67,Demolition of existing and construction of 67 studio block student accomodation.,,,,,,,,,
http://opendatacommunities.org/doc/metropolitan-district-council/coventry,Coventry City Council,FUL/2016/1467,,,Extra Care Albany Road,http://planning.coventry.gov.uk/portal/servlets/ApplicationSearchServlet,OSGB36,278587,432449,0.8382,unknown ownership,yes,permissioned,full planning permission,2016-09-23,http://planning.coventry.gov.uk/portal/servlets/ApplicationSearchServlet?PKID=783906,,60,Erection of 60 residential apartments.,,,,,,,,,
http://opendatacommunities.org/doc/metropolitan-district-council/coventry,Coventry City Council,FUL/2016/2803,,,168-170 Roland Avenue,http://planning.coventry.gov.uk/portal/servlets/ApplicationSearchServlet,OSGB36,283301,432829,0.2022,unknown ownership,yes,permissioned,full planning permission,2017-02-02,http://planning.coventry.gov.uk/portal/servlets/ApplicationSearchServlet?PKID=786965,,9,Demolition of exisitng and erection of 9 houses.,,,,,,,,,
http://opendatacommunities.org/doc/metropolitan-district-council/coventry,Coventry City Council,FUL/2015/3022,,,Corner of Cox Street and Ford Street,http://planning.coventry.gov.uk/portal/servlets/ApplicationSearchServlet,OSGB36,279297,433874,0.0462,unknown ownership,yes,permissioned,full planning permission,2016-04-22,http://planning.coventry.gov.uk/portal/servlets/ApplicationSearchServlet?PKID=777245,,37,Student scheme- Erection of student accomodation.,,,,,,,,,
http://opendatacommunities.org/doc/metropolitan-district-council/coventry,Coventry City Council,FM/2016/2084,,,"Car Park opposite Swimming Baths, Fairfax Street",http://planning.coventry.gov.uk/portal/servlets/ApplicationSearchServlet,OSGB36,279215,433819,0.4966,unknown ownership,yes,permissioned,reserved matters approval,2016-11-21,http://planning.coventry.gov.uk/portal/servlets/ApplicationSearchServlet?PKID=785385,,1117,Student scheme.,,,,,,,,,
http://opendatacommunities.org/doc/metropolitan-district-council/coventry,Coventry City Council,FUL/2016/2031,,,Plots 60-65 Lancaster Gardens,http://planning.coventry.gov.uk/portal/servlets/ApplicationSearchServlet,OSGB36,282735,433704,0.1479,unknown ownership,yes,permissioned,full planning permission,2016-10-13,http://planning.coventry.gov.uk/portal/servlets/ApplicationSearchServlet?PKID=785267,,6,Erection of 6 dwellings.,,,,,,,,,
http://opendatacommunities.org/doc/metropolitan-district-council/coventry,Coventry City Council,FUL/2016/2093,,,"R/O 35, 37, 39 and 41 Wheelwright Lane",http://planning.coventry.gov.uk/portal/servlets/ApplicationSearchServlet,OSGB36,283365,433318,0.325,unknown ownership,yes,permissioned,full planning permission,2016-11-01,http://planning.coventry.gov.uk/portal/servlets/ApplicationSearchServlet?PKID=785403,,11,Demolition of No.35 Wheelwright Lane and erection of 8 houses and 3 flats.,,,,,,,,,
http://opendatacommunities.org/doc/metropolitan-district-council/coventry,Coventry City Council,FUL/2015/0955,,,Land off Humber Avenue,http://planning.coventry.gov.uk/portal/servlets/ApplicationSearchServlet,OSGB36,278472,434818,0.942,unknown ownership,yes,permissioned,full planning permission,2016-06-24,http://planning.coventry.gov.uk/portal/servlets/ApplicationSearchServlet?PKID=767889,,6,Erection of 3x 2 bed houses and 3x 3 bed houses within former railway land/Coventry Loop Line.,,,,,,,,,
http://opendatacommunities.org/doc/metropolitan-district-council/coventry,Coventry City Council,FUL/2015/3153,,,"28, 54-56 & 58-74 London Rd",http://planning.coventry.gov.uk/portal/servlets/ApplicationSearchServlet,OSGB36,278495,434005,0.4621,unknown ownership,yes,permissioned,full planning permission,2016-01-15,http://planning.coventry.gov.uk/portal/servlets/ApplicationSearchServlet?PKID=777559,,162,Demolition of existing buildings and erection of student accommodation.,,,,,,,,,
http://opendatacommunities.org/doc/metropolitan-district-council/coventry,Coventry City Council,FUL/2016/2571,,,83 Gulson Road,http://planning.coventry.gov.uk/portal/servlets/ApplicationSearchServlet,OSGB36,278786,434361,0.0516,unknown ownership,yes,permissioned,full planning permission,2016-12-14,http://planning.coventry.gov.uk/portal/servlets/ApplicationSearchServlet?PKID=786517,,6,"Demolition of existing retail units and erection of, amongst other things, 3 cluster flats.",Ground floor retail provison (65.23m2) of A1 class use.,,,,,,,,
http://opendatacommunities.org/doc/metropolitan-district-council/coventry,Coventry City Council,FUL/2015/3319,,,Aintree House Aintree Close,http://planning.coventry.gov.uk/portal/servlets/ApplicationSearchServlet,OSGB36,280259,434305,0.0796,unknown ownership,yes,permissioned,full planning permission,2015-11-30,http://planning.coventry.gov.uk/portal/servlets/ApplicationSearchServlet?PKID=778023,,9,Proposed 9x 1 bed apartments.,,,,,,,,,
http://opendatacommunities.org/doc/metropolitan-district-council/coventry,Coventry City Council,FUL/2016/0791,FUL/2015/3810,,The Chace Centre Chace Avenue,http://planning.coventry.gov.uk/portal/servlets/ApplicationSearchServlet,OSGB36,276499,435987,2.3544,unknown ownership,yes,permissioned,full planning permission,2016-06-10,http://planning.coventry.gov.uk/portal/servlets/ApplicationSearchServlet?PKID=782502,,61,Erection of 61 new dwellinghouses.,,,,,,,,,
http://opendatacommunities.org/doc/metropolitan-district-council/coventry,Coventry City Council,FUL/2016/0528,,,4-8 Caludon Road,http://planning.coventry.gov.uk/portal/servlets/ApplicationSearchServlet,OSGB36,279563,435022,0.1411,unknown ownership,yes,permissioned,full planning permission,2016-05-16,http://planning.coventry.gov.uk/portal/servlets/ApplicationSearchServlet?PKID=782010,,21,Demolition of No.4-8 Caludon Road and offices and erection of 21 apartments.,,,,,,,,,
http://opendatacommunities.org/doc/metropolitan-district-council/coventry,Coventry City Council,FUL/2016/0400,,,Land off Dennis Road,http://planning.coventry.gov.uk/portal/servlets/ApplicationSearchServlet,OSGB36,280307,435746,0.1607,unknown ownership,yes,permissioned,full planning permission,2016-04-13,http://planning.coventry.gov.uk/portal/servlets/ApplicationSearchServlet?PKID=781783,,7,Erection of 7 dwellings and associated landscaping.,,,,,,,,,
http://opendatacommunities.org/doc/metropolitan-district-council/coventry,Coventry City Council,FUL/2016/1855,,,Adj Willenhall Clinic Stretton Avenue,http://planning.coventry.gov.uk/portal/servlets/ApplicationSearchServlet,OSGB36,276718,436448,0.4409,unknown ownership,yes,permissioned,full planning permission,2016-10-28,http://planning.coventry.gov.uk/portal/servlets/ApplicationSearchServlet?PKID=784784,,14,Construction of 14 affordable dwellings.,,,,,,,,,
http://opendatacommunities.org/doc/metropolitan-district-council/coventry,Coventry City Council,FUL/2016/2161,,,189-193 Princethorpe Way,http://planning.coventry.gov.uk/portal/servlets/ApplicationSearchServlet,OSGB36,277375,437079,0.3857,unknown ownership,yes,permissioned,full planning permission,2016-11-28,http://planning.coventry.gov.uk/portal/servlets/ApplicationSearchServlet?PKID=785583,,13,Demolition of two bungalows and erection of 15 houses.,,,,,,,,,
http://opendatacommunities.org/doc/metropolitan-district-council/coventry,Coventry City Council,OUT/2016/2230,,,33 Parkside,http://planning.coventry.gov.uk/portal/servlets/ApplicationSearchServlet,OSGB36,278550,433658,0.1525,unknown ownership,yes,permissioned,outline planning permission,2016-12-13,http://planning.coventry.gov.uk/portal/servlets/ApplicationSearchServlet?PKID=785723,,217,Demolition of exisitng buildings and erection of a 4 to 10 storey building providing 217 student (studio) rooms.,,,,,,,,,
http://opendatacommunities.org/doc/metropolitan-district-council/coventry,Coventry City Council,OUT/2013/0569,,,Ritz Cinema Windmill Road,http://planning.coventry.gov.uk/portal/servlets/ApplicationSearchServlet,OSGB36,283014,434890,0.1448,unknown ownership,yes,permissioned,outline planning permission,2013-09-09,http://planning.coventry.gov.uk/portal/servlets/ApplicationSearchServlet?PKID=746280,,9,Erection of 9 dweliings consisting of town houses and flats.,,,,,,,,,
http://opendatacommunities.org/doc/metropolitan-district-council/coventry,Coventry City Council,OUT/2013/0041,,,Former Acetate Site,http://planning.coventry.gov.uk/portal/servlets/ApplicationSearchServlet,OSGB36,282326,434715,16.1,unknown ownership,yes,permissioned,outline planning permission,2013-04-11,http://planning.coventry.gov.uk/portal/servlets/ApplicationSearchServlet?PKID=744253,,222,Development of the site for a mix of up to 344 dwellings (Use Class C3).,"A car de-fleet processing centre comprising business (Class B1), general industry (Class B2), distribution and storage (Class B8) and motor vehicles sales (sui generis) - and the provision of public open space including sports pitches and play areas (Use Class D2) with associated infrastructure.",,,,,,,,
http://opendatacommunities.org/doc/metropolitan-district-council/coventry,Coventry City Council,54800,,,"Land at Wood End, Henley Green, Manor Farm and Deedmore Road",http://planning.coventry.gov.uk/portal/servlets/ApplicationSearchServlet,OSGB36,820,365,85.93,unknown ownership,yes,permissioned,outline planning permission,2009-10-22,http://planning.coventry.gov.uk/portal/servlets/ApplicationSearchServlet?PKID=689805,,838,"Demolition of existing housing and associated community and shopping facilities and erection of new dwellinghouses and apartments (up to 3,328 units - later reduced to 1302 units) with associated open space.",Local shopping facilities.,,,,,,,,
http://opendatacommunities.org/doc/metropolitan-district-council/coventry,Coventry City Council,OUT/2014/2538,,,Paragon Park,http://planning.coventry.gov.uk/portal/servlets/ApplicationSearchServlet,OSGB36,280694,434104,19.64,unknown ownership,yes,permissioned,outline planning permission,2015-03-02,http://planning.coventry.gov.uk/portal/servlets/ApplicationSearchServlet?PKID=758617,,645,The erection of up to 700 dwellings including retention of the Courtaulds factory façade.,"Provision of up to 3500 sq.m of employment floorspace (B1, B2, B8), remodelled public park, new playing field for primary school, public open space, attenuation areas and pedestrian routes.",,,,,,,,
