OrganisationURI,OrganisationLabel,SiteReference,PreviouslyPartOf,SiteNameAddress,SiteplanURL,CoordinateReferenceSystem,GeoX,GeoY,Hectares,OwnershipStatus,Deliverable,PlanningStatus,PermissionType,PermissionDate,PlanningHistory,ProposedForPIP,MinNetDwellings,DevelopmentDescription,NonHousingDevelopment,Part2,NetDwellingsRangeFrom,NetDwellingsRangeTo,HazardousSubstances,SiteInformation,Notes,FirstAddedDate,LastUpdatedDate,Source
http://opendatacommunities.org/id/london-borough-council/croydon,Croydon Council,393,,"Whitgift Centre, North End",http://www.planvu.co.uk/croydon2016/index.php?map=proposed,ETRS89,51.3757037821,-0.0999571302,8.8,not owned by a public authority,yes,not permissioned,,,,,400,"Expansion of shopping centre, improved transport infrastructure, public realm and residential development",,,400,1000.0,,https://www.croydon.gov.uk/sites/default/files/articles/downloads/Background%20evidence%20for%20each%20Detailed%20Proposal%20site%20-%20Proposed%20Submission%20%281%29_0.pdf,,2017-12-31,2017-12-31,Croydon Local Plan allocation
http://opendatacommunities.org/id/london-borough-council/croydon,Croydon Council,398,,"Coombe Cross, 2-4 South End",http://www.planvu.co.uk/croydon2016/index.php?map=proposed,ETRS89,51.3674564283,-0.0993501295,0.26,not owned by a public authority,,not permissioned,,,,,37,Residential development,,,37,105.0,,https://www.croydon.gov.uk/sites/default/files/articles/downloads/Background%20evidence%20for%20each%20Detailed%20Proposal%20site%20-%20Proposed%20Submission%20%281%29_0.pdf,,2017-12-31,2017-12-31,Croydon Local Plan allocation
http://opendatacommunities.org/id/london-borough-council/croydon,Croydon Council,417,,"Stonemead House, 95 London Road",http://www.planvu.co.uk/croydon2016/index.php?map=proposed,ETRS89,51.379965445,-0.1054569574,0.16,not owned by a public authority,yes,not permissioned,,,,,23,Residential,,,23,64.0,,https://www.croydon.gov.uk/sites/default/files/articles/downloads/Background%20evidence%20for%20each%20Detailed%20Proposal%20site%20-%20Proposed%20Submission%20%281%29_0.pdf,,2017-12-31,2017-12-31,Croydon Local Plan allocation
http://opendatacommunities.org/id/london-borough-council/croydon,Croydon Council,488,,"Canius House, 1 Scarbrook Road",http://www.planvu.co.uk/croydon2016/index.php?map=proposed,ETRS89,51.3714432632,-0.1011966285,0.07,not owned by a public authority,yes,not permissioned,,,,,30,Residential conversion,,,30,30.0,,https://www.croydon.gov.uk/sites/default/files/articles/downloads/Background%20evidence%20for%20each%20Detailed%20Proposal%20site%20-%20Proposed%20Submission%20%281%29_0.pdf,,2017-12-31,2017-12-31,Croydon Local Plan allocation
http://opendatacommunities.org/id/london-borough-council/croydon,Croydon Council,489,,"Corinthian House, 17 Lansdowne Road",http://www.planvu.co.uk/croydon2016/index.php?map=proposed,ETRS89,51.3771971962,-0.0961161443,0.21,not owned by a public authority,,not permissioned,,,,,30,"Retention of offices with residential conversion, and/or hotel (with healthcare facility if required by the NHS)",,,30,85.0,,https://www.croydon.gov.uk/sites/default/files/articles/downloads/Background%20evidence%20for%20each%20Detailed%20Proposal%20site%20-%20Proposed%20Submission%20%281%29_0.pdf,,2017-12-31,2017-12-31,Croydon Local Plan allocation
http://opendatacommunities.org/id/london-borough-council/croydon,Croydon Council,492,,5 Bedford Park,http://www.planvu.co.uk/croydon2016/index.php?map=proposed,ETRS89,51.379239609,-0.0978420606,0.18,not owned by a public authority,yes,not permissioned,,,,,82,Residential conversion,,,82,91.0,,https://www.croydon.gov.uk/sites/default/files/articles/downloads/Background%20evidence%20for%20each%20Detailed%20Proposal%20site%20-%20Proposed%20Submission%20%281%29_0.pdf,,2017-12-31,2017-12-31,Croydon Local Plan allocation
http://opendatacommunities.org/id/london-borough-council/croydon,Croydon Council,493,,"Pinnacle House, 8 Bedford Park",http://www.planvu.co.uk/croydon2016/index.php?map=proposed,ETRS89,51.3787558686,-0.0962957831,0.31,not owned by a public authority,,not permissioned,,,,,44,Mixed use of residential with offices (or a healthcare facility if required by the NHS) on the ground floor,,,44,125.0,,https://www.croydon.gov.uk/sites/default/files/articles/downloads/Background%20evidence%20for%20each%20Detailed%20Proposal%20site%20-%20Proposed%20Submission%20%281%29_0.pdf,,2017-12-31,2017-12-31,Croydon Local Plan allocation
http://opendatacommunities.org/id/london-borough-council/croydon,Croydon Council,522,,"Surface car park, Wandle Road",http://www.planvu.co.uk/croydon2016/index.php?map=proposed,ETRS89,51.3702954478,-0.102508423,0.6,owned by a public authority,yes,not permissioned,,,,,0,Bus stand underneath the flyover and a district energy centre and residential development on the remainder of the car park,,,0,40.0,,https://www.croydon.gov.uk/sites/default/files/articles/downloads/Background%20evidence%20for%20each%20Detailed%20Proposal%20site%20-%20Proposed%20Submission%20%281%29_0.pdf,,2017-12-31,2017-12-31,Croydon Local Plan allocation
http://opendatacommunities.org/id/london-borough-council/croydon,Croydon Council,950,,"Norfolk House, 01-28 Wellesley Road",http://www.planvu.co.uk/croydon2016/index.php?map=proposed,ETRS89,51.3748359869,-0.0963577318,0.708,not owned by a public authority,yes,not permissioned,,,,,125,"Mixed use development to include retail, residential, office and hotel uses.",,,125,255.0,,https://www.croydon.gov.uk/sites/default/files/articles/downloads/Background%20evidence%20for%20each%20Detailed%20Proposal%20site%20-%20Proposed%20Submission%20%281%29_0.pdf,,2017-12-31,2017-12-31,Croydon Local Plan allocation
http://opendatacommunities.org/id/london-borough-council/croydon,Croydon Council,80,,Victory Place,http://www.planvu.co.uk/croydon2016/index.php?map=proposed,ETRS89,51.4182182507,-0.0815682274,0.27,not owned by a public authority,yes,not permissioned,,,,,33,"Ground floor retail, restaurant and studio space with hotel, office/or and residential uses on other floors",,,33,70.0,,https://www.croydon.gov.uk/sites/default/files/articles/downloads/Background%20evidence%20for%20each%20Detailed%20Proposal%20site%20-%20Proposed%20Submission%20%281%29_0.pdf,,2017-12-31,2017-12-31,Croydon Local Plan allocation
http://opendatacommunities.org/id/london-borough-council/croydon,Croydon Council,357,,"Norwood Heights Shopping Centre, Westow Street",http://www.planvu.co.uk/croydon2016/index.php?map=proposed,ETRS89,51.4178433177,-0.0828351729,1.46,not owned by a public authority,,not permissioned,,,,,39,"Retail, replacement community use and residential",,,39,223.0,,https://www.croydon.gov.uk/sites/default/files/articles/downloads/Background%20evidence%20for%20each%20Detailed%20Proposal%20site%20-%20Proposed%20Submission%20%281%29_0.pdf,,2017-12-31,2017-12-31,Croydon Local Plan allocation
http://opendatacommunities.org/id/london-borough-council/croydon,Croydon Council,937,,"Kempsfield House, 1 Reedham Park Avenue",http://www.planvu.co.uk/croydon2016/index.php?map=proposed,ETRS89,51.3172353614,-0.1152171111,0.48,owned by a public authority,yes,not permissioned,,,,,12,Residential development with community use,,,12,12.0,,https://www.croydon.gov.uk/sites/default/files/articles/downloads/Background%20evidence%20for%20each%20Detailed%20Proposal%20site%20-%20Proposed%20Submission%20%281%29_0.pdf,,2017-12-31,2017-12-31,Croydon Local Plan allocation
http://opendatacommunities.org/id/london-borough-council/croydon,Croydon Council,284,,"Asharia House, 50 Northwood Road",http://www.planvu.co.uk/croydon2016/index.php?map=proposed,ETRS89,51.4075819372,-0.102115059,0.14,not owned by a public authority,,not permissioned,,,,,7,Residential development including replacement community facility,,,7,23.0,,https://www.croydon.gov.uk/sites/default/files/articles/downloads/Background%20evidence%20for%20each%20Detailed%20Proposal%20site%20-%20Proposed%20Submission%20%281%29_0.pdf,,2017-12-31,2017-12-31,Croydon Local Plan allocation
http://opendatacommunities.org/id/london-borough-council/croydon,Croydon Council,951,,1485-1489 London Road,http://www.planvu.co.uk/croydon2016/index.php?map=proposed,ETRS89,51.4105157482,-0.1229015671,0.1664,not owned by a public authority,yes,not permissioned,,,,,15,Redevelopment for residential and retail,,,15,22.0,,https://www.croydon.gov.uk/sites/default/files/articles/downloads/Background%20evidence%20for%20each%20Detailed%20Proposal%20site%20-%20Proposed%20Submission%20%281%29_0.pdf,,2017-12-31,2017-12-31,Croydon Local Plan allocation
http://opendatacommunities.org/id/london-borough-council/croydon,Croydon Council,30,,"Purley Leisure Centre, car park and former Sainsbury's Supermarket, High Street",http://www.planvu.co.uk/croydon2016/index.php?map=proposed,ETRS89,51.33857131,-0.1143708337,0.66,not owned by a public authority,yes,not permissioned,,,,,30,"Mixed use redevelopment incorporating public car park, new leisure facilities, including a swimming pool, and other community facilities, healthcare facility, creative and cultural industries enterprise centre, retail or residential accomodation.",,,30,171.0,,https://www.croydon.gov.uk/sites/default/files/articles/downloads/Background%20evidence%20for%20each%20Detailed%20Proposal%20site%20-%20Proposed%20Submission%20%281%29_0.pdf,,2017-12-31,2017-12-31,Croydon Local Plan allocation
http://opendatacommunities.org/id/london-borough-council/croydon,Croydon Council,35,,"Purley Baptist Church, 2-12 Banstead Road",http://www.planvu.co.uk/croydon2016/index.php?map=proposed,ETRS89,51.3387061419,-0.1177249564,0.43,not owned by a public authority,yes,not permissioned,,,,,20,"Mixed use redevelopment comprising new church, community facility and residential",,,20,111.0,,https://www.croydon.gov.uk/sites/default/files/articles/downloads/Background%20evidence%20for%20each%20Detailed%20Proposal%20site%20-%20Proposed%20Submission%20%281%29_0.pdf,,2017-12-31,2017-12-31,Croydon Local Plan allocation
http://opendatacommunities.org/id/london-borough-council/croydon,Croydon Council,61,,"Car park, 54-58 Whytecliffe Road South",http://www.planvu.co.uk/croydon2016/index.php?map=proposed,ETRS89,51.3387005428,-0.1129010682,0.46,unknown ownership,,not permissioned,,,,,21,Residential use with retention of car parking spaces,,,21,119.0,,https://www.croydon.gov.uk/sites/default/files/articles/downloads/Background%20evidence%20for%20each%20Detailed%20Proposal%20site%20-%20Proposed%20Submission%20%281%29_0.pdf,,2017-12-31,2017-12-31,Croydon Local Plan allocation
http://opendatacommunities.org/id/london-borough-council/croydon,Croydon Council,130,,1-9 Banstead Road,http://www.planvu.co.uk/croydon2016/index.php?map=proposed,ETRS89,51.3386109543,-0.1190784548,0.88,not owned by a public authority,yes,not permissioned,,,,,77,Residential,,,77,100.0,,https://www.croydon.gov.uk/sites/default/files/articles/downloads/Background%20evidence%20for%20each%20Detailed%20Proposal%20site%20-%20Proposed%20Submission%20%281%29_0.pdf,,2017-12-31,2017-12-31,Croydon Local Plan allocation
http://opendatacommunities.org/id/london-borough-council/croydon,Croydon Council,325,,"Telephone Exchange, 88-90 Brighton Road",http://www.planvu.co.uk/croydon2016/index.php?map=proposed,ETRS89,51.3333295703,-0.1234146142,0.34,not owned by a public authority,,not permissioned,,,,,19,Conversion of existing building to residential use if no longer required as a telephone exchange in the future,,,19,77.0,,https://www.croydon.gov.uk/sites/default/files/articles/downloads/Background%20evidence%20for%20each%20Detailed%20Proposal%20site%20-%20Proposed%20Submission%20%281%29_0.pdf,,2017-12-31,2017-12-31,Croydon Local Plan allocation
http://opendatacommunities.org/id/london-borough-council/croydon,Croydon Council,347,,"Tesco, 2 Purley Road",http://www.planvu.co.uk/croydon2016/index.php?map=proposed,ETRS89,51.3365974087,-0.1174523721,3.81,not owned by a public authority,yes,not permissioned,,,,,172,"Mixed use residential, healthcare facility (if required by the NHS) and retail development",,,172,990.0,,https://www.croydon.gov.uk/sites/default/files/articles/downloads/Background%20evidence%20for%20each%20Detailed%20Proposal%20site%20-%20Proposed%20Submission%20%281%29_0.pdf,,2017-12-31,2017-12-31,Croydon Local Plan allocation
http://opendatacommunities.org/id/london-borough-council/croydon,Croydon Council,405,,"Capella Court & Royal Oak Centre, 725 Brighton Road",http://www.planvu.co.uk/croydon2016/index.php?map=proposed,ETRS89,51.3444191496,-0.1056014873,1.3,not owned by a public authority,,not permissioned,,,,,59,"Residential development and health facility, and the retention and reconfiguration of existing uses and their floor space with no net loss of flood storage capacity",,,59,221.0,,https://www.croydon.gov.uk/sites/default/files/articles/downloads/Background%20evidence%20for%20each%20Detailed%20Proposal%20site%20-%20Proposed%20Submission%20%281%29_0.pdf,,2017-12-31,2017-12-31,Croydon Local Plan allocation
http://opendatacommunities.org/id/london-borough-council/croydon,Croydon Council,409,,"Beech House, 840 Brighton Road",http://www.planvu.co.uk/croydon2016/index.php?map=proposed,ETRS89,51.3411288761,-0.1129162409,0.14,not owned by a public authority,yes,not permissioned,,,,,36,Conversion of the office building to residential uses.,,,36,45.0,,https://www.croydon.gov.uk/sites/default/files/articles/downloads/Background%20evidence%20for%20each%20Detailed%20Proposal%20site%20-%20Proposed%20Submission%20%281%29_0.pdf,,2017-12-31,2017-12-31,Croydon Local Plan allocation
http://opendatacommunities.org/id/london-borough-council/croydon,Croydon Council,410,,100 Brighton Road,http://www.planvu.co.uk/croydon2016/index.php?map=proposed,ETRS89,51.3327439925,-0.1239122469,0.22,not owned by a public authority,,not permissioned,,,,,10,Mixed use residential and retail development,,,10,37.0,,https://www.croydon.gov.uk/sites/default/files/articles/downloads/Background%20evidence%20for%20each%20Detailed%20Proposal%20site%20-%20Proposed%20Submission%20%281%29_0.pdf,,2017-12-31,2017-12-31,Croydon Local Plan allocation
http://opendatacommunities.org/id/london-borough-council/croydon,Croydon Council,411,,"Palmerston House, 814 Brighton Road",http://www.planvu.co.uk/croydon2016/index.php?map=proposed,ETRS89,51.3413901675,-0.112388613,0.07,not owned by a public authority,,not permissioned,,,,,4,Residential redevelopment,,,4,18.0,,https://www.croydon.gov.uk/sites/default/files/articles/downloads/Background%20evidence%20for%20each%20Detailed%20Proposal%20site%20-%20Proposed%20Submission%20%281%29_0.pdf,,2017-12-31,2017-12-31,Croydon Local Plan allocation
http://opendatacommunities.org/id/london-borough-council/croydon,Croydon Council,683,,"Purley Back Lanes, 16-28 Pampisford Road",http://www.planvu.co.uk/croydon2016/index.php?map=proposed,ETRS89,51.3396993265,-0.1162915824,0.54,mixed ownership,yes,not permissioned,,,,,0,Residential development and public car park including new industrial units to replace those currently on the site,,,0,91.0,,https://www.croydon.gov.uk/sites/default/files/articles/downloads/Background%20evidence%20for%20each%20Detailed%20Proposal%20site%20-%20Proposed%20Submission%20%281%29_0.pdf,,2017-12-31,2017-12-31,Croydon Local Plan allocation
http://opendatacommunities.org/id/london-borough-council/croydon,Croydon Council,306,,"The Good Companions Public House site, 251 Tithe Pit Shaw Lane",http://www.planvu.co.uk/croydon2016/index.php?map=proposed,ETRS89,51.3190162734,-0.0650433105,0.3,not owned by a public authority,yes,not permissioned,,,,,8,Mixed use of residential and retail,,,8,24.0,,https://www.croydon.gov.uk/sites/default/files/articles/downloads/Background%20evidence%20for%20each%20Detailed%20Proposal%20site%20-%20Proposed%20Submission%20%281%29_0.pdf,,2017-12-31,2017-12-31,Croydon Local Plan allocation
http://opendatacommunities.org/id/london-borough-council/croydon,Croydon Council,948,,230 Addington Road,http://www.planvu.co.uk/croydon2016/index.php?map=proposed,ETRS89,51.3447724357,-0.059622784,0.12,not owned by a public authority,yes,not permissioned,,,,,11,Residential with retail on groud floor (up to 3 units).,,,11,11.0,,https://www.croydon.gov.uk/sites/default/files/articles/downloads/Background%20evidence%20for%20each%20Detailed%20Proposal%20site%20-%20Proposed%20Submission%20%281%29_0.pdf,,2017-12-31,2017-12-31,Croydon Local Plan allocation
http://opendatacommunities.org/id/london-borough-council/croydon,Croydon Council,502,,"Coombe Farm, Oaks Road",http://www.planvu.co.uk/croydon2016/index.php?map=proposed,ETRS89,51.367233405,-0.067048972,3.99,not owned by a public authority,yes,not permissioned,,,,,0,Gypsy and traveller site,,,0,90.0,,https://www.croydon.gov.uk/sites/default/files/articles/downloads/Background%20evidence%20for%20each%20Detailed%20Proposal%20site%20-%20Proposed%20Submission%20%281%29_0.pdf,,2017-12-31,2017-12-31,Croydon Local Plan allocation
http://opendatacommunities.org/id/london-borough-council/croydon,Croydon Council,504,,"Stroud Green Pumping Station, 140 Primrose Lane",http://www.planvu.co.uk/croydon2016/index.php?map=proposed,ETRS89,51.3787037143,-0.0580876195,0.72,not owned by a public authority,,not permissioned,,,,,26,Residential development (including the conversion of the Locally Listed pumping station) if the site is no longer required for its current use in the future,,,26,68.0,,https://www.croydon.gov.uk/sites/default/files/articles/downloads/Background%20evidence%20for%20each%20Detailed%20Proposal%20site%20-%20Proposed%20Submission%20%281%29_0.pdf,,2017-12-31,2017-12-31,Croydon Local Plan allocation
http://opendatacommunities.org/id/london-borough-council/croydon,Croydon Council,345,,"Normanton Park Hotel, 34-36 Normanton Road",http://www.planvu.co.uk/croydon2016/index.php?map=proposed,ETRS89,51.358804009,-0.0898831084,0.4,not owned by a public authority,yes,not permissioned,,,,,14,Residential development,,,14,38.0,,https://www.croydon.gov.uk/sites/default/files/articles/downloads/Background%20evidence%20for%20each%20Detailed%20Proposal%20site%20-%20Proposed%20Submission%20%281%29_0.pdf,,2017-12-31,2017-12-31,Croydon Local Plan allocation
http://opendatacommunities.org/id/london-borough-council/croydon,Croydon Council,486,,"Land and car park at rear of The Beehive Public House, 45A Woodside Green",http://www.planvu.co.uk/croydon2016/index.php?map=proposed,ETRS89,51.3873517709,-0.07094486,0.15,not owned by a public authority,,not permissioned,,,,,7,Residential development,,,7,25.0,,https://www.croydon.gov.uk/sites/default/files/articles/downloads/Background%20evidence%20for%20each%20Detailed%20Proposal%20site%20-%20Proposed%20Submission%20%281%29_0.pdf,,2017-12-31,2017-12-31,Croydon Local Plan allocation
http://opendatacommunities.org/id/london-borough-council/croydon,Croydon Council,115,,"Cheriton House, 20 Chipstead Avenue",http://www.planvu.co.uk/croydon2016/index.php?map=proposed,ETRS89,51.3971359174,-0.1062134356,0.17,owned by a public authority,yes,not permissioned,,,,,15,Residential redevelopment,,,15,20.0,,https://www.croydon.gov.uk/sites/default/files/articles/downloads/Background%20evidence%20for%20each%20Detailed%20Proposal%20site%20-%20Proposed%20Submission%20%281%29_0.pdf,,2017-12-31,2017-12-31,Croydon Local Plan allocation
http://opendatacommunities.org/id/london-borough-council/croydon,Croydon Council,136,,"Supermarket, car park, 54 Brigstock Road",http://www.planvu.co.uk/croydon2016/index.php?map=proposed,ETRS89,51.3987078665,-0.1011025228,0.44,not owned by a public authority,,not permissioned,,,,,25,"Mixed use of residential, retail along Brigstock Road, and employment use",,,25,55.0,,https://www.croydon.gov.uk/sites/default/files/articles/downloads/Background%20evidence%20for%20each%20Detailed%20Proposal%20site%20-%20Proposed%20Submission%20%281%29_0.pdf,,2017-12-31,2017-12-31,Croydon Local Plan allocation
http://opendatacommunities.org/id/london-borough-council/croydon,Croydon Council,248,,18-28 Thornton Road,http://www.planvu.co.uk/croydon2016/index.php?map=proposed,ETRS89,51.3932980544,-0.1158303377,0.2,not owned by a public authority,,not permissioned,,,,,9,Residential development,,,9,34.0,,https://www.croydon.gov.uk/sites/default/files/articles/downloads/Background%20evidence%20for%20each%20Detailed%20Proposal%20site%20-%20Proposed%20Submission%20%281%29_0.pdf,,2017-12-31,2017-12-31,Croydon Local Plan allocation
http://opendatacommunities.org/id/london-borough-council/croydon,Croydon Council,295,,2 Zion Place,http://www.planvu.co.uk/croydon2016/index.php?map=proposed,ETRS89,51.3962133041,-0.0931270927,0.15,not owned by a public authority,yes,not permissioned,,,,,7,Residential development,,,7,39.0,,https://www.croydon.gov.uk/sites/default/files/articles/downloads/Background%20evidence%20for%20each%20Detailed%20Proposal%20site%20-%20Proposed%20Submission%20%281%29_0.pdf,,2017-12-31,2017-12-31,Croydon Local Plan allocation
http://opendatacommunities.org/id/london-borough-council/croydon,Croydon Council,326,,"Ambassador House, 3-17 Brigstock Road",http://www.planvu.co.uk/croydon2016/index.php?map=proposed,ETRS89,51.3981563678,-0.0992565371,0.56,unknown ownership,,not permissioned,,,,,26,"Mixed use conversion comprising residential, retail and community facilities",,,26,145.0,,https://www.croydon.gov.uk/sites/default/files/articles/downloads/Background%20evidence%20for%20each%20Detailed%20Proposal%20site%20-%20Proposed%20Submission%20%281%29_0.pdf,,2017-12-31,2017-12-31,Croydon Local Plan allocation
http://opendatacommunities.org/id/london-borough-council/croydon,Croydon Council,400,,"Day Lewis House, 324-338 Bensham Lane",http://www.planvu.co.uk/croydon2016/index.php?map=proposed,ETRS89,51.3944910199,-0.1039221833,0.25,not owned by a public authority,,not permissioned,,,,,12,Residential redevelopment,,,12,42.0,,https://www.croydon.gov.uk/sites/default/files/articles/downloads/Background%20evidence%20for%20each%20Detailed%20Proposal%20site%20-%20Proposed%20Submission%20%281%29_0.pdf,,2017-12-31,2017-12-31,Croydon Local Plan allocation
http://opendatacommunities.org/id/london-borough-council/croydon,Croydon Council,407,,797 London Road,http://www.planvu.co.uk/croydon2016/index.php?map=proposed,ETRS89,51.3953332483,-0.1154447454,0.15,not owned by a public authority,,not permissioned,,,,,7,Conversion or redevelopment to residential use,,,7,25.0,,https://www.croydon.gov.uk/sites/default/files/articles/downloads/Background%20evidence%20for%20each%20Detailed%20Proposal%20site%20-%20Proposed%20Submission%20%281%29_0.pdf,,2017-12-31,2017-12-31,Croydon Local Plan allocation
http://opendatacommunities.org/id/london-borough-council/croydon,Croydon Council,499,,"Croydon University Hospital Site, London Road",http://www.planvu.co.uk/croydon2016/index.php?map=proposed,ETRS89,51.3904809631,-0.1106567992,8.17,owned by a public authority,yes,not permissioned,,,,,77,Consolidation of the hospital uses on a smaller area of the site with enabling residential development on remaining part subject to there being no loss of services provided by the hospital in terms of both quantity and quality,,,77,290.0,,https://www.croydon.gov.uk/sites/default/files/articles/downloads/Background%20evidence%20for%20each%20Detailed%20Proposal%20site%20-%20Proposed%20Submission%20%281%29_0.pdf,,2017-12-31,2017-12-31,Croydon Local Plan allocation
http://opendatacommunities.org/id/london-borough-council/croydon,Croydon Council,11,,"Croydon Garden Centre, 89 Waddon Way",http://www.planvu.co.uk/croydon2016/index.php?map=proposed,ETRS89,51.357692005,-0.1133706146,0.994,not owned by a public authority,yes,not permissioned,,,,,35,Secondary School,,,35,94.0,,https://www.croydon.gov.uk/sites/default/files/articles/downloads/Background%20evidence%20for%20each%20Detailed%20Proposal%20site%20-%20Proposed%20Submission%20%281%29_0.pdf,,2017-12-31,2017-12-31,Croydon Local Plan allocation
http://opendatacommunities.org/id/london-borough-council/croydon,Croydon Council,25,,"Morrisons Supermarket, 500 Purley Way",http://www.planvu.co.uk/croydon2016/index.php?map=proposed,ETRS89,51.3647987372,-0.1202327804,4.57,not owned by a public authority,,not permissioned,,,,,251,"Redevelopment of a mix of residential, retail, commercial and community uses to form the basis of a new residential community",,,251,1028.0,,https://www.croydon.gov.uk/sites/default/files/articles/downloads/Background%20evidence%20for%20each%20Detailed%20Proposal%20site%20-%20Proposed%20Submission%20%281%29_0.pdf,,2017-12-31,2017-12-31,Croydon Local Plan allocation
http://opendatacommunities.org/id/london-borough-council/croydon,Croydon Council,48,,294-330 Purley Way,http://www.planvu.co.uk/croydon2016/index.php?map=proposed,ETRS89,51.3722942157,-0.1193942546,2.55,not owned by a public authority,,permissioned,outline planning permission,2015-03-06,http://publicaccess2.croydon.gov.uk/online-applications/simpleSearchResults.do?action=firstPage,,17,"Mixed use development comprising retail store, commercial space and residential units",,,17,,,https://www.croydon.gov.uk/sites/default/files/articles/downloads/Background%20evidence%20for%20each%20Detailed%20Proposal%20site%20-%20Proposed%20Submission%20%281%29_0.pdf,,2017-12-31,2017-12-31,Croydon Local Plan allocation
http://opendatacommunities.org/id/london-borough-council/croydon,Croydon Council,316,,"PC World, 2 Trojan Way",http://www.planvu.co.uk/croydon2016/index.php?map=proposed,ETRS89,51.3737470711,-0.1197082969,1.03,not owned by a public authority,,not permissioned,,,,,47,"Redevelopment of this area to a mixture of residential, retail and commercial use, healthcare facility (if required by the NHS) and community uses to form the basis of a new residential community",,,47,175.0,,https://www.croydon.gov.uk/sites/default/files/articles/downloads/Background%20evidence%20for%20each%20Detailed%20Proposal%20site%20-%20Proposed%20Submission%20%281%29_0.pdf,,2017-12-31,2017-12-31,Croydon Local Plan allocation
http://opendatacommunities.org/id/london-borough-council/croydon,Croydon Council,332,,"Superstores, Drury Crescent",http://www.planvu.co.uk/croydon2016/index.php?map=proposed,ETRS89,51.3744775325,-0.1170345765,1.45,not owned by a public authority,,not permissioned,,,,,66,"Redevelopment of this area to a mixture of residential, retail, healthcare facility (if required by the NHS) and community uses to form the basis of a new residential community",,,66,246.0,,https://www.croydon.gov.uk/sites/default/files/articles/downloads/Background%20evidence%20for%20each%20Detailed%20Proposal%20site%20-%20Proposed%20Submission%20%281%29_0.pdf,,2017-12-31,2017-12-31,Croydon Local Plan allocation
http://opendatacommunities.org/id/london-borough-council/croydon,Croydon Council,349,,"Harveys Furnishing Group Ltd, 230-250 Purley Way",http://www.planvu.co.uk/croydon2016/index.php?map=proposed,ETRS89,51.3749300924,-0.1200190427,0.46,not owned by a public authority,,not permissioned,,,,,21,"Redevelopment of this area to a mixture of residential, retail and commercial use, healthcare facility (if required by the NHS) and community uses to form the basis of a new residential community. As the site is partly within a Flood Zone 3 it will be sub",,,21,78.0,,https://www.croydon.gov.uk/sites/default/files/articles/downloads/Background%20evidence%20for%20each%20Detailed%20Proposal%20site%20-%20Proposed%20Submission%20%281%29_0.pdf,,2017-12-31,2017-12-31,Croydon Local Plan allocation
http://opendatacommunities.org/id/london-borough-council/croydon,Croydon Council,350,,"Wing Yip, 544 Purley Way",http://www.planvu.co.uk/croydon2016/index.php?map=proposed,ETRS89,51.3624089262,-0.1192532366,1.53,not owned by a public authority,,not permissioned,,,,,69,"Redevelopment of a mix of residential, retail, commercial and community uses to form the basis of a new residential community",,,69,260.0,,https://www.croydon.gov.uk/sites/default/files/articles/downloads/Background%20evidence%20for%20each%20Detailed%20Proposal%20site%20-%20Proposed%20Submission%20%281%29_0.pdf,,2017-12-31,2017-12-31,Croydon Local Plan allocation
http://opendatacommunities.org/id/london-borough-council/croydon,Croydon Council,351,,"Furniture Village, 222 Purley Way",http://www.planvu.co.uk/croydon2016/index.php?map=proposed,ETRS89,51.3761663321,-0.1208449062,0.71,not owned by a public authority,,not permissioned,,,,,32,"Redevelopment of this area to a mixture of residential, retail, healthcare facility (if required by NHS) and community uses to form the basis of a new residential community",,,32,120.0,,https://www.croydon.gov.uk/sites/default/files/articles/downloads/Background%20evidence%20for%20each%20Detailed%20Proposal%20site%20-%20Proposed%20Submission%20%281%29_0.pdf,,2017-12-31,2017-12-31,Croydon Local Plan allocation
http://opendatacommunities.org/id/london-borough-council/croydon,Croydon Council,355,,"Decathlon, 2 Trafaglar Way",http://www.planvu.co.uk/croydon2016/index.php?map=proposed,ETRS89,51.3758587346,-0.117926254,1.3,not owned by a public authority,,not permissioned,,,,,59,"Redevelopment of this area to a mixture of residential, retail, healthcare facility (if required by the NHS) and community uses to form the basis of a new residential community",,,59,221.0,,https://www.croydon.gov.uk/sites/default/files/articles/downloads/Background%20evidence%20for%20each%20Detailed%20Proposal%20site%20-%20Proposed%20Submission%20%281%29_0.pdf,,2017-12-31,2017-12-31,Croydon Local Plan allocation
http://opendatacommunities.org/id/london-borough-council/croydon,Croydon Council,946,,"Stubbs Mead Depot, Factory Lane",http://www.planvu.co.uk/croydon2016/index.php?map=proposed,ETRS89,51.3763853041,-0.1115248035,2.71,owned by a public authority,yes,not permissioned,,,,,157,Mixed residential and employment (industry and warehousing),,,157,440.0,,https://www.croydon.gov.uk/sites/default/files/articles/downloads/Background%20evidence%20for%20each%20Detailed%20Proposal%20site%20-%20Proposed%20Submission%20%281%29_0.pdf,,2017-12-31,2017-12-31,Croydon Local Plan allocation
http://opendatacommunities.org/id/london-borough-council/croydon,Croydon Council,17080087,,"Oban House, 46 Bramley Hill",https://www.croydon.gov.uk/sites/default/files/articles/downloads/All%20SHLAA%20sites%20in%20Brownfield%20Register.pdf,ETRS89,51.3627787019,-0.1064819598,0.29,not owned by a public authority,,not permissioned,,,,,61,,,,61,61.0,,,,2017-12-31,2017-12-31,London Strategic Housing Land Availability Assessment 2017
