LPA_URL,LPA,Site_Ref,Location___Address,Site_Plan_URL,Coodinate_Reference_System,GeoX,GeoY,AREA_Ha_,Ownership_Status,Planning_Status,TOTAL_NET_CAPACITY,Easting,Northing
www.liverpool.gov.uk,Liverpool City Council,4189,"DYSON RYCROFT MEMORIAL HALL, BETWEEN 153&155 KENSINGTON",,ETRS89 [EPSG: 4326],-2.951972,53.412269,0.11001959152222,Unknown,Permissioned,7,336819,391027
www.liverpool.gov.uk,Liverpool City Council,6203,2 GROVE ROAD,,ETRS89 [EPSG: 4326],-2.939608,53.413778,0.047813492584229,Unknown,Permissioned,6,337643,391184
www.liverpool.gov.uk,Liverpool City Council,6276,176 BOALER STREET,,ETRS89 [EPSG: 4326],-2.950205,53.416354,0.0072588302612305,Unknown,Permissioned,2,336943,391480
www.liverpool.gov.uk,Liverpool City Council,4369,24 FREEHOLD STREET,,ETRS89 [EPSG: 4326],-2.934357,53.412861,0.025264431762695,Unknown,Permissioned,1,337991,391077
www.liverpool.gov.uk,Liverpool City Council,6220,8 LORNE STREET,,ETRS89 [EPSG: 4326],-2.933143,53.413439,0.015129381561279,Unknown,Permissioned,1,338073,391141
www.liverpool.gov.uk,Liverpool City Council,5981,181 BOALER STREET L6,,ETRS89 [EPSG: 4326],-2.951178,53.41652,0.011852290344238,Unknown,Permissioned,1,336878,391499
www.liverpool.gov.uk,Liverpool City Council,6144,2 PRESCOT DRIVE,,ETRS89 [EPSG: 4326],-2.934746,53.414526,0.10405187606812,Unknown,Permissioned,1,337968,391263
www.liverpool.gov.uk,Liverpool City Council,613,CENTRAL DOCKS,,ETRS89 [EPSG: 4326],-3.002257,53.415164,17.50517627182,Unknown,Permissioned,2835,333481,391395
www.liverpool.gov.uk,Liverpool City Council,3853,ANFIELD / BRECKFIELD HMRI REGENERATION AREA,,ETRS89 [EPSG: 4326],-2.962565,53.427858,18.537514347839,Unknown,Permissioned,136,336139,392771
www.liverpool.gov.uk,Liverpool City Council,5158,LIVERPOOL WATERS - CLARENCE DOCK,,ETRS89 [EPSG: 4326],-3.002953,53.420484,13.009673848724,Unknown,Permissioned,1075,333444,391987
www.liverpool.gov.uk,Liverpool City Council,1983,LAND AT LEEDS ST / LANYORK ROAD,,ETRS89 [EPSG: 4326],-2.994444,53.41295,0.77027056427002,Unknown,Permissioned,1002,333997,391141
www.liverpool.gov.uk,Liverpool City Council,617,STANLEY DOCK / NORTH DOCKS,,ETRS89 [EPSG: 4326],-2.998444,53.421297,5.1555912460327,Unknown,Permissioned,538,333744,392074
www.liverpool.gov.uk,Liverpool City Council,6319,160-162 BRECK ROAD,,ETRS89 [EPSG: 4326],-2.959778,53.422177,0.074839937591553,Unknown,Permissioned,21,336315,392136
www.liverpool.gov.uk,Liverpool City Council,5928,LAND CORNER BEVINGTON BUSH / GARDNER ROW / EDGAR STREET,,ETRS89 [EPSG: 4326],-2.983414,53.414802,0.39796130142212,Unknown,Permissioned,381,334733,391337
www.liverpool.gov.uk,Liverpool City Council,2655,LAND BETWEEN FREEMASON'S ROW / GLADSTONE ST & LEEDS ST,,ETRS89 [EPSG: 4326],-2.988842,53.413431,0.24271508102417,Unknown,Permissioned,312,334370,391190
www.liverpool.gov.uk,Liverpool City Council,1659,BOND STREET / ELDON GROVE SITE,,ETRS89 [EPSG: 4326],-2.985478,53.417738,0.90581649932861,Unknown,Permissioned,130,334601,391666
www.liverpool.gov.uk,Liverpool City Council,4229,"EASBY ESTATE, EASBY ROAD / LAMBETH ROAD / HARCOURT STREET",,ETRS89 [EPSG: 4326],-2.980994,53.431918,6.4206761810303,Unknown,Permissioned,11,334920,393239
www.liverpool.gov.uk,Liverpool City Council,6274,31A ORWELL ROAD,,ETRS89 [EPSG: 4326],-2.984069,53.434703,0.073154753112793,Unknown,Permissioned,8,334720,393552
www.liverpool.gov.uk,Liverpool City Council,3355,LAND AT BURRELL ST / CHRISTOPHER ST / TATE ST / TETLOW ST,,ETRS89 [EPSG: 4326],-2.970146,53.435568,0.099283850097656,Unknown,Permissioned,6,335647,393635
www.liverpool.gov.uk,Liverpool City Council,4320,SITE AT WESTWINSTER ROAD / FOLEY STREET,,ETRS89 [EPSG: 4326],-2.978348,53.431109,0.052346352386475,Unknown,Permissioned,6,335095,393147
www.liverpool.gov.uk,Liverpool City Council,1687,FORMER 152 STANLEY ROAD & SITE ADJ TO 82 LAMBETH ROAD,,ETRS89 [EPSG: 4326],-2.983162,53.430387,0.034418209838867,Unknown,Permissioned,4,334774,393071
www.liverpool.gov.uk,Liverpool City Council,6236,LAND AT HERIOT STREET,,ETRS89 [EPSG: 4326],-2.984809,53.427661,0.057214869689941,Unknown,Permissioned,3,334660,392769
www.liverpool.gov.uk,Liverpool City Council,6040,5 CARISBROOKE ROAD,,ETRS89 [EPSG: 4326],-2.971956,53.43851,0.012889073181152,Unknown,Permissioned,2,335531,393964
www.liverpool.gov.uk,Liverpool City Council,5544,111 MILL LANE L12.,,ETRS89 [EPSG: 4326],-2.915264,53.426788,0.15860418701172,Unknown,Permissioned,29,339280,392610
www.liverpool.gov.uk,Liverpool City Council,4584,"ALDER GRANGE, CENTRAL DRIVE. SANDFIELD PARK L12.",,ETRS89 [EPSG: 4326],-2.903132,53.424354,0.95576458435059,Unknown,Permissioned,20,340083,392329
www.liverpool.gov.uk,Liverpool City Council,4067,"FORMER KELTON CONVENT, WOODLANDS ROAD",,ETRS89 [EPSG: 4326],-2.92583,53.37457,0.62151458435059,Unknown,Permissioned,37,338503,386810
www.liverpool.gov.uk,Liverpool City Council,6128,"SIR THOMAS MOORE RC CHURCH, RUNDLE ROAD",,ETRS89 [EPSG: 4326],-2.930582,53.371995,0.061047135162354,Unknown,Permissioned,7,338183,386528
www.liverpool.gov.uk,Liverpool City Council,5978,63 AVONMORE AVENUE L18,,ETRS89 [EPSG: 4326],-2.914913,53.376891,0.025377030181885,Unknown,Permissioned,3,339232,387059
www.liverpool.gov.uk,Liverpool City Council,1948,LAND TO REAR OF KELTON LODGE / WOODLANDS ROAD,,ETRS89 [EPSG: 4326],-2.9271,53.374594,0.069375904846191,Unknown,Permissioned,2,338418,386814
www.liverpool.gov.uk,Liverpool City Council,5815,"BROUGHTON HOUSE, 37-39 ASHFIELD ROAD L17.",,ETRS89 [EPSG: 4326],-2.932425,53.37545,0.24697073440552,Unknown,Permissioned,1,338065,386914
www.liverpool.gov.uk,Liverpool City Council,3614,"PHASES 1, 2&3 THE BOOT ESTATE REGENERATION, NORRIS GREEN",,ETRS89 [EPSG: 4326],-2.921538,53.441708,21.602752893066,Unknown,Permissioned,83,338885,394276
www.liverpool.gov.uk,Liverpool City Council,4598,NORRIS GREEN BOOT ESTATE - phase 1,,ETRS89 [EPSG: 4326],-2.915025,53.441574,32.115284065247,Unknown,Permissioned,20,339317,394255
www.liverpool.gov.uk,Liverpool City Council,6138,LAND AT THE CORNER OF UTTING AVENUE / EAST LEWISHAM ROAD,,ETRS89 [EPSG: 4326],-2.922576,53.444887,0.0279796875,Unknown,Permissioned,1,338820,394630
www.liverpool.gov.uk,Liverpool City Council,6355,275 LONG LANE,,ETRS89 [EPSG: 4326],-2.922818,53.456362,0.065901877593994,Unknown,Permissioned,4,338821,395907
www.liverpool.gov.uk,Liverpool City Council,4750,19-21 DERBY LANE,,ETRS89 [EPSG: 4326],-2.915047,53.415385,0.099610807800293,Unknown,Permissioned,16,339278,391342
www.liverpool.gov.uk,Liverpool City Council,6277,33 DERBY LANE,,ETRS89 [EPSG: 4326],-2.915297,53.416022,0.033672054290771,Unknown,Permissioned,8,339262,391413
www.liverpool.gov.uk,Liverpool City Council,4222,LAND BETWEEN SPEKELANDS & 70 OAKHILL PARK,,ETRS89 [EPSG: 4326],-2.907247,53.408229,0.16438604507446,Unknown,Permissioned,8,339786,390539
www.liverpool.gov.uk,Liverpool City Council,6311,LAND AT 6 DERWENT ROAD WEST,,ETRS89 [EPSG: 4326],-2.920726,53.417882,0.076392182159424,Unknown,Permissioned,6,338904,391624
www.liverpool.gov.uk,Liverpool City Council,4155,FORMER ALLENBY SQUARE NURSERY SCHOOL. ALLENBY SQUARE / ELMS HOUSE ROAD,,ETRS89 [EPSG: 4326],-2.918403,53.41077,0.12413817138672,Unknown,Permissioned,6,339049,390831
www.liverpool.gov.uk,Liverpool City Council,5007,"ST. MARGARET'S PARISH HALL, 2 BELMONT ROAD L6.",,ETRS89 [EPSG: 4326],-2.947854,53.421833,0.10300600509644,Unknown,Permissioned,7,337107,392087
www.liverpool.gov.uk,Liverpool City Council,5757,39 CHURCH ROAD L13,,ETRS89 [EPSG: 4326],-2.923594,53.413048,0.050496036529541,Unknown,Permissioned,2,338707,391089
www.liverpool.gov.uk,Liverpool City Council,4096,REAR OF 1A-1B DERBY LANE,,ETRS89 [EPSG: 4326],-2.914969,53.414435,0.053800477600098,Unknown,Permissioned,1,339282,391236
www.liverpool.gov.uk,Liverpool City Council,4965,LAND AT MILL LANE AT REAR OF 7-21 CUNNINGHAM ROAD L13.,,ETRS89 [EPSG: 4326],-2.91385,53.410205,0.14952308273315,Unknown,Permissioned,6,339350,390764
www.liverpool.gov.uk,Liverpool City Council,3855,WAVERTREE HMRI REGENERATION AREA,,ETRS89 [EPSG: 4326],-2.951299,53.40529,6.8702631866455,Unknown,Permissioned,70,336854,390250
www.liverpool.gov.uk,Liverpool City Council,5556,16-18 GRINFIELD STREET L7,,ETRS89 [EPSG: 4326],-2.95638,53.403458,0.061946095275879,Unknown,Permissioned,8,336513,390051
www.liverpool.gov.uk,Liverpool City Council,5834,"LAND ADJACENT TO WAVERTREE HOUSE, 145 LAWRENCE ROAD L15",,ETRS89 [EPSG: 4326],-2.929959,53.396071,0.013391147613525,Unknown,Permissioned,8,338259,389206
www.liverpool.gov.uk,Liverpool City Council,1715,REAR OF THE COMMUNITY CENTRE FREEMAN ST / FEARNSIDE ST,,ETRS89 [EPSG: 4326],-2.943221,53.39932,0.08140782623291,Unknown,Permissioned,7,337382,389579
www.liverpool.gov.uk,Liverpool City Council,6095,"WELLINGTON AVENUE SUNDAY SCHOOL, WELLINGTON AVENUE",,ETRS89 [EPSG: 4326],-2.933298,53.394965,0.10319578781128,Unknown,Permissioned,5,338035,389086
www.liverpool.gov.uk,Liverpool City Council,5943,LAND ADJ 46 SPOFFORTH ROAD L7,,ETRS89 [EPSG: 4326],-2.940436,53.401585,0.050647679138184,Unknown,Permissioned,4,337570,389828
www.liverpool.gov.uk,Liverpool City Council,6341,MAPLE GROVE / FERN GROVE,,ETRS89 [EPSG: 4326],-2.945333,53.391621,0.019770137023926,Unknown,Permissioned,3,337230,388724
www.liverpool.gov.uk,Liverpool City Council,1714,"FORMER EARLE ACTIVITIES CENTRE, FREEMAN STREET",,ETRS89 [EPSG: 4326],-2.942741,53.399248,0.12234577255249,Unknown,Permissioned,3,337414,389570
www.liverpool.gov.uk,Liverpool City Council,6251,1 LANGTON ROAD,,ETRS89 [EPSG: 4326],-2.938828,53.395546,0.017500840759277,Unknown,Permissioned,2,337669,389155
www.liverpool.gov.uk,Liverpool City Council,5975,LAND AT HARBORD STREET & OVERBURY STREET L7.,,ETRS89 [EPSG: 4326],-2.953866,53.403527,0.013783695983887,Unknown,Permissioned,1,336680,390056
www.liverpool.gov.uk,Liverpool City Council,6336,LAND ADJACENT TO 36 THORNYCROFT ROAD,,ETRS89 [EPSG: 4326],-2.934511,53.394625,0.0087769653320312,Unknown,Permissioned,1,337954,389049
www.liverpool.gov.uk,Liverpool City Council,5980,84 VANDYKE STREET L8,,ETRS89 [EPSG: 4326],-2.94478,53.39345,0.012113646697998,Unknown,Permissioned,1,337270,388927
www.liverpool.gov.uk,Liverpool City Council,5701B,"11-12 NORTH VIEW, LIVERPOOL",,ETRS89 [EPSG: 4326],-2.956929,53.40691,0.051638700866699,Unknown,Permissioned,1,336482,390435
www.liverpool.gov.uk,Liverpool City Council,5887,BELLERIVE COLLEGE SITE,,ETRS89 [EPSG: 4326],-2.950329,53.386457,0.5141878944397,Unknown,Permissioned,44,336890,388154
www.liverpool.gov.uk,Liverpool City Council,3203,"FORMER TIBER ST SCHOOL, LODGE LANE",,ETRS89 [EPSG: 4326],-2.950385,53.393585,1.1528636619568,Unknown,Permissioned,24,336897,388947
www.liverpool.gov.uk,Liverpool City Council,6174,2 PRINCES ROAD,,ETRS89 [EPSG: 4326],-2.966371,53.395283,0.044595724487305,Unknown,Permissioned,8,335837,389150
www.liverpool.gov.uk,Liverpool City Council,6252,115-117 WINDSOR STREET,,ETRS89 [EPSG: 4326],-2.966482,53.390926,0.022052931976318,Unknown,Permissioned,7,335823,388666
www.liverpool.gov.uk,Liverpool City Council,6320,162-172 HIGH PARK STREET,,ETRS89 [EPSG: 4326],-2.959043,53.389564,0.054312943267822,Unknown,Permissioned,6,336315,388507
www.liverpool.gov.uk,Liverpool City Council,6213,VACANT LAND AT KINGSLEY ROAD,,ETRS89 [EPSG: 4326],-2.954589,53.394049,0.088482774353027,Unknown,Permissioned,6,336618,389002
www.liverpool.gov.uk,Liverpool City Council,5369,104 LODGE LANE L8.,,ETRS89 [EPSG: 4326],-2.949647,53.394377,0.022693975067139,Unknown,Permissioned,2,336947,389034
www.liverpool.gov.uk,Liverpool City Council,6129,127A UPPER STANHOPE STREET,,ETRS89 [EPSG: 4326],-2.966985,53.3952,0.0069459411621094,Unknown,Permissioned,2,335796,389142
www.liverpool.gov.uk,Liverpool City Council,5878,73 CANNING STREET L8,,ETRS89 [EPSG: 4326],-2.965429,53.398443,0.019778099822998,Unknown,Permissioned,1,335904,389501
www.liverpool.gov.uk,Liverpool City Council,6247,COACH HOUSE ADJACENT TO 2 CAIRNS STREET,,ETRS89 [EPSG: 4326],-2.957731,53.391947,0.0079101875305176,Unknown,Permissioned,1,336406,388771
www.liverpool.gov.uk,Liverpool City Council,6269,"40-50 PERCY STREET AND 53-57 UPPER PARLIAMENT STREET, L8",,ETRS89 [EPSG: 4326],-2.9694,53.396095,0.080577383422852,Unknown,Permissioned,-56,335636,389243
www.liverpool.gov.uk,Liverpool City Council,6365,1 SUNNYSIDE,,ETRS89 [EPSG: 4326],-2.956237,53.387627,0.08452059173584,Unknown,Permissioned,2,336499,388289
www.liverpool.gov.uk,Liverpool City Council,5896,5 PARR ST & WOLSTENHOLME SQUARE & LAND/PREMISES BETWEEN NORTH EDGE WOLS,,ETRS89 [EPSG: 4326],-2.981843,53.402569,0.47876038513184,Unknown,Permissioned,484,334819,389975
www.liverpool.gov.uk,Liverpool City Council,4083A,LAND AT HILL ST / GRAFTON ST & BRASSEY STREET,,ETRS89 [EPSG: 4326],-2.977776,53.391887,0.67209967880249,Unknown,Permissioned,298,335073,388783
www.liverpool.gov.uk,Liverpool City Council,3852,LAND BOUNDED BY SEFTON STREET / PARLIAMENT STREET / STANHOPE STREET / CARYL STREET,,ETRS89 [EPSG: 4326],-2.981849,53.39327,1.048267263031,Unknown,Permissioned,297,334804,388940
www.liverpool.gov.uk,Liverpool City Council,5764,"LAND BOUNDED BY PARK LANE / LIVER STREET & BECKWITH STREET L1,",,ETRS89 [EPSG: 4326],-2.986389,53.400561,0.23872358551025,Unknown,Permissioned,264,334514,389756
www.liverpool.gov.uk,Liverpool City Council,5155,LAND AT HURST STREET/SPARLING STREET/TABLEY STREET/WAPPING L1.,,ETRS89 [EPSG: 4326],-2.985243,53.398281,0.29081671218872,Unknown,Permissioned,259,334586,389501
www.liverpool.gov.uk,Liverpool City Council,6060,"LAND ADJACENT TO THE KEEL, KINGS PARADE / HALFTIDE WHARF KINGS DOCK",,ETRS89 [EPSG: 4326],-2.986705,53.393729,0.92585097808838,Unknown,Permissioned,257,334482,388996
www.liverpool.gov.uk,Liverpool City Council,5910,GREENLAND STREET / NEW BIRD STREET / ST JAMES STREET / ST JAMES COURT,,ETRS89 [EPSG: 4326],-2.977706,53.395384,0.21777606811523,Unknown,Permissioned,217,335083,389172
www.liverpool.gov.uk,Liverpool City Council,5292,"FORMER WAREHOUSE SITE, BLUNDELL STREET / KITCHEN STREET L1",,ETRS89 [EPSG: 4326],-2.98263,53.397168,0.27116750564575,Unknown,Permissioned,200,334758,389375
www.liverpool.gov.uk,Liverpool City Council,6108,Land at Vine Villa OFF Wood Lane,,ETRS89 [EPSG: 4326],-2.830102,53.382137,0.15032019348145,Unknown,Permissioned,5,344881,387574
www.liverpool.gov.uk,Liverpool City Council,5790,19 FULWOOD PARK L17,,ETRS89 [EPSG: 4326],-2.942002,53.369126,0.42357835540771,Unknown,Permissioned,5,337419,386219
www.liverpool.gov.uk,Liverpool City Council,5799,1 YEWTREE ROAD L18,,ETRS89 [EPSG: 4326],-2.886499,53.379679,0.093880924987793,Unknown,Permissioned,4,341126,387345
www.liverpool.gov.uk,Liverpool City Council,5833,55 ST DOMINGO GROVE L5.,,ETRS89 [EPSG: 4326],-2.959536,53.427024,0.037498114013672,Unknown,Permissioned,4,336339,392675
www.liverpool.gov.uk,Liverpool City Council,6337,LAND ADJACENT TO 123 WESTMINSTER ROAD,,ETRS89 [EPSG: 4326],-2.97601,53.434749,0.0086975646972656,Unknown,Permissioned,3,335256,393549
www.liverpool.gov.uk,Liverpool City Council,6323,2 OLD WOOD LANE,,ETRS89 [EPSG: 4326],-2.829853,53.382062,0.10930430221558,Unknown,Permissioned,2,344897,387565
www.liverpool.gov.uk,Liverpool City Council,4548,"LAND ADJACENT TO NO49 BRECKSIDE PARK, L6",,ETRS89 [EPSG: 4326],-2.941408,53.427341,0.061883074951172,Unknown,Permissioned,1,337544,392695
www.liverpool.gov.uk,Liverpool City Council,2516,118-124 DUKE STREET & LAND AT CORNER OF DUKE ST / KENT ST / HENRY ST,,ETRS89 [EPSG: 4326],-2.979424,53.400777,0.15734635620117,Unknown,Permissioned,151,334977,389773
www.liverpool.gov.uk,Liverpool City Council,3579,"HERCULANEUM QUAY, ROYDEN WAY, RIVERSIDE DRIVE",,ETRS89 [EPSG: 4326],-2.973428,53.379008,0.23234673233032,Unknown,Permissioned,119,335343,387346
www.liverpool.gov.uk,Liverpool City Council,1339,FORMER FACTORY GRAFTON ST / PARK ST / CARYL ST,,ETRS89 [EPSG: 4326],-2.976142,53.384928,2.2926278167725,Unknown,Permissioned,84,335171,388007
www.liverpool.gov.uk,Liverpool City Council,2426,63 & 65 DUKE STREET / 15 WOLSTENHOLME SQUARE,,ETRS89 [EPSG: 4326],-2.982397,53.402116,0.053284557342529,Unknown,Permissioned,69,334782,389925
www.liverpool.gov.uk,Liverpool City Council,3884,16 FLEET STREET CONCERT STEPS. L1,,ETRS89 [EPSG: 4326],-2.981215,53.403409,0.039821977996826,Unknown,Permissioned,52,334862,390068
www.liverpool.gov.uk,Liverpool City Council,2622,LAND AT UPPER PITT STREET,,ETRS89 [EPSG: 4326],-2.979445,53.398482,0.036288066101074,Unknown,Permissioned,48,334972,389518
www.liverpool.gov.uk,Liverpool City Council,1261,FORMER 406-434 PARK ROAD,,ETRS89 [EPSG: 4326],-2.959564,53.381813,0.21135752029419,Unknown,Permissioned,18,336269,387646
www.liverpool.gov.uk,Liverpool City Council,1895,LAND BOUNDED BY HARLOW ST / HAYLOCK CLOSE / MILL STREET,,ETRS89 [EPSG: 4326],-2.970561,53.383805,0.3528734992981,Unknown,Permissioned,17,335541,387877
www.liverpool.gov.uk,Liverpool City Council,1897,FORMER 15-37 BESSEMER ST /  102-104 BERESFORD RD /  378-400 MILL STREET,,ETRS89 [EPSG: 4326],-2.9688,53.383042,0.3629303352356,Unknown,Permissioned,15,335657,387791
www.liverpool.gov.uk,Liverpool City Council,4267,LAND ON THE CORNER OF MILL STREET/BERESFORD ROAD AND TO THE REAR OF THE FLORENCE INSTITUTE L8,,ETRS89 [EPSG: 4326],-2.967782,53.383383,0.18782172775269,Unknown,Permissioned,13,335725,387828
www.liverpool.gov.uk,Liverpool City Council,2847,BUILDING AT CORNER WOOD ST/ BERRY ST/ BOLD ST,,ETRS89 [EPSG: 4326],-2.976041,53.401772,0.03081491394043,Unknown,Permissioned,7,335204,389881
www.liverpool.gov.uk,Liverpool City Council,4203,LAND ON THE CORNER OF WARWICK STREET AND SHAFTESBURY STREET L8,,ETRS89 [EPSG: 4326],-2.974257,53.389967,0.08807133102417,Unknown,Permissioned,6,335304,388566
www.liverpool.gov.uk,Liverpool City Council,3978,82-84 COCKBURN STREET,,ETRS89 [EPSG: 4326],-2.967055,53.380106,0.010629585266113,Unknown,Permissioned,2,335768,387462
www.liverpool.gov.uk,Liverpool City Council,5174,LAND OFF PARR STREET TO THE REAR OF 141 DUKE STREET L1.,,ETRS89 [EPSG: 4326],-2.97904,53.401244,0.0088374481201172,Unknown,Permissioned,1,335003,389825
www.liverpool.gov.uk,Liverpool City Council,5691,LAND ADJACENT TO 113 NORTHUMBERLAND STREET,,ETRS89 [EPSG: 4326],-2.969066,53.389336,0.018051291656494,Unknown,Permissioned,1,335649,388491
www.liverpool.gov.uk,Liverpool City Council,4807,"3A GRANVILLE ROAD, GARSTON",,ETRS89 [EPSG: 4326],-2.898868,53.357005,0.030820140838623,Unknown,Permissioned,1,340272,384833
www.liverpool.gov.uk,Liverpool City Council,4536,"LAND ADJACENT TO LINNET HOUSE,LINNET LANE LIVERPOOL, L8",,ETRS89 [EPSG: 4326],-2.94861,53.385713,0.14963695297241,Unknown,Permissioned,10,337004,388070
www.liverpool.gov.uk,Liverpool City Council,2403,FORMER ST AUGUSTINES HOME / AIGBURTH ROAD,,ETRS89 [EPSG: 4326],-2.946471,53.376759,0.98711131744385,Unknown,Permissioned,5,337133,387072
www.liverpool.gov.uk,Liverpool City Council,4477,"LAND ADJACENT TO 28 AIGBURTH DRIVE AND AT REAR OF 2-18 EASTFIELD DRIVE, LIVERPOOL, L17",,ETRS89 [EPSG: 4326],-2.940977,53.376722,0.10692965316772,Unknown,Permissioned,1,337498,387063
www.liverpool.gov.uk,Liverpool City Council,5119,REAR OF 1 LIVINGSTON DRIVE SOUTH. L17,,ETRS89 [EPSG: 4326],-2.943195,53.378761,0.062404862213135,Unknown,Permissioned,1,337353,387292
www.liverpool.gov.uk,Liverpool City Council,2389,"Land at Silverdale Avenue, Hilberry Avenue, Sutton Street
Liverpool 13",,ETRS89 [EPSG: 4326],-2.930698,53.42224,0.16745648422241,Unknown,Permissioned,18,338248,392118
www.liverpool.gov.uk,Liverpool City Council,4535,"FORMER GARAGE PREMISES AT 94 TOWNSEND LANE, (ON CORNER OF DARMONDS GREEN AVENUE), LIVERPOOL, L6",,ETRS89 [EPSG: 4326],-2.941806,53.430988,0.17989724578857,Unknown,Permissioned,11,337523,393101
www.liverpool.gov.uk,Liverpool City Council,3993,78/78A HILBERRY AVENUE,,ETRS89 [EPSG: 4326],-2.931442,53.422676,0.028848767852783,Unknown,Permissioned,4,338199,392167
www.liverpool.gov.uk,Liverpool City Council,3996,13 TOWNSEND LANE / 1A ABBEY ROAD,,ETRS89 [EPSG: 4326],-2.949312,53.428594,0.010670539093018,Unknown,Permissioned,3,337020,392841
www.liverpool.gov.uk,Liverpool City Council,4588,24 LOWER BRECK ROAD L6,,ETRS89 [EPSG: 4326],-2.941252,53.424015,0.0094791168212891,Unknown,Permissioned,3,337549,392324
www.liverpool.gov.uk,Liverpool City Council,5269,REAR OF 53 KREMLIN DRIVE L13,,ETRS89 [EPSG: 4326],-2.917566,53.423863,0.051799728393555,Unknown,Permissioned,2,339123,392287
www.liverpool.gov.uk,Liverpool City Council,1962,WALTON HOSPITAL SITE / RICE LANE,,ETRS89 [EPSG: 4326],-2.968116,53.451502,11.741740110016,Unknown,Permissioned,94,335806,395406
www.liverpool.gov.uk,Liverpool City Council,4023,LAND AT 15 BROOK ROAD,,ETRS89 [EPSG: 4326],-2.96073,53.456401,0.055440201568604,Unknown,Permissioned,9,336303,395945
www.liverpool.gov.uk,Liverpool City Council,5390,45A CHAPEL AVENUE L9,,ETRS89 [EPSG: 4326],-2.958823,53.460393,0.057089168548584,Unknown,Permissioned,3,336436,396387
www.liverpool.gov.uk,Liverpool City Council,2377,LAND ADJACENT TO 25 PALACE ROAD,,ETRS89 [EPSG: 4326],-2.959497,53.46536,0.017670713043213,Unknown,Permissioned,1,336399,396940
www.liverpool.gov.uk,Liverpool City Council,4280,"FORMER WAVERTREE TRAIN STATION APPROACH, LAND AT WELLINGTON ROAD",,ETRS89 [EPSG: 4326],-2.927385,53.396856,0.87507489547729,Unknown,Permissioned,26,338431,389291
www.liverpool.gov.uk,Liverpool City Council,5274,"NEWSTEAD FARM, QUARRY STREET L25.",,ETRS89 [EPSG: 4326],-2.879087,53.37913,0.41101531982422,Unknown,Permissioned,1,341619,387278
www.liverpool.gov.uk,Liverpool City Council,5202,THE FUR & FEATHERS SOCIAL CLUB. MAB LANE L12.,,ETRS89 [EPSG: 4326],-2.876711,53.432509,0.31678199081421,Unknown,Permissioned,13,341850,393215
www.liverpool.gov.uk,Liverpool City Council,1704,SITE IN LAUREL ROAD ADJACENT TO No:17,,ETRS89 [EPSG: 4326],-2.936281,53.411294,0.80319961013794,Unknown,Permissioned,38,337861,390905
www.liverpool.gov.uk,Liverpool City Council,6190,12-30 PARLIAMENT STREET,,ETRS89 [EPSG: 4326],-2.980567,53.393778,0.189265650177,Unknown,Permissioned,145,334890,388996
www.liverpool.gov.uk,Liverpool City Council,6163,LAND AT GRENVILLE STREET SOUTH / UPPER PITT STREET,,ETRS89 [EPSG: 4326],-2.979459,53.398829,0.4049573348999,Unknown,Permissioned,120,334972,389557
www.liverpool.gov.uk,Liverpool City Council,5911,"32-34 PARLIAMENT STREET, L8",,ETRS89 [EPSG: 4326],-2.979873,53.393862,0.073374645996094,Unknown,Permissioned,56,334937,389004
www.liverpool.gov.uk,Liverpool City Council,6301,"FORMER COUNCIL DEPOT SITE, LYDIA ANN STREET",,ETRS89 [EPSG: 4326],-2.980858,53.400718,0.083315518188477,Unknown,Permissioned,47,334882,389768
www.liverpool.gov.uk,Liverpool City Council,5891,LAND BETWEEN BRIDGEWATER STREET / SIMPSON STREET / WATKINSON STREET,,ETRS89 [EPSG: 4326],-2.982087,53.396393,0.042007137298584,Unknown,Permissioned,25,334793,389288
www.liverpool.gov.uk,Liverpool City Council,6263,"3-5 YORK STREET, L1",,ETRS89 [EPSG: 4326],-2.982865,53.401744,0.028263088226318,Unknown,Permissioned,18,334750,389884
www.liverpool.gov.uk,Liverpool City Council,1842,LAND TO SOUTH OF PARK STREET BTWN UPPER ESSEX ST / TOXTETH ST,,ETRS89 [EPSG: 4326],-2.970432,53.386886,0.12482948989868,Unknown,Permissioned,14,335554,388220
www.liverpool.gov.uk,Liverpool City Council,4071,349 MILL STREET/44 HARLOW STREET,,ETRS89 [EPSG: 4326],-2.969928,53.384299,0.036594395446777,Unknown,Permissioned,13,335584,387931
www.liverpool.gov.uk,Liverpool City Council,6302,80 RODNEY STREET,,ETRS89 [EPSG: 4326],-2.974269,53.399857,0.048245635223389,Unknown,Permissioned,10,335318,389666
www.liverpool.gov.uk,Liverpool City Council,6334,9-19 BOLD STREET,,ETRS89 [EPSG: 4326],-2.979649,53.403979,0.094572948455811,Unknown,Permissioned,10,334967,390130
www.liverpool.gov.uk,Liverpool City Council,4205,LAND BETWEEN NOS 10-30 NEW HENDERSON STREET L8,,ETRS89 [EPSG: 4326],-2.975248,53.389124,0.13114562225342,Unknown,Permissioned,9,335237,388473
www.liverpool.gov.uk,Liverpool City Council,5888,"BERESFORD ARMS, 158 BERESFORD ROAD",,ETRS89 [EPSG: 4326],-2.969853,53.381682,0.051695329284668,Unknown,Permissioned,8,335585,387640
