OrganistionURI,OrganistionLabel,Site Reference,PreviouslyPartOf,SiteNameAddress,SiteplanURL,CoordinateRefernceSystem,GeoX,GeoY,Easting,Northing,Hectares,OwnershipStatus,PlanningStatus,PermissionType,PermissionDate,PlanningHistory,Deliverable,SiteInformation,NetDwellingsRangeFrom,NetDwellingsRangeTo,HazardousSubstances,Notes,FirstAddedDate,LastUpdatedDate,EndDate
http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Cheshire West and Chester Council,HAG/0028,,"""176 and 178 Chester Road, Northwich, CW8 4AL""",http://consult.cheshirewestandchester.gov.uk/portal/cwc_ldf/land/blr?tab=files,ETRS89,3820477.668,-169059.0856,364487,372982,0.103,not owned by a public authority,not permissioned,outline planning permission,2013-08-23,,,"""Demolition of existing retail units and temporary buildings and re development of the site with residential accommodation, up to 10 units""",10,,,13/02368/OUT,2017-12-21,,
http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Cheshire West and Chester Council,HAG/0065,,"""Abbey Lodge, Abbey Lane, Hartford, CW8 1LX""",http://consult.cheshirewestandchester.gov.uk/portal/cwc_ldf/land/blr?tab=files,ETRS89,3821264.868,-169868.3034,363564,371982,0.438,not owned by a public authority,permissioned,full planning permission,2017-04-05,,yes,"""Demolition of existing dwelling and construction of 6no detached dwellings and pair of semi-detached dwellings""",8,,,16/03165/FUL (allowed on appeal),2018-12-30,,
http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Cheshire West and Chester Council,HAP/0030,,"""Land to rear of 45-51 Percy Road / 15-17 Eaton Road, Handbridge""",http://consult.cheshirewestandchester.gov.uk/portal/cwc_ldf/land/blr?tab=files,ETRS89,3825670.333,-192921.6547,340827,365335,0.294,mixed ownership,not permissioned,,,,,"""Residential development""",8,,,,2017-12-21,,
http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Cheshire West and Chester Council,HAP/0032,,"""Land to rear of 2 -14 Bradford Street, Handbridge, Chester""",http://consult.cheshirewestandchester.gov.uk/portal/cwc_ldf/land/blr?tab=files,ETRS89,3825598.843,-192866.1116,340880,365427,0.141,not owned by a public authority,permissioned,full planning permission,2016-01-12,,yes,"""Demolition of existing depot shed, erection of five three bedroom terrace houses with parking and refuse collection point""",5,,,08/02031/FUL 13/02232/EXT,2017-12-21,,
http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Cheshire West and Chester Council,HAP/0033,,"""Watertower off Eaton Mews, Handbridge""",http://consult.cheshirewestandchester.gov.uk/portal/cwc_ldf/land/blr?tab=files,ETRS89,3825708.835,-193099.1563,340651,365278,0.328,not owned by a public authority,not permissioned,,,,,"""Residential development""",7,,,,2017-12-21,,
http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Cheshire West and Chester Council,HEL/0003,,"""The Chase - Former Horse And Jockey, Chester Road, Helsby""",http://consult.cheshirewestandchester.gov.uk/portal/cwc_ldf/land/blr?tab=files,ETRS89,3817520.728,-184130.1904,349327,375936,0.32,not owned by a public authority,permissioned,full planning permission,2015-11-12,,yes,"""Conversion and alteration of existing public house including demolitions and extensions to create 4 No dwellings, erection of 10 dwellings comprising of a mixture of 2 bed and 3 bed two storey dwellings, demolition of existing outbuilding including associated external works (resubmission 08-1603-FUM). (6x2 bed / 8x3bed market houses)-Under construction""",14,,,"16/03313/FUL
14/03769/FUL
09/02434/FUL",2017-12-21,2019-12-01,2019-12-01
http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Cheshire West and Chester Council,HEL/0005(a),HEL/0005,"""INEOS Compounds UK Limited, Chester Road, Helsby""",http://consult.cheshirewestandchester.gov.uk/portal/cwc_ldf/land/blr?tab=files,ETRS89,3818550.477,-185235.1205,348258,374598,1.878,not owned by a public authority,permissioned,reserved matters approval,2017-03-16,,yes,"""Demolition of existing buildings and structures and erection of up to 69 residential dwellings (use class C3) and associated access""",69,,,"13/02503/OUT 
16/05566/REM",2017-12-21,,
http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Cheshire West and Chester Council,HEL/0029(a),HEL/0029,"""MERE'S EDGE (Phase 4) site of existing Helsby Community Sports Club, between chester Road and Hornsmill Brook, Heslby""",http://consult.cheshirewestandchester.gov.uk/portal/cwc_ldf/land/blr?tab=files,ETRS89,3818735.376,-185165.5035,348334,374370,1.596,not owned by a public authority,permissioned,outline planning permission,2015-12-03,,,"""Outline application for the construction of 96 dwellings, with associated highway improvements and landscaping. 2014 application permitted December 2015 for 120 dwellings with open space, access and associated infrastructure (incl demolition of existing buildings). 30 additional units also reamaing in permission 08/02901/OUM""",120,,,08/02901/OUM 14/04044/OUT,2017-12-21,,
http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Cheshire West and Chester Council,HOO/0015,,"""Land off West Street, Hoole, Chester""",http://consult.cheshirewestandchester.gov.uk/portal/cwc_ldf/land/blr?tab=files,ETRS89,3824095.029,-192589.3969,341087,367322,0.349,not owned by a public authority,not permissioned,,,,,"""Residential development""",,,,,2018-12-30,,
http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Cheshire West and Chester Council,HOO/0017,,"""Hoole Road Enterprise Centre, Chester""",http://consult.cheshirewestandchester.gov.uk/portal/cwc_ldf/land/blr?tab=files,ETRS89,3824269.75,-192372.3022,341328,367110,0.706,owned by a public authority,not permissioned,,,,,"""Residential development""",32,,,,2017-12-21,,
http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Cheshire West and Chester Council,HOO/0018,,"""Land between Lightfoot Street/ Thomas Brassery Court / railway line, Hoole, Chester""",http://consult.cheshirewestandchester.gov.uk/portal/cwc_ldf/land/blr?tab=files,ETRS89,3824390.957,-192130.3176,341574,366970,0.404,mixed ownership,not permissioned,,,,,"""Residential development""",18,,,,2017-12-21,,
http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Cheshire West and Chester Council,HOO/0028,,"""Former car sales garage and public house, Hoole Bridge, Hoole Road, Hoole, Chester""",http://consult.cheshirewestandchester.gov.uk/portal/cwc_ldf/land/blr?tab=files,ETRS89,3824206.981,-192497.2226,341200,367182,0.462,mixed ownership,not permissioned,,,,,"""Residential development""",7,,,,2017-12-21,,
http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Cheshire West and Chester Council,HOO/0051,,"""The Grange, 1 Hoole Road, Chester CH2 3NQ""",http://consult.cheshirewestandchester.gov.uk/portal/cwc_ldf/land/blr?tab=files,ETRS89,3824234.909,-192421.1295,341277,367150,0.089,not owned by a public authority,permissioned,full planning permission,2016-10-21,,yes,"""Conversion of office space into 6no residential apartments, consisting of 2x2bed apartments and 4x1bed apartments, and conversion of Coach House into residential storage space.""",6,,,16/03189/FUL,2017-12-21,,
,,HOO/0066,,"""Pipers Private Day Nursery, Alder Grove, Chester""",http://consult.cheshirewestandchester.gov.uk/portal/cwc_ldf/land/blr?tab=files,ETRS89,,,342808,3676017,0.142,not owned by a public authority,permissioned,outline planning permission,2019-02-11,,,"""Demolition of building and erection of 6 dwellings""",6,,,18/02589/OUT,2019-12-01,2019-12-01,
http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Cheshire West and Chester Council,KIN/0011,,"""Former Delamere Forest School, Blakemere Lane, Norley, WA6 6NP""",http://consult.cheshirewestandchester.gov.uk/portal/cwc_ldf/land/blr?tab=files,ETRS89,3821163.422,-178109.5777,355469,371691,1.04,not owned by a public authority,permissioned,outline planning permission,2017-08-09,,yes,"""12 market dwellings and 4 affordable dwellings and associated work-Under construction""",16,,,,2018-12-30,2019-12-01,2019-12-01
http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Cheshire West and Chester Council,KIN/0018(a),KIN/0018,"""Haulage Yard, High Street, Norley, Northwich""",http://consult.cheshirewestandchester.gov.uk/portal/cwc_ldf/land/blr?tab=files,ETRS89,3820655.334,-176864.6917,356694,372385,0.304,not owned by a public authority,permissioned,outline planning permission,2017-08-31,,yes,"""Residential development comprising six (6) market houses and six (6) affordable homes.""",12,,,15/01749/OUT,2017-12-21,2018-12-30,
,,KIN/0100,,"""Kingsley Mill, Mill Lane, Kingsley""",http://consult.cheshirewestandchester.gov.uk/portal/cwc_ldf/land/blr?tab=files,ETRS89,,,356329,375008,0.541,not owned by a public authority,pe,full planning permission,2018-10-10,,,"""Extension and demolition works to create 5 dwellings""",5,,,18/00909/FUL,2019-12-01,2019-12-01,
http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Cheshire West and Chester Council,LAC/0006,,"""Great Western House, The Sidings, Chester St, Saltney,""",http://consult.cheshirewestandchester.gov.uk/portal/cwc_ldf/land/blr?tab=files,ETRS89,3825853.524,-195143.017,338614,364994,0.5,not owned by a public authority,not permissioned,,,,,"""Residential development""",16,,,,2017-12-21,,
http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Cheshire West and Chester Council,LAC/0012,,"""Red Hill House, Hope Street, Saltney""",http://consult.cheshirewestandchester.gov.uk/portal/cwc_ldf/land/blr?tab=files,ETRS89,3825904.886,-194983.6684,338775,364937,0.953,not owned by a public authority,not permissioned,,,,,"""Residential development""",30,,,,2017-12-21,,
http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Cheshire West and Chester Council,LAC/0017,,"""4 Coronation Street, Chester, CH4 8BX""",http://consult.cheshirewestandchester.gov.uk/portal/cwc_ldf/land/blr?tab=files,ETRS89,3825845.345,-194910.5266,338845,365018,0.044,not owned by a public authority,permissioned,outline planning permission,2018-11-28,,yes,"""Demolition of unit and erection of 8no residential units""",8,,,17/02763/OUT,2018-12-30,,
http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Cheshire West and Chester Council,LEM/0015,,"""726 Chester Road, Ellesmere Port""",http://consult.cheshirewestandchester.gov.uk/portal/cwc_ldf/land/blr?tab=files,ETRS89,3817403.878,-195896.8076,337566,375492,0.312,not owned by a public authority,not permissioned,,,,,"""Residential development""",10,,,,2017-12-21,,
,,LEM/0026,,"""The Sutton, Gleaneagles Road, Great Sutton, Ellesmere Port""",http://consult.cheshirewestandchester.gov.uk/portal/cwc_ldf/land/blr?tab=files,ETRS89,,,337238,375491,0.198,not owned by a public authority,permissioned,full planning permission,2018-06-11,,,"""Demolition of vacant building and erection of 5 bungalows and 12 apartments""",10,17,,17/05223/FUL,2019-12-01,,
http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Cheshire West and Chester Council,LNB/0028,,"""Romney Close garage site, Neston CH63 9RJ""",http://consult.cheshirewestandchester.gov.uk/portal/cwc_ldf/land/blr?tab=files,ETRS89,3815809.305,-203953.2336,329461,377066,0.178,owned by a public authority,permissioned,full planning permission,2016-11-21,,yes,"""Demolition of existing lock-up garages and remove concrete hardstanibg and the erection of a two storey residential block containing 8x1bed apartments and 16 car parking spaces""",8,,,16/03082/FUL,2017-12-21,,
http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Cheshire West and Chester Council,MAR/0007,,"""Canal Bridge House, 47 Chapel Street, Wincham, Northwich CW9 6DA""",http://consult.cheshirewestandchester.gov.uk/portal/cwc_ldf/land/blr?tab=files,ETRS89,3818756.792,-166005.1264,367478,375272,0.124,not owned by a public authority,permissioned,full planning permission,2014-08-22,,yes,"""Demolition of existing buildings and construction of three dwellings and six apartments with associated works / Construction of seven townhouses with associated parking""",7,,,09/02524/FUL  14/02588/FUL,2017-12-21,,
http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Cheshire West and Chester Council,MAR/0019,,"""Land north of Chapel Street, Wincham""",http://consult.cheshirewestandchester.gov.uk/portal/cwc_ldf/land/blr?tab=files,ETRS89,3818757.232,-166099.2331,367383,375267,1.971,not owned by a public authority,not permissioned,,,,,"""Residential development""",55,,,,2017-12-21,,
http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Cheshire West and Chester Council,MAR/0059,MAR/0059,"""Land at 7 Tunnel Road, Barnton, Northwich""",http://consult.cheshirewestandchester.gov.uk/portal/cwc_ldf/land/blr?tab=files,ETRS89,3818984.005,-169956.8786,363538,374801,0.396,not owned by a public authority,not permissioned,,2012-02-21,,,,13,,,"08-2090-FUM 11/03583/EXT ""Demolition of existing garages and workshop and erection of 13 residential units (8 apartments and 5 dwellings) """,2017-12-21,2018-12-30,
http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Cheshire West and Chester Council,MAR/0061,,"""Land to rear of Brown Owl PH car park, Church Road, Barnton, Northwich""",http://consult.cheshirewestandchester.gov.uk/portal/cwc_ldf/land/blr?tab=files,ETRS89,3818885.32,-169768.2584,363722,374933,0.371,not owned by a public authority,not permissioned,,,,,"""Residential development""",5,,,,2017-12-21,2018-12-30,
http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Cheshire West and Chester Council,MAR/0062,,"""Malvern House  (adjacent to Daisy Bank), Old Road, Anderton with Marbury, Northwich. CW9 6AG""",http://consult.cheshirewestandchester.gov.uk/portal/cwc_ldf/land/blr?tab=files,ETRS89,3818613.027,-168957.9793,364522,375310,0.635,not owned by a public authority,permissioned,outline planning permission,2016-06-06,,yes,"""Demolition of existing buildings and redevelopment of the site for residential use  (up to nine dwellings)""",9,,,15/01549/OUT,2017-12-21,,
http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Cheshire West and Chester Council,MAR/0063,,"""Garage site off Townfield Lane, Barnton, Northwich""",http://consult.cheshirewestandchester.gov.uk/portal/cwc_ldf/land/blr?tab=files,ETRS89,3818326.161,-170268.2313,363202,375601,0.191,not owned by a public authority,permissioned,full planning permission,2018-05-15,,yes,"""Erection of 6no dwellings""",6,,,18/00342/FUL,2018-12-30,,
http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Cheshire West and Chester Council,MAR/0104,,"""Black Greyhound Hotel, Hall Lane, Wincham, Northwich. CW9 6DG""",http://consult.cheshirewestandchester.gov.uk/portal/cwc_ldf/land/blr?tab=files,ETRS89,3818356.9,-165293.487,368181,375819,0.079,not owned by a public authority,permissioned,outline planning permission,2018-07-19,,yes,"""Demolition of existing buildings and erection of 12 apartments and 4 terraced bungalows""",16,,,17/03244/OUT,2018-12-30,,
http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Cheshire West and Chester Council,NES/0034,,"""8 to 30 Brook Street, Neston""",http://consult.cheshirewestandchester.gov.uk/portal/cwc_ldf/land/blr?tab=files,ETRS89,3815441.918,-204160.5968,329242,377513,0.144,mixed ownership,not permissioned,,,,,"""Neston NP site""",10,,,,2017-12-21,,
http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Cheshire West and Chester Council,NET/0005(a),,"""Land off Netherpool Road, Ellesmere Port""",http://consult.cheshirewestandchester.gov.uk/portal/cwc_ldf/land/blr?tab=files,ETRS89,3815735.382,-194673.5183,338731,377633,0.376,not owned by a public authority,not permissioned,,,,,"""Residential development""",126,,,,2017-12-21,,
http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Cheshire West and Chester Council,NET/0013,,"""Site of former Foxfields Public House, Poole Hall Road, Ellesmere Port""",http://consult.cheshirewestandchester.gov.uk/portal/cwc_ldf/land/blr?tab=files,ETRS89,3815514.739,-194631.7845,338764,377909,0.709,owned by a public authority,not permissioned,,,,,"""Residential development""",19,,,,2017-12-21,,
http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Cheshire West and Chester Council,NEW/0000,,"""Land off Liverpool Road (Total Fitness site), Chester",http://consult.cheshirewestandchester.gov.uk/portal/cwc_ldf/land/blr?tab=files,ETRS89,3823889.777,-193401.9532,340277,367525,0.866,not owned by a public authority,not permissioned,,,,yes,"""Residential development""",,,,,2018-12-30,,
,,NEW/0014,,"""White Gables, Plas Newton Lane, Chester""",http://consult.cheshirewestandchester.gov.uk/portal/cwc_ldf/land/blr?tab=files,ETRS89,,,341919,368872,0.137,not owned by a public authority,permissioned,full planning permission,,,,"""Demolition of building and erection of 13 dwellings""",5,13,,17/04015/FUL,2019-12-01,2019-12-01,
http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Cheshire West and Chester Council,PAR/0032,,"""24-28 Bridge Street, Neston, CH64 9UL""",http://consult.cheshirewestandchester.gov.uk/portal/cwc_ldf/land/blr?tab=files,ETRS89,3815570.557,-204136.0629,329271,377354,,not owned by a public authority,permissioned,full planning permission,2015-05-29,,yes,"""Conversion from retail to residential units-Under construction""",10,,,,2018-12-30,2019-12-01,2019-12-01
http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Cheshire West and Chester Council,ROS/0002,,"""Rossfield Park Development (Sites 2C, 3 and 4), Rossfield Road, Ellesmere Port""",http://consult.cheshirewestandchester.gov.uk/portal/cwc_ldf/land/blr?tab=files,ETRS89,3816505.409,-193736.5391,339693,376721,5.642,not owned by a public authority,permissioned,outline planning permission,2003-01-01,,,"""Outline permission granted for residential development (approximately 500 units) Phases 1 and 2 = 310 units.""",233,,,"P/02/929 
13/01365/EXT (pending)
16/03098/CWC (pending)",2017-12-21,,
http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Cheshire West and Chester Council,ROS/0010,,"""Land at Crescent Road, off Meadow Lane, Ellesmere Port""",http://consult.cheshirewestandchester.gov.uk/portal/cwc_ldf/land/blr?tab=files,ETRS89,3816564.35,-192816.7678,340614,376693,0.704,owned by a public authority,not permissioned,,,,,"""Residential development""",22,,,Site in Middle;Outer hazard zone,2017-12-21,,
http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Cheshire West and Chester Council,ROS/0027,,"""Rossfield Park Development (Site 5:Rossbank Road), Ellesmere Port (Persimmon)""",http://consult.cheshirewestandchester.gov.uk/portal/cwc_ldf/land/blr?tab=files,ETRS89,3816220.89,-193983.8365,339437,377063,4.873,not owned by a public authority,permissioned,outline planning permission,2017-03-31,,,"""Residential development of up to 190 dwellings with access and associated works (outline) (amended resubmission of P/2--7/102/WE/904)""",190,,,P/02/929  10/00636/OUT,2017-12-21,,
http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Cheshire West and Chester Council,ROS/0028,,"""Land at Rosswood Road / Rossfield Road, Ellesmere Port""",http://consult.cheshirewestandchester.gov.uk/portal/cwc_ldf/land/blr?tab=files,ETRS89,3816415.106,-194023.6472,339403,376818,0.653,not owned by a public authority,not permissioned,,,,,"""Residential development""",20,,,,2017-12-21,,
http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Cheshire West and Chester Council,ROS/0029,,"""Land at Rossmore Road East / Rossfield Road North, Ellesmere Port""",http://consult.cheshirewestandchester.gov.uk/portal/cwc_ldf/land/blr?tab=files,ETRS89,3816025.563,-193911.9582,339501,377310,1.39,not owned by a public authority,not permissioned,,,,,"""Residential development""",70,,,,2017-12-21,,
http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Cheshire West and Chester Council,ROS/0031,,"""Land south of Meadow Lane (former Van Leer / Hansteen site), Ellesmere Port""",http://consult.cheshirewestandchester.gov.uk/portal/cwc_ldf/land/blr?tab=files,ETRS89,3816666.275,-192757.2699,340678,376570,3.941,not owned by a public authority,permissioned,outline planning permission,2012-12-06,,,"""179 dwellings and associated works""",179,,,P/2009/102/WE/156  12/04513/EXT,2017-12-21,,
http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Cheshire West and Chester Council,ROS/0032,,"""Rear of 70-88 Grace Road, New Grosvenor Road, Ellesmere Port""",http://consult.cheshirewestandchester.gov.uk/portal/cwc_ldf/land/blr?tab=files,ETRS89,3816280.3,-193429.4101,339993,377017,0.422,not owned by a public authority,not permissioned,,,,,"""Residential development""",13,,,,2017-12-21,,
http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Cheshire West and Chester Council,SAM/0083a,,"""Mollington Grange Business Park, Parkgate Road, Mollington, Chester""",http://consult.cheshirewestandchester.gov.uk/portal/cwc_ldf/land/blr?tab=files,ETRS89,3822349.044,-194856.4571,338779,369380,,not owned by a public authority,permissioned,,2017-11-14,,yes,"""Change of use from office units to 24 residential units-Under construction""",24,,,,2018-12-30,2019-12-01,2019-12-01
http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Cheshire West and Chester Council,SHA/0002,,"""413 Manchester Road, Lostock Gralam, Northwich""",http://consult.cheshirewestandchester.gov.uk/portal/cwc_ldf/land/blr?tab=files,ETRS89,3819035.112,-164440.3208,369050,374998,0.528,not owned by a public authority,not permissioned,,,,,"""Residential development""",14,,,,2017-12-21,,
http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Cheshire West and Chester Council,SHA/0089,,"""Goostrey Business Park, New Platt Lane, Allostock, Northwich CW4 8NN""",http://consult.cheshirewestandchester.gov.uk/portal/cwc_ldf/land/blr?tab=files,ETRS89,3823028.287,-158771.1302,374853,370285,0.361,not owned by a public authority,permissioned,full planning permission,2017-02-06,,yes,"""Conversion of existing buildings to 5 dwellings""",5,,,"16/03425/FUL
15/04269/OUT",2017-12-21,,
http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Cheshire West and Chester Council,SHA/0106,,"""411 Manchester Road, Lostock Gralam, Northwich""",http://consult.cheshirewestandchester.gov.uk/portal/cwc_ldf/land/blr?tab=files,ETRS89,3819074.413,-164546.7945,368944,374938,0.347,not owned by a public authority,permissioned,full planning permission,2018-01-29,,yes,"""Residential development of 15 dwellings""",15,,,17/01434/FUL,2018-12-30,,
http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Cheshire West and Chester Council,STP/0002,,"""Eccleston Avenue (garage court), Ellesmere Port""",http://consult.cheshirewestandchester.gov.uk/portal/cwc_ldf/land/blr?tab=files,ETRS89,3816867.123,-194987.2758,338456,376206,0.238,owned by a public authority,not permissioned,,,,,"""Residential development""",9,,,,2017-12-21,,
http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Cheshire West and Chester Council,STP/0005,,"""The Sutton Way PH, Sutton Way, Ellesmere Port""",http://consult.cheshirewestandchester.gov.uk/portal/cwc_ldf/land/blr?tab=files,ETRS89,3817133.109,-195116.6692,338336,375869,0.283,not owned by a public authority,not permissioned,,,,,"""Residential development""",14,,,,2017-12-21,,
http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Cheshire West and Chester Council,STP/0006,,"""Sutton High School, Woodchurch Lane /Mill Lane, Ellesmere Port""",http://consult.cheshirewestandchester.gov.uk/portal/cwc_ldf/land/blr?tab=files,ETRS89,3816640.332,-195176.5334,338260,376480,1.391,owned by a public authority,not permissioned,,,,,"""Residential development""",19,,,,2017-12-21,,
http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Cheshire West and Chester Council,STP/0034,,"""Land at Chester Road, Ellesmere Port, CH66 3RJ""",http://consult.cheshirewestandchester.gov.uk/portal/cwc_ldf/land/blr?tab=files,ETRS89,3816623.667,-196117.7886,337319,376452,0.264,not owned by a public authority,not permissioned,,,,,"""Residential development""",8,,,,2017-12-21,,
http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Cheshire West and Chester Council,STP/0040,,"""Rivacre Business Centre, Mill Lane, Great Sutton, Ellesmere Port CH66 3TL""",http://consult.cheshirewestandchester.gov.uk/portal/cwc_ldf/land/blr?tab=files,ETRS89,3816768.337,-195146.9721,338294,376322,1.366,owned by a public authority,not permissioned,,,,,"""Offices vacant and proposed for demolition (prior approval not required).""",38,,,,2017-12-21,,
http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Cheshire West and Chester Council,STR/0007,,"""Chester Road Garden Centre, Great Sutton, Ellesmere Port""",http://consult.cheshirewestandchester.gov.uk/portal/cwc_ldf/land/blr?tab=files,ETRS89,3818613.781,-195268.4516,338236,374016,1.172,not owned by a public authority,not permissioned,,,,,"""Residential development""",28,,,,2017-12-21,,
http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Cheshire West and Chester Council,SUT/0004,,"""Garage Court, Carlyle Crescent, Ellesmere Port""",http://consult.cheshirewestandchester.gov.uk/portal/cwc_ldf/land/blr?tab=files,ETRS89,3817336.266,-195093.7352,338367,375616,0.278,not owned by a public authority,not permissioned,,,,,"""Residential development""",10,,,,2017-12-21,,
http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Cheshire West and Chester Council,TAK/0020A,,"""Land at former Haulage Yard site, Chester Road, Oakmere, Northwich""",http://consult.cheshirewestandchester.gov.uk/portal/cwc_ldf/land/blr?tab=files,ETRS89,3823690.331,-177141.817,356524,368587,1.14,not owned by a public authority,permissioned,full planning permission,2015-07-29,,yes,"""Erection of 27 dwellings and associated landscaping and parking. Demolition of existing buildings (Phase 2)""",27,,,10/01939/FUL,2017-12-21,2019-12-01,2019-12-01
http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Cheshire West and Chester Council,TAK/0020B,,"""Land at former Haulage Yard site, off Shakerley Close, Oakmere, Northwich""",http://consult.cheshirewestandchester.gov.uk/portal/cwc_ldf/land/blr?tab=files,ETRS89,3823643.91,-177119.176,356528,368596,1.4,not owned by a public authority,permissioned,outline planning permission,2016-06-14,,yes,"""Construction of five (5) dwellings""",5,,,15/03652/OUT,2017-12-21,,
http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Cheshire West and Chester Council,TAK/0070,,"""Chester Road Nursery, Chester Road, Kelsall, CW6 0RN""",http://consult.cheshirewestandchester.gov.uk/portal/cwc_ldf/land/blr?tab=files,ETRS89,3823947.92,-181900.2985,351779,368033,0.35,not owned by a public authority,permissioned,full planning permission,2017-06-12,,yes,"""Residential development of 10 dwellings-development commenced""",10,,,"13/03294/OUT, 17/00814/REM",2018-12-30,2019-12-01,2019-12-01
http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Cheshire West and Chester Council,TAK/0115,,"""Ottersbank Farm Fishpool Road Delamere Northwich Cheshire CW8 2HP""",http://consult.cheshirewestandchester.gov.uk/portal/cwc_ldf/land/blr?tab=files,ETRS89,3824892.89,-176914.562,356793,367098,0.142,not owned by a public authority,permissioned,full planning permission,2015-02-27,,yes,"""Conversion of existing office building to form seven residential dwellings (resubmission of 13/03068/FUL)""",7,,,"13/04028/FUL     13/03068/FUL
16/00218/FUL",2017-12-21,,
http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Cheshire West and Chester Council,TAK/0137,,"""The Gables, Chester Road, Oakmere, Northwich CW8 2HB""",http://consult.cheshirewestandchester.gov.uk/portal/cwc_ldf/land/blr?tab=files,ETRS89,3823635.539,-177189.9504,356474,368654,0.3,not owned by a public authority,permissioned,outline planning permission,2015-12-07,,yes,"""Residential development of five (5) dwellings""",5,,,15/04214/OUT,2017-12-21,,
http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Cheshire West and Chester Council,TAT/0026(a),TAT/0026,"""Beeston Cattle Auction site, Whitchurch Road, Beeston, Chester Cheshire""",http://consult.cheshirewestandchester.gov.uk/portal/cwc_ldf/land/blr?tab=files,ETRS89,3830763.45,-178627.0244,355286,359687,4.72,not owned by a public authority,permissioned,outline planning permission,2015-03-20,,,"""Demolition of existing buildings and redevelopment of the site for up to 103 dwellings with associated open space and redevelopment of existing unused residential cottage for A1 Food Retail (retention of some existing Use Class B1, B2, B8 and Sui Generis uses on site) with associated access""",103,,,13/04149/OUT,2017-12-21,,
